t_s,q_ref_deg,qd_ref_deg_s,qdd_ref_deg_s2,q_link_deg,tau_joint_ff_Nm,tau_motor_ff_Nm,tau_dead_motor_Nm,tau_motor_cmd_before_clamp_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_vel_native
0.854000,45.535394,614.235750,-449.416355,2.355469,-14.021507,-0.219086,0.160200,-0.058886,-0.058886,-0.053400,2144,-12
0.856000,46.741351,591.423500,-461.318679,2.337891,-14.396430,-0.224944,0.160200,-0.064744,-0.064744,-0.058740,2128,-15
0.858000,47.901088,568.026750,-472.764826,2.315918,-14.757236,-0.230582,0.160200,-0.070382,-0.070382,-0.065148,2108,-19
0.860000,49.013458,544.068250,-483.743477,2.288452,-15.103543,-0.235993,0.160200,-0.075793,-0.075793,-0.069420,2083,-22
0.862000,50.077361,519.571500,-494.243776,2.251099,-15.434981,-0.241172,0.160200,-0.080972,-0.080972,-0.076896,2049,-25
0.864000,51.091744,494.561000,-504.255338,2.212646,-15.751196,-0.246112,0.160200,-0.085912,-0.085912,-0.080100,2014,-28
0.866000,52.055605,469.061500,-513.768265,2.163208,-16.051849,-0.250810,0.160200,-0.090610,-0.090610,-0.081168,1969,-34
0.868000,52.967990,443.098250,-522.773149,2.122559,-16.336616,-0.255260,0.160200,-0.095060,-0.095060,-0.091848,1932,-27
0.870000,53.827998,416.697000,-531.261085,2.075317,-16.605189,-0.259456,0.160200,-0.099256,-0.099256,-0.097188,1889,-27
0.872000,54.634778,389.883250,-539.223681,2.040161,-16.857276,-0.263395,0.160200,-0.103195,-0.103195,-0.096120,1857,-33
0.874000,55.387531,362.684250,-546.653063,1.994019,-17.092603,-0.267072,0.160200,-0.106872,-0.106872,-0.103596,1815,-29
0.876000,56.085515,335.126750,-553.541883,1.950073,-17.310913,-0.270483,0.160200,-0.110283,-0.110283,-0.104664,1775,-43
0.878000,56.728038,307.237500,-559.883330,1.894043,-17.511967,-0.273624,0.160200,-0.113424,-0.113424,-0.112140,1724,-37
0.880000,57.314465,279.044500,-565.671134,1.839111,-17.695543,-0.276493,0.160200,-0.116293,-0.116293,-0.114276,1674,-36
0.882000,57.844216,250.575750,-570.899570,1.776489,-17.861441,-0.279085,0.160200,-0.118885,-0.118885,-0.114276,1617,-46
0.884000,58.316768,221.859250,-575.563469,1.720459,-18.009476,-0.281398,0.160200,-0.121198,-0.121198,-0.118548,1566,-46
0.886000,58.731653,192.923000,-579.658219,1.652344,-18.139486,-0.283429,0.160200,-0.123229,-0.123229,-0.117480,1504,-50
0.888000,59.088460,163.796250,-583.179770,1.577637,-18.251326,-0.285177,0.160200,-0.124977,-0.124977,-0.123888,1436,-46
0.890000,59.386838,134.507750,-586.124640,1.499634,-18.344873,-0.286639,0.160200,-0.126439,-0.126439,-0.127092,1365,-58
0.892000,59.626491,105.085750,-588.489918,1.428223,-18.420022,-0.287813,0.160200,-0.127613,-0.127613,-0.123888,1300,-57
0.894000,59.807181,75.560000,-590.273264,1.337036,-18.476691,-0.288698,0.160200,-0.128498,-0.128498,-0.123888,1217,-53
0.896000,59.928731,45.960000,-591.472915,1.261230,-18.514815,-0.289294,0.160200,-0.129094,-0.129094,-0.126024,1148,-58
0.898000,59.991021,16.314000,-592.087684,1.184326,-18.534354,-0.289599,0.160200,-0.129399,-0.129399,-0.126024,1078,-67
0.900000,59.993987,-13.348000,-592.116964,1.100830,-18.535285,-0.289614,-0.160200,-0.449814,-0.449814,-0.131364,1002,-65
0.902000,59.937629,-42.996750,-591.560726,1.016235,-18.517606,-0.289338,-0.160200,-0.449538,-0.449538,-0.450696,925,-142
0.904000,59.822000,-72.603250,-590.419519,0.770142,-18.481338,-0.288771,-0.160200,-0.448971,-0.448971,-0.449628,701,-263
0.906000,59.647216,-102.137500,-588.694473,0.413086,-18.426522,-0.287914,-0.160200,-0.448114,-0.448114,-0.444288,376,-321
0.908000,59.413450,-131.570750,-586.387293,-0.087891,-18.353217,-0.286769,-0.160200,-0.446969,-0.446969,-0.449628,-80,-375
0.910000,59.120933,-160.874250,-583.500260,-0.613037,-18.261506,-0.285336,-0.160200,-0.445536,-0.445536,-0.446424,-558,-428
0.912000,58.769953,-190.018750,-580.036229,-1.394165,-18.151490,-0.283617,-0.160200,-0.443817,-0.443817,-0.447492,-1269,-499
0.914000,58.360858,-218.975000,-575.998627,-2.117065,-18.023291,-0.281614,-0.160200,-0.441814,-0.441814,-0.435744,-1927,-492
0.916000,57.894053,-247.714750,-571.391445,-2.796021,-17.877051,-0.279329,-0.160200,-0.439529,-0.439529,-0.438948,-2545,-531
0.918000,57.369999,-276.209500,-566.219239,-3.465088,-17.712932,-0.276765,-0.160200,-0.436965,-0.436965,-0.441084,-3154,-536
0.920000,56.789215,-304.431250,-560.487123,-4.279175,-17.531114,-0.273924,-0.160200,-0.434124,-0.434124,-0.436812,-3895,-539
0.922000,56.152274,-332.352250,-554.200767,-5.039429,-17.331799,-0.270809,-0.160200,-0.431009,-0.431009,-0.436812,-4587,-544
0.924000,55.459806,-359.944250,-547.366387,-5.875488,-17.115204,-0.267425,-0.160200,-0.427625,-0.427625,-0.434676,-5348,-562
0.926000,54.712497,-387.180250,-539.990739,-6.695068,-16.881567,-0.263774,-0.160200,-0.423974,-0.423974,-0.428268,-6094,-555
0.928000,53.911085,-414.033500,-532.081119,-7.461914,-16.631144,-0.259862,-0.160200,-0.420062,-0.420062,-0.416520,-6792,-562
0.930000,53.056363,-440.477500,-523.645347,-8.228760,-16.364207,-0.255691,-0.160200,-0.415891,-0.415891,-0.419724,-7490,-554
0.932000,52.149175,-466.485750,-514.691766,-9.069214,-16.081046,-0.251266,-0.160200,-0.411466,-0.411466,-0.413316,-8255,-552
0.934000,51.190420,-492.032750,-505.229228,-9.820679,-15.781967,-0.246593,-0.160200,-0.406793,-0.406793,-0.410112,-8939,-529
0.936000,50.181044,-517.093250,-495.267092,-10.663330,-15.467293,-0.241676,-0.160200,-0.401876,-0.401876,-0.412248,-9706,-533
0.938000,49.122047,-541.642250,-484.815208,-11.377441,-15.137361,-0.236521,-0.160200,-0.396721,-0.396721,-0.399432,-10356,-530
0.940000,48.014475,-565.655750,-473.883912,-12.048706,-14.792526,-0.231133,-0.160200,-0.391333,-0.391333,-0.395160,-10967,-517
0.942000,46.859424,-589.109750,-462.484012,-12.695801,-14.433152,-0.225518,-0.160200,-0.385718,-0.385718,-0.393024,-11556,-496
0.944000,45.658036,-611.981500,-450.626783,-13.389038,-14.059623,-0.219682,-0.160200,-0.379882,-0.379882,-0.380208,-12187,-488
0.946000,44.411498,-634.248000,-438.323949,-14.066895,-13.672332,-0.213630,-0.160200,-0.373830,-0.373830,-0.378072,-12804,-480
0.948000,43.121044,-655.887250,-425.587675,-14.675537,-13.271685,-0.207370,-0.160200,-0.367570,-0.367570,-0.372732,-13358,-465
0.950000,41.787949,-676.878000,-412.430557,-15.320435,-12.858101,-0.200908,-0.160200,-0.361108,-0.361108,-0.364188,-13945,-444
0.952000,40.413532,-697.199250,-398.865605,-15.969727,-12.432010,-0.194250,-0.160200,-0.354450,-0.354450,-0.365256,-14536,-435
0.954000,38.999152,-716.831250,-384.906231,-16.592651,-11.993853,-0.187404,-0.160200,-0.347604,-0.347604,-0.355644,-15103,-443
0.956000,37.546207,-735.754250,-370.566241,-17.177124,-11.544080,-0.180376,-0.160200,-0.340576,-0.340576,-0.348168,-15635,-403
0.958000,36.056135,-753.949750,-355.859815,-17.807739,-11.083151,-0.173174,-0.160200,-0.333374,-0.333374,-0.342828,-16209,-406
0.960000,34.530408,-771.399750,-340.801494,-18.392212,-10.611535,-0.165805,-0.160200,-0.326005,-0.326005,-0.331080,-16741,-416
0.962000,32.970536,-788.087000,-325.406170,-19.007446,-10.129708,-0.158277,-0.160200,-0.318477,-0.318477,-0.326808,-17301,-388
0.964000,31.378060,-803.994750,-309.689066,-19.497437,-9.638156,-0.150596,-0.160200,-0.310796,-0.310796,-0.315060,-17747,-349
0.966000,29.754557,-819.107500,-293.665724,-20.008301,-9.137368,-0.142771,-0.160200,-0.302971,-0.302971,-0.312924,-18212,-355
0.968000,28.101630,-833.410500,-277.351990,-20.477417,-8.627845,-0.134810,-0.160200,-0.295010,-0.295010,-0.299040,-18639,-322
0.970000,26.420915,-846.889250,-260.763994,-20.939941,-8.110088,-0.126720,-0.160200,-0.286920,-0.286920,-0.294768,-19060,-344
0.972000,24.714073,-859.530750,-243.918140,-21.367310,-7.584608,-0.118509,-0.160200,-0.278709,-0.278709,-0.288360,-19449,-332
0.974000,22.982792,-871.322000,-226.831086,-21.776001,-7.051918,-0.110186,-0.160200,-0.270386,-0.270386,-0.281952,-19821,-312
0.976000,21.228785,-882.251500,-209.519729,-22.160522,-6.512536,-0.101758,-0.160200,-0.261958,-0.261958,-0.267000,-20171,-260
0.978000,19.453786,-892.308750,-192.001187,-22.493408,-5.966986,-0.093234,-0.160200,-0.253434,-0.253434,-0.259524,-20474,-276
0.980000,17.659550,-901.483750,-174.292784,-22.869141,-5.415792,-0.084622,-0.160200,-0.244822,-0.244822,-0.252048,-20816,-257
0.982000,15.847851,-909.767250,-156.412030,-23.178955,-4.859483,-0.075929,-0.160200,-0.236129,-0.236129,-0.240300,-21098,-250
0.984000,14.020481,-917.151250,-138.376607,-23.495361,-4.298592,-0.067166,-0.160200,-0.227366,-0.227366,-0.234960,-21386,-209
0.986000,12.179246,-923.628250,-120.204350,-23.790894,-3.733652,-0.058338,-0.160200,-0.218538,-0.218538,-0.227484,-21655,-216
0.988000,10.325968,-929.191750,-101.913228,-24.051270,-3.165198,-0.049456,-0.160200,-0.209656,-0.209656,-0.214668,-21892,-179
0.990000,8.462479,-933.836500,-83.521328,-24.286377,-2.593770,-0.040528,-0.160200,-0.200728,-0.200728,-0.209328,-22106,-160
0.992000,6.590622,-937.557750,-65.046838,-24.510498,-2.019905,-0.031561,-0.160200,-0.191761,-0.191761,-0.202920,-22310,-160
0.994000,4.712248,-940.352000,-46.508026,-24.732422,-1.444144,-0.022565,-0.160200,-0.182765,-0.182765,-0.187968,-22512,-161
0.996000,2.829214,-942.216500,-27.923224,-24.912598,-0.867029,-0.013547,-0.160200,-0.173747,-0.173747,-0.185832,-22676,-145
0.998000,0.943382,-943.149000,-9.310810,-25.099365,-0.289100,-0.004517,-0.160200,-0.164717,-0.164717,-0.175152,-22846,-115
1.000000,-0.943382,-943.149000,9.310810,-25.261963,0.289100,0.004517,-0.160200,-0.155683,-0.155683,-0.163404,-22994,-109
1.002000,-2.829214,-942.216500,27.923224,-25.426758,0.867029,0.013547,-0.160200,-0.146653,-0.146653,-0.154860,-23144,-113
1.004000,-4.712248,-940.352000,46.508026,-25.582764,1.444144,0.022565,-0.160200,-0.137635,-0.137635,-0.140976,-23286,-91
1.006000,-6.590622,-937.557750,65.046838,-25.699219,2.019905,0.031561,-0.160200,-0.128639,-0.128639,-0.139908,-23392,-88
1.008000,-8.462479,-933.836500,83.521328,-25.815674,2.593770,0.040528,-0.160200,-0.119672,-0.119672,-0.124956,-23498,-68
1.010000,-10.325968,-929.191750,101.913228,-25.910156,3.165198,0.049456,-0.160200,-0.110744,-0.110744,-0.120684,-23584,-55
1.012000,-12.179246,-923.628250,120.204350,-25.995850,3.733652,0.058338,-0.160200,-0.101862,-0.101862,-0.112140,-23662,-47
1.014000,-14.020481,-917.151250,138.376607,-26.061768,4.298592,0.067166,-0.160200,-0.093034,-0.093034,-0.103596,-23722,-38
1.016000,-15.847851,-909.767250,156.412030,-26.114502,4.859483,0.075929,-0.160200,-0.084271,-0.084271,-0.093984,-23770,-25
1.018000,-17.659550,-901.483750,174.292784,-26.150757,5.415792,0.084622,-0.160200,-0.075578,-0.075578,-0.081168,-23803,-17
1.020000,-19.453786,-892.308750,192.001187,-26.170532,5.966986,0.093234,-0.160200,-0.066966,-0.066966,-0.075828,-23821,-10
1.022000,-21.228785,-882.251500,209.519729,-26.184814,6.512536,0.101758,-0.160200,-0.058442,-0.058442,-0.067284,-23834,-7
1.024000,-22.982792,-871.322000,226.831086,-26.192505,7.051918,0.110186,-0.160200,-0.050014,-0.050014,-0.058740,-23841,-3
1.026000,-24.714073,-859.530750,243.918140,-26.192505,7.584608,0.118509,-0.160200,-0.041691,-0.041691,-0.048060,-23841,0
1.028000,-26.420915,-846.889250,260.763994,-26.192505,8.110088,0.126720,-0.160200,-0.033480,-0.033480,-0.045924,-23841,0
1.030000,-28.101630,-833.410500,277.351990,-26.192505,8.627845,0.134810,-0.160200,-0.025390,-0.025390,-0.034176,-23841,0
1.032000,-29.754557,-819.107500,293.665724,-26.192505,9.137368,0.142771,-0.160200,-0.017429,-0.017429,-0.023496,-23841,0
1.034000,-31.378060,-803.994750,309.689066,-26.191406,9.638156,0.150596,-0.160200,-0.009604,-0.009604,-0.014952,-23840,0
1.036000,-32.970536,-788.087000,325.406170,-26.190308,10.129708,0.158277,-0.160200,-0.001923,-0.001923,-0.011748,-23839,1
1.038000,-34.530408,-771.399750,340.801494,-26.189209,10.611535,0.165805,-0.160200,0.005605,0.005605,-0.002136,-23838,1
1.040000,-36.056135,-753.949750,355.859815,-26.188110,11.083151,0.173174,-0.160200,0.012974,0.012974,0.006408,-23837,1
1.042000,-37.546207,-735.754250,370.566241,-26.185913,11.544080,0.180376,-0.160200,0.020176,0.020176,0.011748,-23835,2
1.044000,-38.999152,-716.831250,384.906231,-26.181519,11.993853,0.187404,-0.160200,0.027204,0.027204,0.021360,-23831,4
1.046000,-40.413532,-697.199250,398.865605,-26.176025,12.432010,0.194250,-0.160200,0.034050,0.034050,0.026700,-23826,6
1.048000,-41.787949,-676.878000,412.430557,-26.166138,12.858101,0.200908,-0.160200,0.040708,0.040708,0.035244,-23817,10
1.050000,-43.121044,-655.887250,425.587675,-26.152954,13.271685,0.207370,-0.160200,0.047170,0.047170,0.040584,-23805,13
1.052000,-44.411498,-634.248000,438.323949,-26.132080,13.672332,0.213630,-0.160200,0.053430,0.053430,0.049128,-23786,15
1.054000,-45.658036,-611.981500,450.626783,-26.105713,14.059623,0.219682,-0.160200,0.059482,0.059482,0.054468,-23762,20
1.056000,-46.859424,-589.109750,462.484012,-26.077148,14.433152,0.225518,-0.160200,0.065318,0.065318,0.058740,-23736,16
1.058000,-48.014475,-565.655750,473.883912,-26.052979,14.792526,0.231133,-0.160200,0.070933,0.070933,0.067284,-23714,15
1.060000,-49.122047,-541.642250,484.815208,-26.032104,15.137361,0.236521,-0.160200,0.076321,0.076321,0.071556,-23695,18
1.062000,-50.181044,-517.093250,495.267092,-26.010132,15.467293,0.241676,-0.160200,0.081476,0.081476,0.074760,-23675,17
1.064000,-51.190420,-492.032750,505.229228,-25.984863,15.781967,0.246593,-0.160200,0.086393,0.086393,0.084372,-23652,21
1.066000,-52.149175,-466.485750,514.691766,-25.955200,16.081046,0.251266,-0.160200,0.091066,0.091066,0.085440,-23625,19
1.068000,-53.056363,-440.477500,523.645347,-25.925537,16.364207,0.255691,-0.160200,0.095491,0.095491,0.091848,-23598,25
1.070000,-53.911085,-414.033500,532.081119,-25.893677,16.631144,0.259862,-0.160200,0.099662,0.099662,0.097188,-23569,29
1.072000,-54.712497,-387.180250,539.990739,-25.851929,16.881567,0.263774,-0.160200,0.103574,0.103574,0.096120,-23531,26
1.074000,-55.459806,-359.944250,547.366387,-25.807983,17.115204,0.267425,-0.160200,0.107225,0.107225,0.103596,-23491,34
1.076000,-56.152274,-332.352250,554.200767,-25.762939,17.331799,0.270809,-0.160200,0.110609,0.110609,0.105732,-23450,32
1.078000,-56.789215,-304.431250,560.487123,-25.716797,17.531114,0.273924,-0.160200,0.113724,0.113724,0.111072,-23408,35
1.080000,-57.369999,-276.209500,566.219239,-25.664062,17.712932,0.276765,-0.160200,0.116565,0.116565,0.113208,-23360,38
1.082000,-57.894053,-247.714750,571.391445,-25.611328,17.877051,0.279329,-0.160200,0.119129,0.119129,0.115344,-23312,43
1.084000,-58.360858,-218.975000,575.998627,-25.552002,18.023291,0.281614,-0.160200,0.121414,0.121414,0.120684,-23258,41
1.086000,-58.769953,-190.018750,580.036229,-25.493774,18.151490,0.283617,-0.160200,0.123417,0.123417,0.120684,-23205,49
1.088000,-59.120933,-160.874250,583.500260,-25.433350,18.261506,0.285336,-0.160200,0.125136,0.125136,0.122820,-23150,45
1.090000,-59.413450,-131.570750,586.387293,-25.377319,18.353217,0.286769,-0.160200,0.126569,0.126569,0.122820,-23099,53
1.092000,-59.647216,-102.137500,588.694473,-25.310303,18.426522,0.287914,-0.160200,0.127714,0.127714,0.128160,-23038,44
1.094000,-59.822000,-72.603250,590.419519,-25.245483,18.481338,0.288771,-0.160200,0.128571,0.128571,0.130296,-22979,44
1.096000,-59.937629,-42.996750,591.560726,-25.174072,18.517606,0.289338,-0.160200,0.129138,0.129138,0.129228,-22914,45
1.098000,-59.993987,-13.348000,592.116964,-25.109253,18.535285,0.289614,-0.160200,0.129414,0.129414,0.128160,-22855,50
1.100000,-59.991021,16.314000,592.087684,-25.047729,18.534354,0.289599,0.160200,0.449799,0.449799,0.123888,-22799,39
1.102000,-59.928731,45.960000,591.472915,-24.988403,18.514815,0.289294,0.160200,0.449494,0.449494,0.448560,-22745,110
1.104000,-59.807181,75.560000,590.273264,-24.769775,18.476691,0.288698,0.160200,0.448898,0.448898,0.447492,-22546,229
1.106000,-59.626491,105.085750,588.489918,-24.354492,18.420022,0.287813,0.160200,0.448013,0.448013,0.447492,-22168,335
1.108000,-59.386838,134.507750,586.124640,-23.909546,18.344873,0.286639,0.160200,0.446839,0.446839,0.446424,-21763,390
1.110000,-59.088460,163.796250,583.179770,-23.386597,18.251326,0.285177,0.160200,0.445377,0.445377,0.446424,-21287,456
1.112000,-58.731653,192.923000,579.658219,-22.710938,18.139486,0.283429,0.160200,0.443629,0.443629,0.449628,-20672,473
1.114000,-58.316768,221.859250,575.563469,-21.776001,18.009476,0.281398,0.160200,0.441598,0.441598,0.437880,-19821,505
1.116000,-57.844216,250.575750,570.899570,-21.020142,17.861441,0.279085,0.160200,0.439285,0.439285,0.440016,-19133,532
1.118000,-57.314465,279.044500,565.671134,-20.274170,17.695543,0.276493,0.160200,0.436693,0.436693,0.440016,-18454,522
1.120000,-56.728038,307.237500,559.883330,-19.466675,17.511967,0.273624,0.160200,0.433824,0.433824,0.434676,-17719,546
1.122000,-56.085515,335.126750,553.541883,-18.708618,17.310913,0.270483,0.160200,0.430683,0.430683,0.431472,-17029,561
1.124000,-55.387531,362.684250,546.653063,-17.871460,17.092603,0.267072,0.160200,0.427272,0.427272,0.430404,-16267,562
1.126000,-54.634778,389.883250,539.223681,-17.128784,16.857276,0.263395,0.160200,0.423595,0.423595,0.423996,-15591,569
1.128000,-53.827998,416.697000,531.261085,-16.368530,16.605189,0.259456,0.160200,0.419656,0.419656,0.428268,-14899,549
1.130000,-52.967990,443.098250,522.773149,-15.613770,16.336616,0.255260,0.160200,0.415460,0.415460,0.415452,-14212,561
1.132000,-52.055605,469.061500,513.768265,-14.894165,16.051849,0.250810,0.160200,0.411010,0.411010,0.414384,-13557,562
1.134000,-51.091744,494.561000,504.255338,-14.139404,15.751196,0.246112,0.160200,0.406312,0.406312,0.414384,-12870,561
1.136000,-50.077361,519.571500,494.243776,-13.390137,15.434981,0.241172,0.160200,0.401372,0.401372,0.406908,-12188,547
1.138000,-49.013458,544.068250,483.743477,-12.648560,15.103543,0.235993,0.160200,0.396193,0.396193,0.402636,-11513,534
1.140000,-47.901088,568.026750,472.764826,-11.917969,14.757236,0.230582,0.160200,0.390782,0.390782,0.399432,-10848,543
1.142000,-46.741351,591.423500,461.318679,-11.201660,14.396430,0.224944,0.160200,0.385144,0.385144,0.391956,-10196,512
1.144000,-45.535394,614.235750,449.416355,-10.466675,14.021507,0.219086,0.160200,0.379286,0.379286,0.389820,-9527,512
1.146000,-44.284408,636.440500,437.069622,-9.740479,13.632861,0.213013,0.160200,0.373213,0.373213,0.382344,-8866,499
1.148000,-42.989632,658.015750,424.290690,-9.118652,13.230901,0.206733,0.160200,0.366933,0.366933,0.367392,-8300,491
1.150000,-41.652345,678.940500,411.092196,-8.378174,12.816048,0.200251,0.160200,0.360451,0.360451,0.365256,-7626,480
1.152000,-40.273870,699.193750,397.487191,-7.771729,12.388730,0.193574,0.160200,0.353774,0.353774,0.360984,-7074,476
1.154000,-38.855570,718.755750,383.489129,-7.141113,11.949391,0.186709,0.160200,0.346909,0.346909,0.346032,-6500,446
1.156000,-37.398847,737.607000,369.111851,-6.486328,11.498482,0.179664,0.160200,0.339864,0.339864,0.344964,-5904,440
1.158000,-35.905142,755.728750,354.369575,-5.884277,11.036463,0.172445,0.160200,0.332645,0.332645,0.344964,-5356,429
1.160000,-34.375932,773.103000,339.276878,-5.283325,10.563804,0.165059,0.160200,0.325259,0.325259,0.333216,-4809,411
1.162000,-32.812730,789.713000,323.848686,-4.727417,10.080982,0.157515,0.160200,0.317715,0.317715,0.326808,-4303,427
1.164000,-31.217080,805.542250,308.100254,-4.152832,9.588484,0.149820,0.160200,0.310020,0.310020,0.319332,-3780,389
1.166000,-29.590561,820.574500,292.047155,-3.681519,9.086801,0.141981,0.160200,0.302181,0.302181,0.308652,-3351,402
1.168000,-27.934782,834.795750,275.705263,-3.169556,8.576431,0.134007,0.160200,0.294207,0.294207,0.303312,-2885,365
1.170000,-26.251378,848.191500,259.090739,-2.722412,8.057879,0.125904,0.160200,0.286104,0.286104,0.293700,-2478,357
1.172000,-24.542016,860.748000,242.220011,-2.303833,7.531655,0.117682,0.160200,0.277882,0.277882,0.288360,-2097,361
1.174000,-22.808386,872.453750,225.109763,-1.805054,6.998272,0.109348,0.160200,0.269548,0.269548,0.279816,-1643,328
1.176000,-21.052201,883.296750,207.776914,-1.300781,6.458250,0.100910,0.160200,0.261110,0.261110,0.267000,-1184,299
1.178000,-19.275199,893.266250,190.238603,-0.849243,5.912112,0.092377,0.160200,0.252577,0.252577,0.259524,-773,314
1.180000,-17.479136,902.352500,172.512173,-0.491089,5.360382,0.083756,0.160200,0.243956,0.243956,0.248844,-447,259
1.182000,-15.665789,910.546250,154.615154,-0.104370,4.803592,0.075056,0.160200,0.235256,0.235256,0.245640,-95,254
1.184000,-13.836951,917.839750,136.565243,0.259277,4.242271,0.066285,0.160200,0.226485,0.226485,0.234960,236,216
1.186000,-11.994430,924.225750,118.380289,0.591064,3.676956,0.057452,0.160200,0.217652,0.217652,0.229620,538,214
1.188000,-10.140048,929.697500,100.078273,0.890991,3.108181,0.048565,0.160200,0.208765,0.208765,0.216804,811,194
1.190000,-8.275640,934.250250,81.677295,1.204102,2.536484,0.039633,0.160200,0.199833,0.199833,0.206124,1096,212
1.192000,-6.403047,937.879250,63.195549,1.473267,1.962405,0.030663,0.160200,0.190863,0.190863,0.199716,1341,173
1.194000,-4.524123,940.580250,44.651312,1.749023,1.386485,0.021664,0.160200,0.181864,0.181864,0.189036,1592,178
1.196000,-2.640726,942.351500,26.062922,1.948975,0.809263,0.012645,0.160200,0.172845,0.172845,0.179424,1774,146
1.198000,-0.754717,943.191000,7.448759,2.176392,0.231283,0.003614,0.160200,0.163814,0.163814,0.173016,1981,159
1.200000,1.132038,943.097750,-11.172770,2.365356,-0.346914,-0.005421,0.160200,0.154779,0.154779,0.162336,2153,129
1.202000,3.017674,942.072000,-29.783250,2.555420,-0.924786,-0.014450,0.160200,0.145750,0.145750,0.153792,2326,122
1.204000,4.900326,940.114500,-48.364280,2.735596,-1.501790,-0.023465,0.160200,0.136735,0.136735,0.142044,2490,98
1.206000,6.778132,937.227250,-66.897484,2.902588,-2.077386,-0.032459,0.160200,0.127741,0.127741,0.137772,2642,107
1.208000,8.649235,933.413500,-85.364535,3.043213,-2.651031,-0.041422,0.160200,0.118778,0.118778,0.128160,2770,91
1.210000,10.511786,928.676750,-103.747174,3.154175,-3.222187,-0.050347,0.160200,0.109853,0.109853,0.119616,2871,78
1.212000,12.363942,923.021250,-122.027222,3.294800,-3.790313,-0.059224,0.160200,0.100976,0.100976,0.113208,2999,71
1.214000,14.203871,916.453500,-140.186602,3.400269,-4.354872,-0.068045,0.160200,0.092155,0.092155,0.098256,3095,65
1.216000,16.029756,908.979500,-158.207358,3.468384,-4.915329,-0.076802,0.160200,0.083398,0.083398,0.091848,3157,47
1.218000,17.839789,900.606250,-176.071670,3.532104,-5.471150,-0.085487,0.160200,0.074713,0.074713,0.085440,3215,37
1.220000,19.632181,891.342750,-193.761872,3.572754,-6.021804,-0.094091,0.160200,0.066109,0.066109,0.072624,3252,25
1.222000,21.405160,881.197750,-211.260472,3.609009,-6.566761,-0.102606,0.160200,0.057594,0.057594,0.060876,3285,22
1.224000,23.156972,870.181250,-228.550165,3.635376,-7.105497,-0.111023,0.160200,0.049177,0.049177,0.060876,3309,18
1.226000,24.885885,858.304250,-245.613856,3.654053,-7.637489,-0.119336,0.160200,0.040864,0.040864,0.048060,3326,8
1.228000,26.590189,845.578750,-262.434670,3.661743,-8.162220,-0.127535,0.160200,0.032665,0.032665,0.041652,3333,3
1.230000,28.268200,832.017250,-278.995973,3.662842,-8.679176,-0.135612,0.160200,0.024588,0.024588,0.032040,3334,0
1.232000,29.918258,817.632750,-295.281390,3.661743,-9.187849,-0.143560,0.160200,0.016640,0.016640,0.023496,3333,-1
1.234000,31.538731,802.439500,-311.274816,3.660645,-9.687735,-0.151371,0.160200,0.008829,0.008829,0.016020,3332,-1
1.236000,33.128016,786.453000,-326.960436,3.659546,-10.178337,-0.159037,0.160200,0.001163,0.001163,0.008544,3331,-1
1.238000,34.684543,769.688750,-342.322740,3.657349,-10.659164,-0.166549,0.160200,-0.006349,-0.006349,0.002136,3329,-1
1.240000,36.206771,752.163500,-357.346536,3.656250,-11.129733,-0.173902,0.160200,-0.013702,-0.013702,-0.007476,3328,-1
1.242000,37.693197,733.894500,-372.016967,3.654053,-11.589567,-0.181087,0.160200,-0.020887,-0.020887,-0.018156,3326,-2
1.244000,39.142349,714.899500,-386.319527,3.648560,-12.038199,-0.188097,0.160200,-0.027897,-0.027897,-0.021360,3321,-6
1.246000,40.552795,695.197750,-400.240073,3.640869,-12.475170,-0.194925,0.160200,-0.034725,-0.034725,-0.029904,3314,-7
1.248000,41.923140,674.808750,-413.764839,3.632080,-12.900029,-0.201563,0.160200,-0.041363,-0.041363,-0.038448,3306,-8
1.250000,43.252030,653.752250,-426.880452,3.622192,-13.312339,-0.208005,0.160200,-0.047805,-0.047805,-0.036312,3297,-8
1.252000,44.538149,632.049000,-439.573941,3.609009,-13.711669,-0.214245,0.160200,-0.054045,-0.054045,-0.046992,3285,-12
1.254000,45.780226,609.721250,-451.832755,3.592529,-14.097602,-0.220275,0.160200,-0.060075,-0.060075,-0.056604,3270,-17
1.256000,46.977034,586.790500,-463.644772,3.568359,-14.469733,-0.226090,0.160200,-0.065890,-0.065890,-0.059808,3248,-23
1.258000,48.127388,563.279000,-474.998310,3.534302,-14.827669,-0.231682,0.160200,-0.071482,-0.071482,-0.069420,3217,-21
1.260000,49.230150,539.211000,-485.882144,3.501343,-15.171031,-0.237047,0.160200,-0.076847,-0.076847,-0.070488,3187,-23
1.262000,50.284232,514.609750,-496.285511,3.469482,-15.499452,-0.242179,0.160200,-0.081979,-0.081979,-0.074760,3158,-24
1.264000,51.288589,489.499500,-506.198122,3.434326,-15.812582,-0.247072,0.160200,-0.086872,-0.086872,-0.083304,3126,-25
1.266000,52.242230,463.905250,-515.610177,3.395874,-16.110083,-0.251720,0.160200,-0.091520,-0.091520,-0.085440,3091,-25
1.268000,53.144210,437.852250,-524.512368,3.358521,-16.391636,-0.256119,0.160200,-0.095919,-0.095919,-0.087576,3057,-24
