t_s,q_ref_deg,qd_ref_deg_s,qdd_ref_deg_s2,q_link_deg,tau_joint_ff_Nm,tau_motor_ff_Nm,tau_dead_motor_Nm,tau_motor_cmd_before_clamp_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_vel_native
1.270000,53.993639,411.366250,-532.895891,3.323364,-16.656934,-0.260265,0.160200,-0.100065,-0.100065,-0.095052,3025,-27
1.272000,54.789675,384.473250,-540.752457,3.287109,-16.905691,-0.264151,0.160200,-0.103951,-0.103951,-0.100392,2992,-31
1.274000,55.531532,357.200500,-548.074297,3.249756,-17.137634,-0.267776,0.160200,-0.107576,-0.107576,-0.104664,2958,-35
1.276000,56.218477,329.574500,-554.854171,3.201416,-17.352512,-0.271133,0.160200,-0.110933,-0.110933,-0.110004,2914,-38
1.278000,56.849830,301.622500,-561.085374,3.146484,-17.550087,-0.274220,0.160200,-0.114020,-0.114020,-0.112140,2864,-40
1.280000,57.424967,273.372000,-566.761744,3.094849,-17.730143,-0.277033,0.160200,-0.116833,-0.116833,-0.113208,2817,-38
1.282000,57.943318,244.851250,-571.877668,3.037720,-17.892482,-0.279570,0.160200,-0.119370,-0.119370,-0.116412,2765,-42
1.284000,58.404372,216.088500,-576.428088,2.980591,-18.036925,-0.281827,0.160200,-0.121627,-0.121627,-0.116412,2713,-48
1.286000,58.807672,187.112000,-580.408504,2.910278,-18.163312,-0.283802,0.160200,-0.123602,-0.123602,-0.120684,2649,-45
1.288000,59.152820,157.950750,-583.814980,2.847656,-18.271502,-0.285492,0.160200,-0.125292,-0.125292,-0.122820,2592,-44
1.290000,59.439475,128.633000,-586.644146,2.775146,-18.361377,-0.286897,0.160200,-0.126697,-0.126697,-0.122820,2526,-46
1.292000,59.667352,99.188000,-588.893206,2.703735,-18.432837,-0.288013,0.160200,-0.127813,-0.127813,-0.128160,2461,-49
1.294000,59.836227,69.645250,-590.559936,2.625732,-18.485801,-0.288841,0.160200,-0.128641,-0.128641,-0.127092,2390,-56
1.296000,59.945933,40.033500,-591.642687,2.545532,-18.520211,-0.289378,0.160200,-0.129178,-0.129178,-0.129228,2317,-53
1.298000,59.996361,10.382000,-592.140388,2.459839,-18.536029,-0.289625,0.160200,-0.129425,-0.129425,-0.126024,2239,-56
1.300000,59.987461,-19.279750,-592.052549,2.376343,-18.533237,-0.289582,-0.160200,-0.449782,-0.449782,-0.131364,2163,-59
1.302000,59.919242,-48.922500,-591.379254,2.285156,-18.511839,-0.289247,-0.160200,-0.449447,-0.449447,-0.445356,2080,-153
1.304000,59.791771,-78.516750,-590.121171,2.026978,-18.471857,-0.288623,-0.160200,-0.448823,-0.448823,-0.446424,1845,-261
1.306000,59.605175,-108.033250,-588.279543,1.544678,-18.413338,-0.287708,-0.160200,-0.447908,-0.447908,-0.446424,1406,-366
1.308000,59.359638,-137.443000,-585.856191,1.011841,-18.336344,-0.286505,-0.160200,-0.446705,-0.446705,-0.445356,921,-433
1.310000,59.055403,-166.716750,-582.853512,0.354858,-18.240963,-0.285015,-0.160200,-0.445215,-0.445215,-0.449628,323,-464
1.312000,58.692771,-195.825750,-579.274475,-0.414185,-18.127300,-0.283239,-0.160200,-0.443439,-0.443439,-0.443220,-377,-508
1.314000,58.272100,-224.741000,-575.122619,-1.148071,-17.995481,-0.281179,-0.160200,-0.441379,-0.441379,-0.444288,-1045,-539
1.316000,57.793807,-253.434250,-570.402050,-1.896240,-17.845652,-0.278838,-0.160200,-0.439038,-0.439038,-0.440016,-1726,-551
1.318000,57.258363,-281.876750,-565.117435,-2.734497,-17.677978,-0.276218,-0.160200,-0.436418,-0.436418,-0.437880,-2489,-570
1.320000,56.666300,-310.040500,-559.274000,-3.546387,-17.492644,-0.273323,-0.160200,-0.433523,-0.433523,-0.432540,-3228,-577
1.322000,56.018201,-337.897750,-552.877525,-4.385742,-17.289855,-0.270154,-0.160200,-0.430354,-0.430354,-0.430404,-3992,-585
1.324000,55.314709,-365.420750,-545.934333,-5.122925,-17.069832,-0.266716,-0.160200,-0.426916,-0.426916,-0.432540,-4663,-584
1.326000,54.556518,-392.582500,-538.451290,-5.916138,-16.832817,-0.263013,-0.160200,-0.423213,-0.423213,-0.426132,-5385,-586
1.328000,53.744379,-419.356000,-530.435797,-6.757690,-16.579069,-0.259048,-0.160200,-0.419248,-0.419248,-0.421860,-6151,-584
1.330000,52.879094,-445.714750,-521.895780,-7.635498,-16.308863,-0.254826,-0.160200,-0.415026,-0.415026,-0.418656,-6950,-588
1.332000,51.961520,-471.632750,-512.839683,-8.425415,-16.022493,-0.250351,-0.160200,-0.410551,-0.410551,-0.411180,-7669,-581
1.334000,50.992563,-497.084500,-503.276461,-9.310913,-15.720269,-0.245629,-0.160200,-0.405829,-0.405829,-0.406908,-8475,-571
1.336000,49.973182,-522.044750,-493.215571,-10.152466,-15.402516,-0.240664,-0.160200,-0.400864,-0.400864,-0.407976,-9241,-571
1.338000,48.904384,-546.488500,-482.666963,-10.997314,-15.069575,-0.235462,-0.160200,-0.395662,-0.395662,-0.403704,-10010,-550
1.340000,47.787228,-570.392000,-471.641066,-11.777344,-14.721802,-0.230028,-0.160200,-0.390228,-0.390228,-0.393024,-10720,-550
1.342000,46.622816,-593.731750,-460.148784,-12.496948,-14.359567,-0.224368,-0.160200,-0.384568,-0.384568,-0.391956,-11375,-530
1.344000,45.412301,-616.484000,-448.201482,-13.200073,-13.983253,-0.218488,-0.160200,-0.378688,-0.378688,-0.380208,-12015,-517
1.346000,44.156880,-638.626500,-435.810972,-13.903198,-13.593257,-0.212395,-0.160200,-0.372595,-0.372595,-0.375936,-12655,-518
1.348000,42.857795,-660.137750,-422.989509,-14.548096,-13.189989,-0.206094,-0.160200,-0.366294,-0.366294,-0.374868,-13242,-516
1.350000,41.516329,-680.996500,-409.749770,-15.149048,-12.773869,-0.199592,-0.160200,-0.359792,-0.359792,-0.364188,-13789,-488
1.352000,40.133809,-701.181500,-396.104847,-15.875244,-12.345330,-0.192896,-0.160200,-0.353096,-0.353096,-0.357780,-14450,-470
1.354000,38.711603,-720.673000,-382.068234,-16.509155,-11.904813,-0.186013,-0.160200,-0.346213,-0.346213,-0.356712,-15027,-461
1.356000,37.251117,-739.452250,-367.653811,-17.276001,-11.452772,-0.178950,-0.160200,-0.339150,-0.339150,-0.348168,-15725,-446
1.358000,35.753794,-757.500000,-352.875831,-17.870361,-10.989668,-0.171714,-0.160200,-0.331914,-0.331914,-0.342828,-16266,-447
1.360000,34.221117,-774.798750,-337.748907,-18.496582,-10.515971,-0.164312,-0.160200,-0.324512,-0.324512,-0.333216,-16836,-430
1.362000,32.654599,-791.331500,-322.287999,-19.028320,-10.032160,-0.156753,-0.160200,-0.316953,-0.316953,-0.321468,-17320,-387
1.364000,31.055791,-807.081500,-306.508394,-19.624878,-9.538721,-0.149043,-0.160200,-0.309243,-0.309243,-0.319332,-17863,-387
1.366000,29.426273,-822.033500,-290.425697,-20.137939,-9.036147,-0.141190,-0.160200,-0.301390,-0.301390,-0.306516,-18330,-383
1.368000,27.767657,-836.172500,-274.055810,-20.651001,-8.524936,-0.133202,-0.160200,-0.293402,-0.293402,-0.299040,-18797,-354
1.370000,26.081583,-849.485000,-257.414922,-21.101440,-8.005594,-0.125087,-0.160200,-0.285287,-0.285287,-0.288360,-19207,-324
1.372000,24.369717,-861.957250,-240.519488,-21.565063,-7.478630,-0.116854,-0.160200,-0.277054,-0.277054,-0.285156,-19629,-336
1.374000,22.633754,-873.577000,-223.386214,-21.984741,-6.944560,-0.108509,-0.160200,-0.268709,-0.268709,-0.277680,-20011,-332
1.376000,20.875409,-884.333250,-206.032044,-22.365967,-6.403903,-0.100061,-0.160200,-0.260261,-0.260261,-0.276612,-20358,-319
1.378000,19.096421,-894.214750,-188.474137,-22.752686,-5.857182,-0.091518,-0.160200,-0.251718,-0.251718,-0.261660,-20710,-247
1.380000,17.298550,-903.212000,-170.729857,-23.103149,-5.304922,-0.082889,-0.160200,-0.243089,-0.243089,-0.253116,-21029,-278
1.382000,15.483573,-911.316250,-152.816750,-23.437134,-4.747655,-0.074182,-0.160200,-0.234382,-0.234382,-0.244572,-21333,-222
1.384000,13.653285,-918.519500,-134.752529,-23.760132,-4.185911,-0.065405,-0.160200,-0.225605,-0.225605,-0.232824,-21627,-242
1.386000,11.809495,-924.814250,-116.555057,-24.078735,-3.620225,-0.056566,-0.160200,-0.216766,-0.216766,-0.225348,-21917,-204
1.388000,9.954028,-930.194250,-98.242329,-24.364380,-3.051133,-0.047674,-0.160200,-0.207874,-0.207874,-0.216804,-22177,-216
1.390000,8.088718,-934.654750,-79.832454,-24.666504,-2.479175,-0.038737,-0.160200,-0.198937,-0.198937,-0.209328,-22452,-167
1.392000,6.215409,-938.191000,-61.343636,-24.915894,-1.904887,-0.029764,-0.160200,-0.189964,-0.189964,-0.195444,-22679,-156
1.394000,4.335954,-940.799250,-42.794157,-25.144409,-1.328812,-0.020763,-0.160200,-0.180963,-0.180963,-0.187968,-22887,-139
1.396000,2.452212,-942.477500,-24.202362,-25.335571,-0.751491,-0.011742,-0.160200,-0.171942,-0.171942,-0.182628,-23061,-142
1.398000,0.566044,-943.223750,-5.586634,-25.521240,-0.173464,-0.002710,-0.160200,-0.162910,-0.162910,-0.169812,-23230,-143
1.400000,-1.320683,-943.037000,13.034619,-25.729980,0.404725,0.006324,-0.160200,-0.153876,-0.153876,-0.165540,-23420,-120
1.402000,-3.206104,-941.918000,31.642982,-25.885986,0.982534,0.015352,-0.160200,-0.144848,-0.144848,-0.154860,-23562,-107
1.404000,-5.088355,-939.867500,50.220055,-26.034302,1.559422,0.024366,-0.160200,-0.135834,-0.135834,-0.143112,-23697,-95
1.406000,-6.965574,-936.887750,68.747467,-26.152954,2.134847,0.033357,-0.160200,-0.126843,-0.126843,-0.135636,-23805,-76
1.408000,-8.835906,-932.981250,87.206899,-26.272705,2.708268,0.042317,-0.160200,-0.117883,-0.117883,-0.130296,-23914,-75
1.410000,-10.697499,-928.152250,105.580095,-26.356201,3.279144,0.051237,-0.160200,-0.108963,-0.108963,-0.117480,-23990,-65
1.412000,-12.548515,-922.405750,123.848887,-26.444092,3.846938,0.060108,-0.160200,-0.100092,-0.100092,-0.105732,-24070,-51
1.414000,-14.387122,-915.746750,141.995211,-26.516602,4.411111,0.068924,-0.160200,-0.091276,-0.091276,-0.101460,-24136,-44
1.416000,-16.211502,-908.182250,160.001122,-26.586914,4.971129,0.077674,-0.160200,-0.082526,-0.082526,-0.091848,-24200,-29
1.418000,-18.019851,-899.719750,177.848815,-26.627563,5.526457,0.086351,-0.160200,-0.073849,-0.073849,-0.081168,-24237,-19
1.420000,-19.810381,-890.367750,195.520641,-26.655029,6.076564,0.094946,-0.160200,-0.065254,-0.065254,-0.076896,-24262,-13
1.422000,-21.581322,-880.135250,212.999126,-26.670410,6.620923,0.103452,-0.160200,-0.056748,-0.056748,-0.064080,-24276,-7
1.424000,-23.330922,-869.032250,230.266985,-26.677002,7.159008,0.111859,-0.160200,-0.048341,-0.048341,-0.053400,-24282,-2
1.426000,-25.057451,-857.069750,247.307143,-26.678101,7.690297,0.120161,-0.160200,-0.040039,-0.040039,-0.046992,-24283,0
1.428000,-26.759201,-844.260000,264.102750,-26.678101,8.214274,0.128348,-0.160200,-0.031852,-0.031852,-0.040584,-24283,0
1.430000,-28.434491,-830.615500,280.637198,-26.678101,8.730424,0.136413,-0.160200,-0.023787,-0.023787,-0.032040,-24283,0
1.432000,-30.081663,-816.149500,296.894136,-26.677002,9.238241,0.144348,-0.160200,-0.015852,-0.015852,-0.023496,-24282,0
1.434000,-31.699089,-800.876250,312.857488,-26.677002,9.737221,0.152144,-0.160200,-0.008056,-0.008056,-0.017088,-24282,0
1.436000,-33.285168,-784.811250,328.511469,-26.675903,10.226867,0.159795,-0.160200,-0.000405,-0.000405,-0.010680,-24281,1
1.438000,-34.838334,-767.970500,343.840600,-26.674805,10.706690,0.167292,-0.160200,0.007092,0.007092,0.000000,-24280,1
1.440000,-36.357050,-750.369750,358.829722,-26.672607,11.176207,0.174628,-0.160200,0.014428,0.014428,0.011748,-24278,2
1.442000,-37.839813,-732.027250,373.464013,-26.669312,11.634942,0.181796,-0.160200,0.021596,0.021596,0.017088,-24275,3
1.444000,-39.285159,-712.961000,387.729003,-26.663818,12.082428,0.188788,-0.160200,0.028588,0.028588,0.022428,-24270,5
1.446000,-40.691657,-693.189500,401.610584,-26.656128,12.518208,0.195597,-0.160200,0.035397,0.035397,0.027768,-24263,6
1.448000,-42.057917,-672.732500,415.095030,-26.647339,12.941832,0.202216,-0.160200,0.042016,0.042016,0.035244,-24255,10
1.450000,-43.382587,-651.610500,428.169007,-26.631958,13.352863,0.208638,-0.160200,0.048438,0.048438,0.043788,-24241,15
1.452000,-44.664359,-629.844250,440.819586,-26.612183,13.750872,0.214857,-0.160200,0.054657,0.054657,0.050196,-24223,19
1.454000,-45.901964,-607.455000,453.034259,-26.586914,14.135443,0.220866,-0.160200,0.060666,0.060666,0.052332,-24200,14
1.456000,-47.094179,-584.465000,464.800946,-26.566040,14.506172,0.226659,-0.160200,0.066459,0.066459,0.060876,-24181,13
1.458000,-48.239824,-560.897000,476.108012,-26.549561,14.862668,0.232229,-0.160200,0.072029,0.072029,0.065148,-24166,12
1.460000,-49.337767,-536.774500,486.944275,-26.529785,15.204552,0.237571,-0.160200,0.077371,0.077371,0.069420,-24148,14
1.462000,-50.386922,-512.121000,497.299021,-26.508911,15.531459,0.242679,-0.160200,0.082479,0.082479,0.074760,-24129,20
1.464000,-51.386251,-486.961250,507.162010,-26.479248,15.843041,0.247548,-0.160200,0.087348,0.087348,0.081168,-24102,22
1.466000,-52.334767,-461.320250,516.523489,-26.449585,16.138961,0.252171,-0.160200,0.091971,0.091971,0.093984,-24075,22
1.468000,-53.231532,-435.222750,525.374201,-26.415527,16.418902,0.256545,-0.160200,0.096345,0.096345,0.091848,-24044,28
1.470000,-54.075658,-408.694750,533.705393,-26.374878,16.682559,0.260665,-0.160200,0.100465,0.100465,0.095052,-24007,38
1.472000,-54.866311,-381.763000,541.508828,-26.328735,16.929646,0.264526,-0.160200,0.104326,0.104326,0.101460,-23965,32
1.474000,-55.602710,-354.453500,548.776788,-26.283691,17.159894,0.268123,-0.160200,0.107923,0.107923,0.100392,-23924,36
1.476000,-56.284125,-326.793250,555.502087,-26.240845,17.373051,0.271454,-0.160200,0.111254,0.111254,0.110004,-23885,36
1.478000,-56.909883,-298.810250,561.678075,-26.188110,17.568884,0.274514,-0.160200,0.114314,0.114314,0.112140,-23837,38
1.480000,-57.479366,-270.531750,567.298644,-26.137573,17.747177,0.277300,-0.160200,0.117100,0.117100,0.117480,-23791,38
1.482000,-57.992010,-241.985500,572.358237,-26.080444,17.907735,0.279808,-0.160200,0.119608,0.119608,0.117480,-23739,48
1.484000,-58.447308,-213.200000,576.851850,-26.018921,18.050379,0.282037,-0.160200,0.121837,0.121837,0.117480,-23683,46
1.486000,-58.844810,-184.203750,580.775039,-25.953003,18.174952,0.283984,-0.160200,0.123784,0.123784,0.119616,-23623,48
1.488000,-59.184123,-155.025500,584.123926,-25.884888,18.281316,0.285646,-0.160200,0.125446,0.125446,0.124956,-23561,57
1.490000,-59.464912,-125.693750,586.895198,-25.811279,18.369353,0.287021,-0.160200,0.126821,0.126821,0.124956,-23494,51
1.492000,-59.686898,-96.237750,589.086116,-25.742065,18.438966,0.288109,-0.160200,0.127909,0.127909,0.126024,-23431,54
1.494000,-59.849863,-66.686750,590.694512,-25.668457,18.490077,0.288907,-0.160200,0.128707,0.128707,0.124956,-23364,55
1.496000,-59.953645,-37.069500,591.718797,-25.591553,18.522630,0.289416,-0.160200,0.129216,0.129216,0.127092,-23294,59
1.498000,-59.998141,-7.415500,592.157957,-25.522339,18.536587,0.289634,-0.160200,0.129434,0.129434,0.126024,-23231,59
1.500000,-59.983307,22.245500,592.011558,-25.436646,18.531934,0.289561,0.160200,0.449761,0.449761,0.124956,-23153,58
1.502000,-59.909159,51.884250,591.279745,-25.354248,18.508676,0.289198,0.160200,0.449398,0.449398,0.451764,-23078,137
1.504000,-59.775770,81.472250,589.963242,-25.075195,18.466839,0.288544,0.160200,0.448744,0.448744,0.448560,-22824,277
1.506000,-59.583270,110.979500,588.063350,-24.702759,18.406468,0.287601,0.160200,0.447801,0.447801,0.449628,-22485,319
1.508000,-59.331852,140.376750,585.581948,-24.116089,18.327632,0.286369,0.160200,0.446569,0.446569,0.442152,-21951,390
1.510000,-59.021763,169.635750,582.521491,-23.518433,18.230418,0.284850,0.160200,0.445050,0.445050,0.446424,-21407,455
1.512000,-58.653309,198.726500,578.885003,-22.766968,18.114933,0.283046,0.160200,0.443246,0.443246,0.442152,-20723,497
1.514000,-58.226857,227.620750,574.676082,-21.835327,17.981306,0.280958,0.160200,0.441158,0.441158,0.443220,-19875,520
1.516000,-57.742826,256.290250,569.898888,-21.047607,17.829685,0.278589,0.160200,0.438789,0.438789,0.443220,-19158,554
1.518000,-57.201696,284.706250,564.558147,-20.218140,17.660236,0.275941,0.160200,0.436141,0.436141,0.436812,-18403,569
1.520000,-56.604001,312.840500,558.659140,-19.371094,17.473147,0.273018,0.160200,0.433218,0.433218,0.433608,-17632,574
1.522000,-55.950334,340.665500,552.207699,-18.508667,17.268624,0.269822,0.160200,0.430022,0.430022,0.430404,-16847,578
1.524000,-55.241339,368.153750,545.210204,-17.693481,17.046891,0.266358,0.160200,0.426558,0.426558,0.428268,-16105,583
1.526000,-54.477719,395.277750,537.673575,-16.857422,16.808191,0.262628,0.160200,0.422828,0.422828,0.433608,-15344,580
1.528000,-53.660228,422.011000,529.605264,-15.982910,16.552784,0.258637,0.160200,0.418837,0.418837,0.423996,-14548,570
1.530000,-52.789675,448.326750,521.013250,-15.023804,16.280949,0.254390,0.160200,0.414590,0.414590,0.419724,-13675,585
1.532000,-51.866921,474.199250,511.906029,-14.203125,15.992979,0.249890,0.160200,0.410090,0.410090,0.414384,-12928,580
1.534000,-50.892878,499.603000,502.292607,-13.353882,15.689187,0.245144,0.160200,0.405344,0.405344,0.409044,-12155,575
1.536000,-49.868509,524.512750,492.182489,-12.546387,15.369900,0.240155,0.160200,0.400355,0.400355,0.411180,-11420,570
1.538000,-48.794827,548.903750,481.585675,-11.692749,15.035459,0.234929,0.160200,0.395129,0.395129,0.402636,-10643,557
1.540000,-47.672894,572.751750,470.512641,-10.867676,14.686223,0.229472,0.160200,0.389672,0.389672,0.394092,-9892,561
1.542000,-46.503820,596.033500,458.974338,-10.103027,14.322562,0.223790,0.160200,0.383990,0.383990,0.388752,-9196,542
1.544000,-45.288760,618.726000,446.982176,-9.366943,13.944862,0.217888,0.160200,0.378088,0.378088,0.384480,-8526,530
1.546000,-44.028916,640.806500,434.548013,-8.692383,13.553521,0.211774,0.160200,0.371974,0.371974,0.374868,-7912,534
1.548000,-42.725534,662.253500,421.684145,-7.982666,13.148949,0.205452,0.160200,0.365652,0.365652,0.371664,-7266,522
1.550000,-41.379902,683.045750,408.403291,-7.363037,12.731567,0.198931,0.160200,0.359131,0.359131,0.367392,-6702,508
1.552000,-39.993351,703.162250,394.718586,-6.639038,12.301810,0.192216,0.160200,0.352416,0.352416,0.358848,-6043,478
1.554000,-38.567253,722.583250,380.643561,-6.022705,11.860120,0.185314,0.160200,0.345514,0.345514,0.353508,-5482,485
1.556000,-37.103018,741.290000,366.192135,-5.308594,11.406952,0.178234,0.160200,0.338434,0.338434,0.350304,-4832,472
1.558000,-35.602093,759.264000,351.378597,-4.685669,10.942767,0.170981,0.160200,0.331181,0.331181,0.341760,-4265,447
1.560000,-34.065962,776.486750,336.217596,-4.010010,10.468037,0.163563,0.160200,0.323763,0.323763,0.331080,-3650,429
1.562000,-32.496146,792.941750,320.724125,-3.482666,9.983241,0.155988,0.160200,0.316188,0.316188,0.322536,-3170,417
1.564000,-30.894195,808.613000,304.913503,-2.897095,9.488866,0.148264,0.160200,0.308464,0.308464,0.312924,-2637,421
1.566000,-29.261694,823.484250,288.801367,-2.298340,8.985406,0.140397,0.160200,0.300597,0.300597,0.308652,-2092,393
1.568000,-27.600258,837.541250,272.403647,-1.767700,8.473359,0.132396,0.160200,0.292596,0.292596,0.300108,-1609,389
1.570000,-25.911529,850.770250,255.736559,-1.221680,7.953232,0.124269,0.160200,0.284469,0.284469,0.291564,-1112,364
1.572000,-24.197177,863.157750,238.816585,-0.762451,7.425534,0.116024,0.160200,0.276224,0.276224,0.283020,-694,369
1.574000,-22.458898,874.691750,221.660456,-0.291138,6.890782,0.107668,0.160200,0.267868,0.267868,0.275544,-265,345
1.576000,-20.698410,885.360750,204.285136,0.157104,6.349495,0.099211,0.160200,0.259411,0.259411,0.268068,143,314
1.578000,-18.917455,895.154250,186.707808,0.583374,5.802196,0.090659,0.160200,0.250859,0.250859,0.262728,531,299
1.580000,-17.117793,904.063000,168.945853,0.944824,5.249412,0.082022,0.160200,0.242222,0.242222,0.253116,860,310
1.582000,-15.301203,912.077500,151.016834,1.304077,4.691673,0.073307,0.160200,0.233507,0.233507,0.239232,1187,272
1.584000,-13.469483,919.189750,132.938482,1.688599,4.129511,0.064524,0.160200,0.224724,0.224724,0.234960,1537,268
1.586000,-11.624444,925.393250,114.728673,2.072021,3.563460,0.055679,0.160200,0.215879,0.215879,0.225348,1886,224
1.588000,-9.767910,930.681750,96.405414,2.386230,2.994058,0.046782,0.160200,0.206982,0.206982,0.212532,2172,208
1.590000,-7.901717,935.050000,77.986823,2.661987,2.421842,0.037841,0.160200,0.198041,0.198041,0.205056,2423,206
1.592000,-6.027710,938.493750,59.491115,2.944336,1.847351,0.028865,0.160200,0.189065,0.189065,0.201852,2680,195
1.594000,-4.147742,941.009250,40.936579,3.197021,1.271127,0.019861,0.160200,0.180061,0.180061,0.191172,2910,179
1.596000,-2.263673,942.594000,22.341562,3.444214,0.693711,0.010839,0.160200,0.171039,0.171039,0.179424,3135,147
1.598000,-0.377366,943.247000,3.724453,3.690308,0.115644,0.001807,0.160200,0.162007,0.162007,0.175152,3359,162
1.600000,1.509315,942.967250,-14.896339,3.914429,-0.462532,-0.007227,0.160200,0.152973,0.152973,0.160200,3563,132
1.602000,3.394503,941.754750,-33.502401,4.118774,-1.040273,-0.016254,0.160200,0.143946,0.143946,0.154860,3749,119
1.604000,5.276334,939.611250,-52.075334,4.309937,-1.617039,-0.025266,0.160200,0.134934,0.134934,0.146316,3923,115
1.606000,7.152948,936.538750,-70.596771,4.458252,-2.192288,-0.034255,0.160200,0.125945,0.125945,0.134568,4058,95
1.608000,9.022489,932.539750,-89.048399,4.601074,-2.765479,-0.043211,0.160200,0.116989,0.116989,0.123888,4188,79
1.610000,10.883107,927.618750,-107.411971,4.724121,-3.336071,-0.052126,0.160200,0.108074,0.108074,0.112140,4300,70
1.612000,12.732964,921.780750,-125.669328,4.831787,-3.903527,-0.060993,0.160200,0.099207,0.099207,0.107868,4398,64
1.614000,14.570230,915.031000,-143.802416,4.935059,-4.467309,-0.069802,0.160200,0.090398,0.090398,0.102528,4492,46
1.616000,16.393088,907.376250,-161.793304,5.006470,-5.026881,-0.078545,0.160200,0.081655,0.081655,0.088644,4557,37
1.618000,18.199735,898.824500,-179.624202,5.064697,-5.581711,-0.087214,0.160200,0.072986,0.072986,0.082236,4610,33
1.620000,19.988386,889.384000,-197.277477,5.110840,-6.131268,-0.095801,0.160200,0.064399,0.064399,0.073692,4652,29
1.622000,21.757271,879.063750,-214.735673,5.144897,-6.675022,-0.104297,0.160200,0.055903,0.055903,0.065148,4683,23
1.624000,23.504641,867.874500,-231.981527,5.172363,-7.212451,-0.112695,0.160200,0.047505,0.047505,0.056604,4708,14
1.626000,25.228769,855.827000,-248.997985,5.184448,-7.743033,-0.120985,0.160200,0.039215,0.039215,0.050196,4719,5
1.628000,26.927949,842.933000,-265.768219,5.187744,-8.266249,-0.129160,0.160200,0.031040,0.031040,0.042720,4722,0
1.630000,28.600501,829.205500,-282.275647,5.186646,-8.781589,-0.137212,0.160200,0.022988,0.022988,0.033108,4721,-1
1.632000,30.244771,814.658000,-298.503945,5.185547,-9.288545,-0.145134,0.160200,0.015066,0.015066,0.024564,4720,-1
1.634000,31.859133,799.305250,-314.437066,5.184448,-9.786613,-0.152916,0.160200,0.007284,0.007284,0.016020,4719,-1
1.636000,33.441992,783.162000,-330.059253,5.183350,-10.275300,-0.160552,0.160200,-0.000352,-0.000352,0.006408,4718,-1
1.638000,34.991781,766.244000,-345.355060,5.182251,-10.754114,-0.168033,0.160200,-0.007833,-0.007833,-0.001068,4717,-1
1.640000,36.506968,748.568500,-360.309360,5.180054,-11.222573,-0.175353,0.160200,-0.015153,-0.015153,-0.009612,4715,-2
1.642000,37.986055,730.153000,-374.907367,5.175659,-11.680205,-0.182503,0.160200,-0.022303,-0.022303,-0.017088,4711,-4
1.644000,39.427580,711.015250,-389.134644,5.169067,-12.126541,-0.189477,0.160200,-0.029277,-0.029277,-0.022428,4705,-6
1.646000,40.830116,691.174250,-402.977123,5.161377,-12.561125,-0.196268,0.160200,-0.036068,-0.036068,-0.028836,4698,-8
1.648000,42.192277,670.650000,-416.421115,5.152588,-12.983509,-0.202867,0.160200,-0.042667,-0.042667,-0.037380,4690,-7
1.650000,43.512716,649.462750,-429.453327,5.143799,-13.393256,-0.209270,0.160200,-0.049070,-0.049070,-0.043788,4682,-8
1.652000,44.790128,627.633000,-442.060872,5.133911,-13.789940,-0.215468,0.160200,-0.055268,-0.055268,-0.050196,4673,-8
1.654000,46.023248,605.182500,-454.231283,5.121826,-14.173145,-0.221455,0.160200,-0.061255,-0.061255,-0.058740,4662,-11
1.656000,47.210858,582.133750,-465.952524,5.106445,-14.542468,-0.227226,0.160200,-0.067026,-0.067026,-0.057672,4648,-13
1.658000,48.351783,558.509250,-477.213005,5.089966,-14.897520,-0.232774,0.160200,-0.072574,-0.072574,-0.069420,4633,-16
1.660000,49.444895,534.332750,-488.001591,5.065796,-15.237922,-0.238093,0.160200,-0.077893,-0.077893,-0.070488,4611,-16
1.662000,50.489114,509.627750,-498.307614,5.041626,-15.563313,-0.243177,0.160200,-0.082977,-0.082977,-0.079032,4589,-24
1.664000,51.483406,484.418500,-508.120883,5.011963,-15.873343,-0.248021,0.160200,-0.087821,-0.087821,-0.083304,4562,-23
1.666000,52.426788,458.730500,-517.431693,4.982300,-16.167680,-0.252620,0.160200,-0.092420,-0.092420,-0.086508,4535,-30
1.668000,53.318328,432.588750,-526.230838,4.943848,-16.446005,-0.256969,0.160200,-0.096769,-0.096769,-0.093984,4500,-33
1.670000,54.157143,406.019250,-534.509617,4.901001,-16.708018,-0.261063,0.160200,-0.100863,-0.100863,-0.099324,4461,-40
1.672000,54.942405,379.048500,-542.259843,4.860352,-16.953433,-0.264897,0.160200,-0.104697,-0.104697,-0.102528,4424,-30
1.674000,55.673337,351.702750,-549.473852,4.814209,-17.181983,-0.268468,0.160200,-0.108268,-0.108268,-0.110004,4382,-40
1.676000,56.349216,324.009250,-556.144510,4.766968,-17.393418,-0.271772,0.160200,-0.111572,-0.111572,-0.106800,4339,-44
1.678000,56.969374,295.995250,-562.265222,4.713135,-17.587506,-0.274805,0.160200,-0.114605,-0.114605,-0.111072,4290,-48
1.680000,57.533197,267.688500,-567.829934,4.651611,-17.764034,-0.277563,0.160200,-0.117363,-0.117363,-0.118548,4234,-41
1.682000,58.040128,239.117250,-572.833145,4.590088,-17.922808,-0.280044,0.160200,-0.119844,-0.119844,-0.118548,4178,-50
1.684000,58.489666,210.309500,-577.269906,4.532959,-18.063652,-0.282245,0.160200,-0.122045,-0.122045,-0.120684,4126,-50
