t_s,q_ref_deg,qd_ref_deg_s,qdd_ref_deg_s2,q_link_deg,qd_link_deg_s,pos_error_deg,vel_error_deg_s,tau_joint_ff_Nm,tau_pd_joint_Nm,tau_joint_total_Nm,tau_dead_motor_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_vel_native
0.672000,-54.556518,-392.582500,538.451290,-3.262939,-63.171387,-51.293579,-329.411113,-0.489112,-1.182707,-1.671819,-0.160200,-0.181098,-0.178356,-2970,-75
0.674000,-55.314709,-365.420750,545.934333,-3.399170,-68.115234,-51.915539,-297.305516,-0.492826,-1.165545,-1.658371,-0.160200,-0.180930,-0.178356,-3094,-99
0.676000,-56.018201,-337.897750,552.877525,-3.513428,-57.128906,-52.504773,-280.768844,-0.496165,-1.161398,-1.657563,-0.160200,-0.180920,-0.178356,-3198,-87
0.678000,-56.666300,-310.040500,559.274000,-3.638672,-62.622070,-53.027628,-247.418430,-0.499149,-1.141420,-1.640569,-0.160200,-0.180707,-0.181560,-3312,-88
0.680000,-57.258363,-281.876750,565.117435,-3.751831,-56.579590,-53.506532,-225.297160,-0.501798,-1.130474,-1.632272,-0.160200,-0.180603,-0.179424,-3415,-94
0.682000,-57.793807,-253.434250,570.402050,-3.880371,-64.270020,-53.913436,-189.164230,-0.504130,-1.106044,-1.610174,-0.160200,-0.180327,-0.177288,-3532,-82
0.684000,-58.272100,-224.741000,575.122619,-4.016602,-68.115234,-54.255498,-156.625766,-0.506161,-1.083619,-1.589780,-0.160200,-0.180072,-0.182628,-3656,-93
0.686000,-58.692771,-195.825750,579.274475,-4.142944,-63.171387,-54.549827,-132.654363,-0.507907,-1.067837,-1.575744,-0.160200,-0.179897,-0.180492,-3771,-100
0.688000,-59.055403,-166.716750,582.853512,-4.264893,-60.974121,-54.790510,-105.742629,-0.509381,-1.048553,-1.557934,-0.160200,-0.179674,-0.175152,-3882,-99
0.690000,-59.359638,-137.443000,585.856191,-4.371460,-53.283691,-54.988178,-84.159309,-0.510596,-1.033168,-1.543764,-0.160200,-0.179497,-0.180492,-3979,-95
0.692000,-59.605175,-108.033250,588.279543,-4.480225,-54.382324,-55.124950,-53.650926,-0.511562,-1.008931,-1.520493,-0.160200,-0.179206,-0.178356,-4078,-87
0.694000,-59.791771,-78.516750,590.121171,-4.588989,-54.382324,-55.202782,-24.134426,-0.512287,-0.984532,-1.496818,-0.160200,-0.178910,-0.183696,-4177,-81
0.696000,-59.919242,-48.922500,591.379254,-4.703247,-57.128906,-55.215995,8.206406,-0.512778,-0.956539,-1.469317,-0.160200,-0.178566,-0.179424,-4281,-107
0.698000,-59.987461,-19.279750,592.052549,-4.820801,-58.776855,-55.166660,39.497105,-0.513039,-0.928372,-1.441411,-0.160200,-0.178218,-0.177288,-4388,-82
0.700000,-59.996361,10.382000,592.140388,-4.929565,-54.382324,-55.066796,64.764324,-0.513073,-0.904579,-1.417653,0.160200,0.142479,-0.177288,-4487,-98
0.702000,-59.945933,40.033500,591.642687,-5.035034,-52.734375,-54.910899,92.767875,-0.512880,-0.877421,-1.390301,0.160200,0.142821,0.142044,-4583,-26
0.704000,-59.836227,69.645250,590.559936,-5.040527,-2.746582,-54.795700,72.391832,-0.512459,-0.893192,-1.405650,0.160200,0.142629,0.142044,-4588,44
0.706000,-59.667352,99.188000,588.893206,-4.968018,36.254883,-54.699334,62.933117,-0.511804,-0.899764,-1.411568,0.160200,0.142555,0.143112,-4522,62
0.708000,-59.439475,128.633000,586.644146,-4.873535,47.241211,-54.565940,81.391789,-0.510911,-0.881328,-1.392239,0.160200,0.142797,0.140976,-4436,68
0.710000,-59.152820,157.950750,583.814980,-4.774658,49.438477,-54.378162,108.512273,-0.509772,-0.854383,-1.364155,0.160200,0.143148,0.144180,-4346,76
0.712000,-58.807672,187.112000,580.408504,-4.672485,51.086426,-54.135187,136.025574,-0.508377,-0.826133,-1.334510,0.160200,0.143519,0.140976,-4253,63
0.714000,-58.404372,216.088500,576.428088,-4.591187,40.649414,-53.813185,175.439086,-0.506714,-0.786118,-1.292832,0.160200,0.144040,0.142044,-4179,74
0.716000,-57.943318,244.851250,571.877668,-4.513184,39.001465,-53.430134,205.849785,-0.504770,-0.752894,-1.257664,0.160200,0.144479,0.143112,-4108,57
0.718000,-57.424967,273.372000,566.761744,-4.425293,43.945312,-52.999674,229.426688,-0.502530,-0.724806,-1.227337,0.160200,0.144858,0.144180,-4028,56
0.720000,-56.849830,301.622500,561.085374,-4.343994,40.649414,-52.505836,260.973086,-0.499978,-0.688658,-1.188636,0.160200,0.145342,0.147384,-3954,59
0.722000,-56.218477,329.574500,554.854171,-4.258301,42.846680,-51.960176,286.727820,-0.497096,-0.656659,-1.153755,0.160200,0.145778,0.146316,-3876,73
0.724000,-55.531532,357.200500,548.074297,-4.173706,42.297363,-51.357826,314.903137,-0.493866,-0.621558,-1.115424,0.160200,0.146257,0.143112,-3799,63
0.726000,-54.789675,384.473250,540.752457,-4.089111,42.297363,-50.700564,342.175887,-0.490266,-0.586287,-1.076553,0.160200,0.146743,0.147384,-3722,56
0.728000,-53.993639,411.366250,532.895891,-4.006714,41.198730,-49.986925,370.167520,-0.486278,-0.549404,-1.035682,0.160200,0.147254,0.147384,-3647,73
0.730000,-53.144210,437.852250,524.512368,-3.929810,38.452148,-49.214400,399.400102,-0.481879,-0.510411,-0.992290,0.160200,0.147796,0.145248,-3577,57
0.732000,-52.242230,463.905250,515.610177,-3.855103,37.353516,-48.387127,426.551734,-0.477049,-0.472278,-0.949327,0.160200,0.148333,0.146316,-3509,60
0.734000,-51.288589,489.499500,506.198122,-3.784790,35.156250,-47.503799,454.343250,-0.471765,-0.432608,-0.904374,0.160200,0.148895,0.147384,-3445,61
0.736000,-50.284232,514.609750,496.285511,-3.705688,39.550781,-46.578544,475.058969,-0.466007,-0.398382,-0.864389,0.160200,0.149395,0.144180,-3373,51
0.738000,-49.230150,539.211000,485.882144,-3.615601,45.043945,-45.614549,494.167055,-0.459753,-0.364882,-0.824635,0.160200,0.149892,0.149520,-3291,58
0.740000,-48.127388,563.279000,474.998310,-3.529907,42.846680,-44.597481,520.432320,-0.452983,-0.324210,-0.777193,0.160200,0.150485,0.152724,-3213,58
0.742000,-46.977034,586.790500,463.644772,-3.444214,42.846680,-43.532820,543.943820,-0.445677,-0.285111,-0.730787,0.160200,0.151065,0.149520,-3135,51
0.744000,-45.780226,609.721250,451.832755,-3.359619,42.297363,-42.420607,567.423887,-0.437817,-0.245209,-0.683025,0.160200,0.151662,0.153792,-3058,61
0.746000,-44.538149,632.049000,439.573941,-3.275024,42.297363,-41.263125,589.751637,-0.429385,-0.205522,-0.634907,0.160200,0.152264,0.146316,-2981,66
0.748000,-43.252030,653.752250,426.880452,-3.192627,41.198730,-40.059403,612.553520,-0.420367,-0.164615,-0.584981,0.160200,0.152888,0.152724,-2906,55
0.750000,-41.923140,674.808750,413.764839,-3.110229,41.198730,-38.812911,633.610020,-0.410748,-0.124484,-0.535232,0.160200,0.153510,0.150588,-2831,59
0.752000,-40.552795,695.197750,400.240073,-3.030029,40.100098,-37.522766,655.097652,-0.400517,-0.083215,-0.483732,0.160200,0.154153,0.151656,-2758,66
0.754000,-39.142349,714.899500,386.319527,-2.943237,43.395996,-36.199112,671.503504,-0.389665,-0.045796,-0.435461,0.160200,0.154757,0.153792,-2679,56
0.756000,-37.693197,733.894500,372.016967,-2.857544,42.846680,-34.835653,691.047820,-0.378185,-0.004944,-0.383129,0.160200,0.155411,0.154860,-2601,58
0.758000,-36.206771,752.163500,357.346536,-2.768555,44.494629,-33.438216,707.668871,-0.366073,0.033951,-0.332122,0.160200,0.156048,0.155928,-2520,58
0.760000,-34.684543,769.688750,342.322740,-2.678467,45.043945,-32.006076,724.644805,-0.353327,0.073760,-0.279567,0.160200,0.156705,0.158064,-2438,78
0.762000,-33.128016,786.453000,326.960436,-2.587280,45.593262,-30.540736,740.859738,-0.339951,0.113486,-0.226465,0.160200,0.157369,0.158064,-2355,66
0.764000,-31.538731,802.439500,311.274816,-2.494995,46.142578,-29.043736,756.296922,-0.325948,0.153085,-0.172863,0.160200,0.158039,0.154860,-2271,60
0.766000,-29.918258,817.632750,295.281390,-2.404907,45.043945,-27.513351,772.588805,-0.311327,0.194012,-0.117314,0.160200,0.158734,0.158064,-2189,54
0.768000,-28.268200,832.017250,278.995973,-2.315918,44.494629,-25.952282,787.522621,-0.296099,0.234290,-0.061809,0.160200,0.159427,0.160200,-2108,62
0.770000,-26.590189,845.578750,262.434670,-2.215942,49.987793,-24.374247,795.590957,-0.280279,0.268873,-0.011406,0.160200,0.160057,0.159132,-2017,57
0.772000,-24.885885,858.304250,245.613856,-2.115967,49.987793,-22.769918,808.316457,-0.263886,0.307979,0.044093,0.160200,0.160751,0.161268,-1926,73
0.774000,-23.156972,870.181250,228.550165,-2.013794,51.086426,-21.143178,819.094824,-0.246941,0.345777,0.098836,0.160200,0.161435,0.159132,-1833,85
0.776000,-21.405160,881.197750,211.260472,-1.908325,52.734375,-19.496835,828.463375,-0.229469,0.382687,0.153217,0.160200,0.162115,0.160200,-1737,88
0.778000,-19.632181,891.342750,193.761872,-1.800659,53.833008,-17.831522,837.509742,-0.211498,0.419646,0.208148,0.160200,0.162802,0.163404,-1639,79
0.780000,-17.839789,900.606250,176.071670,-1.692993,53.833008,-16.146796,846.773242,-0.193059,0.457134,0.264075,0.160200,0.163501,0.165540,-1541,83
0.782000,-16.029756,908.979500,158.207358,-1.588623,52.185059,-14.441133,856.794441,-0.174187,0.495649,0.321462,0.160200,0.164218,0.164472,-1446,83
0.784000,-14.203871,916.453500,140.186602,-1.476562,56.030273,-12.727308,860.423227,-0.154918,0.528727,0.373809,0.160200,0.164873,0.161268,-1344,69
0.786000,-12.363942,923.021250,122.027222,-1.373291,51.635742,-10.990651,871.385508,-0.135292,0.568604,0.433312,0.160200,0.165616,0.165540,-1250,63
0.788000,-10.511786,928.676750,103.747174,-1.272217,50.537109,-9.239569,878.139641,-0.115351,0.605060,0.489710,0.160200,0.166321,0.160200,-1158,74
0.790000,-8.649235,933.413500,85.364535,-1.159058,56.579590,-7.490177,876.833910,-0.095138,0.634454,0.539316,0.160200,0.166941,0.168744,-1055,77
0.792000,-6.778132,937.227250,66.897484,-1.063477,47.790527,-5.714655,889.436723,-0.074700,0.676440,0.601740,0.160200,0.167722,0.162336,-968,90
0.794000,-4.900326,940.114500,48.364280,-0.961304,51.086426,-3.939022,889.028074,-0.054084,0.707074,0.652990,0.160200,0.168362,0.170880,-875,86
0.796000,-3.017674,942.072000,29.783250,-0.847046,57.128906,-2.170628,884.943094,-0.033339,0.734374,0.701035,0.160200,0.168963,0.164472,-771,71
0.798000,-1.132038,943.097750,11.172770,-0.739380,53.833008,-0.392658,889.264742,-0.012513,0.769177,0.756664,0.160200,0.169658,0.169812,-673,80
0.800000,0.754717,943.191000,-7.448759,-0.639404,49.987793,1.394121,893.203207,0.008343,0.803799,0.812142,0.160200,0.170352,0.166608,-582,85
0.802000,2.640726,942.351500,-26.062922,-0.533936,52.734375,3.174662,889.617125,0.029178,0.831746,0.860924,0.160200,0.170962,0.170880,-486,82
0.804000,4.524123,940.580250,-44.651312,-0.414185,59.875488,4.938308,880.704762,0.049944,0.854750,0.904693,0.160200,0.171509,0.168744,-377,90
0.806000,6.403047,937.879250,-63.195549,-0.295532,59.326172,6.698579,878.553078,0.070590,0.883594,0.954184,0.160200,0.172127,0.173016,-269,81
0.808000,8.275640,934.250250,-81.677295,-0.195557,49.987793,8.471197,884.262457,0.091067,0.919515,1.010582,0.160200,0.172832,0.169812,-178,81
0.810000,10.140048,929.697500,-100.078273,-0.093384,51.086426,10.233432,878.611074,0.111328,0.945340,1.056668,0.160200,0.173408,0.173016,-85,73
0.812000,11.994430,924.225750,-118.380289,0.016479,54.931641,11.977951,869.294109,0.131327,0.967657,1.098984,0.160200,0.173937,0.170880,15,71
0.814000,13.836951,917.839750,-136.565243,0.127441,55.480957,13.709510,862.358793,0.151020,0.991826,1.142846,0.160200,0.174486,0.178356,116,70
0.816000,15.665789,910.546250,-154.615154,0.237305,54.931641,15.428484,855.614609,0.170364,1.015942,1.186306,0.160200,0.175029,0.174084,216,88
0.818000,17.479136,902.352500,-172.512173,0.342773,52.734375,17.136363,849.618125,0.189318,1.040518,1.229836,0.160200,0.175573,0.168744,312,92
0.820000,19.275199,893.266250,-190.238603,0.452637,54.931641,18.822562,838.334609,0.207847,1.060101,1.267947,0.160200,0.176049,0.177288,412,95
0.822000,21.052201,883.296750,-207.776914,0.569092,58.227539,20.483109,825.069211,0.225914,1.077506,1.303420,0.160200,0.176493,0.182628,518,89
0.824000,22.808386,872.453750,-225.109763,0.673462,52.185059,22.134924,820.268691,0.243488,1.102147,1.345635,0.160200,0.177020,0.176220,613,90
0.826000,24.542016,860.748000,-242.220011,0.791016,58.776855,23.751000,801.971145,0.260541,1.114385,1.374926,0.160200,0.177387,0.175152,720,74
0.828000,26.251378,848.191500,-259.090739,0.895386,52.185059,25.355992,796.006441,0.277046,1.137192,1.414238,0.160200,0.177878,0.177288,815,76
0.830000,27.934782,834.795750,-275.705263,1.001953,53.283691,26.932829,781.512059,0.292982,1.152064,1.445046,0.160200,0.178263,0.158064,912,78
0.832000,29.590561,820.574500,-292.047155,1.119507,58.776855,28.471054,761.797645,0.308329,1.161707,1.470037,0.160200,0.178575,0.174084,1019,103
0.834000,31.217080,805.542250,-308.100254,1.223877,52.185059,29.993203,753.357191,0.323073,1.180908,1.503981,0.160200,0.179000,0.175152,1114,103
0.836000,32.812730,789.713000,-323.848686,1.334839,55.480957,31.477891,734.232043,0.337200,1.190131,1.527331,0.160200,0.179292,0.180492,1215,91
0.838000,34.375932,773.103000,-339.276878,1.461182,63.171387,32.914750,709.931613,0.350703,1.194003,1.544706,0.160200,0.179509,0.179424,1330,89
0.840000,35.905142,755.728750,-354.369575,1.585327,62.072754,34.319815,693.655996,0.363574,1.204323,1.567897,0.160200,0.179799,0.174084,1443,92
0.842000,37.398847,737.607000,-369.111851,1.714966,64.819336,35.683881,672.787664,0.375813,1.209919,1.585732,0.160200,0.180022,0.176220,1561,82
0.844000,38.855570,718.755750,-383.489129,1.845703,65.368652,37.009867,653.387098,0.387419,1.216132,1.603551,0.160200,0.180244,0.181560,1680,87
0.846000,40.273870,699.193750,-397.487191,1.972046,63.171387,38.301824,636.022363,0.398396,1.223527,1.621924,0.160200,0.180474,0.183696,1795,91
0.848000,41.652345,678.940500,-411.092196,2.090698,59.326172,39.561647,619.614328,0.408751,1.231196,1.639947,0.160200,0.180699,0.181560,1903,73
0.850000,42.989632,658.015750,-424.290690,2.192871,51.086426,40.796761,606.929324,0.418491,1.241684,1.660175,0.160200,0.180952,0.177288,1996,82
0.852000,44.284408,636.440500,-437.069622,2.295044,51.086426,41.989364,585.354074,0.427629,1.243670,1.671299,0.160200,0.181091,0.179424,2089,98
0.854000,45.535394,614.235750,-449.416355,2.409302,57.128906,43.126092,557.106844,0.436177,1.238860,1.675036,0.160200,0.181138,0.179424,2193,81
0.856000,46.741351,591.423500,-461.318679,2.519165,54.931641,44.222186,536.491859,0.444150,1.240000,1.684150,0.160200,0.181252,0.182628,2293,100
0.858000,47.901088,568.026750,-472.764826,2.645508,63.171387,45.255580,504.855363,0.451565,1.230428,1.681993,0.160200,0.181225,0.181560,2408,92
0.860000,49.013458,544.068250,-483.743477,2.769653,62.072754,46.243805,481.995496,0.458441,1.227727,1.686168,0.160200,0.181277,0.175152,2521,80
0.862000,50.077361,519.571500,-494.243776,2.891602,60.974121,47.185759,458.597379,0.464797,1.223749,1.688545,0.160200,0.181307,0.182628,2632,72
0.864000,51.091744,494.561000,-504.255338,3.013550,60.974121,48.078194,433.586879,0.470652,1.217499,1.688151,0.160200,0.181302,0.177288,2743,105
0.866000,52.055605,469.061500,-513.768265,3.143188,64.819336,48.912417,404.242164,0.476029,1.206451,1.682480,0.160200,0.181231,0.182628,2861,97
0.868000,52.967990,443.098250,-522.773149,3.254150,55.480957,49.713840,387.617293,0.480948,1.205930,1.686879,0.160200,0.181286,0.177288,2962,80
0.870000,53.827998,416.697000,-531.261085,3.364014,54.931641,50.463984,361.765359,0.485432,1.196463,1.681894,0.160200,0.181224,0.183696,3062,88
0.872000,54.634778,389.883250,-539.223681,3.472778,54.382324,51.162000,335.500926,0.489501,1.185725,1.675226,0.160200,0.181140,0.177288,3161,103
0.874000,55.387531,362.684250,-546.653063,3.583740,55.480957,51.803791,307.203293,0.493176,1.172232,1.665408,0.160200,0.181018,0.185832,3262,94
0.876000,56.085515,335.126750,-553.541883,3.694702,55.480957,52.390813,279.645793,0.496479,1.158429,1.654908,0.160200,0.180886,0.181560,3363,80
0.878000,56.728038,307.237500,-559.883330,3.818848,62.072754,52.909190,245.164746,0.499429,1.137386,1.636815,0.160200,0.180660,0.183696,3476,81
0.880000,57.314465,279.044500,-565.671134,3.927612,54.382324,53.386853,224.662176,0.502046,1.127831,1.629877,0.160200,0.180573,0.178356,3575,105
0.882000,57.844216,250.575750,-570.899570,4.036377,54.382324,53.807839,196.193426,0.504346,1.110335,1.614681,0.160200,0.180384,0.183696,3674,96
0.884000,58.316768,221.859250,-575.563469,4.145142,54.382324,54.171626,167.476926,0.506348,1.091624,1.597973,0.160200,0.180175,0.183696,3773,91
0.886000,58.731653,192.923000,-579.658219,4.265991,60.424805,54.465662,132.498195,0.508066,1.066232,1.574298,0.160200,0.179879,0.181560,3883,76
0.888000,59.088460,163.796250,-583.179770,4.396729,65.368652,54.691731,98.427598,0.509514,1.040445,1.549959,0.160200,0.179574,0.181560,4002,97
0.890000,59.386838,134.507750,-586.124640,4.523071,63.171387,54.863767,71.336363,0.510704,1.019806,1.530510,0.160200,0.179331,0.177288,4117,95
0.892000,59.626491,105.085750,-588.489918,4.657104,67.016602,54.969387,38.069148,0.511645,0.992618,1.504263,0.160200,0.179003,0.178356,4239,97
0.894000,59.807181,75.560000,-590.273264,4.787842,65.368652,55.019339,10.191348,0.512346,0.969162,1.481509,0.160200,0.178719,0.182628,4358,95
0.896000,59.928731,45.960000,-591.472915,4.902100,57.128906,55.026631,-11.168906,0.512814,0.950649,1.463464,0.160200,0.178493,0.181560,4462,78
0.898000,59.991021,16.314000,-592.087684,5.033936,65.917969,54.957085,-49.603969,0.513053,0.915894,1.428947,0.160200,0.178062,0.177288,4582,99
0.900000,59.993987,-13.348000,-592.116964,5.156982,61.523438,54.837005,-74.871438,0.513064,0.891749,1.404813,-0.160200,-0.142640,0.177288,4694,94
0.902000,59.937629,-42.996750,-591.560726,5.274536,58.776855,54.663093,-101.773605,0.512848,0.865237,1.378085,-0.160200,-0.142974,-0.140976,4801,28
0.904000,59.822000,-72.603250,-590.419519,5.282227,3.845215,54.539773,-76.448465,0.512404,0.885185,1.397588,-0.160200,-0.142730,-0.145248,4808,-46
0.906000,59.647216,-102.137500,-588.694473,5.208618,-36.804199,54.438598,-65.333301,0.511726,0.893119,1.404844,-0.160200,-0.142639,-0.144180,4741,-76
0.908000,59.413450,-131.570750,-586.387293,5.121826,-43.395996,54.291624,-88.174754,0.510809,0.870621,1.381429,-0.160200,-0.142932,-0.136704,4662,-85
0.910000,59.120933,-160.874250,-583.500260,5.005371,-58.227539,54.115562,-102.646711,0.509644,0.854919,1.364563,-0.160200,-0.143143,-0.140976,4556,-85
0.912000,58.769953,-190.018750,-580.036229,4.907593,-48.889160,53.862360,-141.129590,0.508223,0.816917,1.325140,-0.160200,-0.143636,-0.146316,4467,-81
0.914000,58.360858,-218.975000,-575.998627,4.815308,-46.142578,53.545550,-172.832422,0.506533,0.783721,1.290254,-0.160200,-0.144072,-0.144180,4383,-62
0.916000,57.894053,-247.714750,-571.391445,4.732910,-41.198730,53.161143,-206.516020,0.504560,0.747618,1.252178,-0.160200,-0.144548,-0.140976,4308,-54
0.918000,57.369999,-276.209500,-566.219239,4.658203,-37.353516,52.711796,-238.855984,0.502290,0.711553,1.213843,-0.160200,-0.145027,-0.146316,4240,-74
0.920000,56.789215,-304.431250,-560.487123,4.569214,-44.494629,52.220001,-259.936621,0.499705,0.684573,1.184279,-0.160200,-0.145397,-0.142044,4159,-61
0.922000,56.152274,-332.352250,-554.200767,4.485718,-41.748047,51.666556,-290.604203,0.496789,0.648152,1.144941,-0.160200,-0.145888,-0.146316,4083,-67
0.924000,55.459806,-359.944250,-547.366387,4.403320,-41.198730,51.056486,-318.745520,0.493523,0.612946,1.106469,-0.160200,-0.146369,-0.143112,4008,-62
0.926000,54.712497,-387.180250,-539.990739,4.319824,-41.748047,50.392673,-345.432203,0.489885,0.578072,1.067957,-0.160200,-0.146851,-0.150588,3932,-64
0.928000,53.911085,-414.033500,-532.081119,4.239624,-40.100098,49.671461,-373.933402,0.485857,0.540612,1.026469,-0.160200,-0.147369,-0.147384,3859,-66
0.930000,53.056363,-440.477500,-523.645347,4.163818,-37.902832,48.892545,-402.574668,0.481416,0.502023,0.983439,-0.160200,-0.147907,-0.146316,3790,-70
0.932000,52.149175,-466.485750,-514.691766,4.082520,-40.649414,48.066655,-425.836336,0.476541,0.467309,0.943850,-0.160200,-0.148402,-0.150588,3716,-73
0.934000,51.190420,-492.032750,-505.229228,3.993530,-44.494629,47.196890,-447.538121,0.471211,0.433190,0.904402,-0.160200,-0.148895,-0.148452,3635,-70
0.936000,50.181044,-517.093250,-495.267092,3.902344,-45.593262,46.278700,-471.499988,0.465404,0.396254,0.861659,-0.160200,-0.149429,-0.147384,3552,-63
0.938000,49.122047,-541.642250,-484.815208,3.806763,-47.790527,45.315284,-493.851723,0.459100,0.359934,0.819034,-0.160200,-0.149962,-0.147384,3465,-60
0.940000,48.014475,-565.655750,-473.883912,3.721069,-42.846680,44.293406,-522.809070,0.452277,0.316829,0.769105,-0.160200,-0.150586,-0.148452,3387,-52
0.942000,46.859424,-589.109750,-462.484012,3.638672,-41.198730,43.220752,-547.911020,0.444916,0.276202,0.721118,-0.160200,-0.151186,-0.150588,3312,-61
0.944000,45.658036,-611.981500,-450.626783,3.556274,-41.198730,42.101762,-570.782770,0.436999,0.236712,0.673712,-0.160200,-0.151779,-0.150588,3237,-73
0.946000,44.411498,-634.248000,-438.323949,3.471680,-42.297363,40.939818,-591.950637,0.428510,0.197960,0.626470,-0.160200,-0.152369,-0.153792,3160,-54
0.948000,43.121044,-655.887250,-425.587675,3.388184,-41.748047,39.732860,-614.139203,0.419432,0.157532,0.576964,-0.160200,-0.152988,-0.152724,3084,-70
0.950000,41.787949,-676.878000,-412.430557,3.310181,-39.001465,38.477768,-637.876535,0.409752,0.114911,0.524664,-0.160200,-0.153642,-0.150588,3013,-59
0.952000,40.413532,-697.199250,-398.865605,3.227783,-41.198730,37.185749,-656.000520,0.399460,0.076545,0.476005,-0.160200,-0.154250,-0.152724,2938,-55
0.954000,38.999152,-716.831250,-384.906231,3.143188,-42.297363,35.855964,-674.533887,0.388545,0.037163,0.425708,-0.160200,-0.154879,-0.155928,2861,-64
0.956000,37.546207,-735.754250,-370.566241,3.054199,-44.494629,34.492008,-691.259621,0.377002,-0.001239,0.375763,-0.160200,-0.155503,-0.156996,2780,-65
0.958000,36.056135,-753.949750,-355.859815,2.966309,-43.945312,33.089826,-710.004438,0.364827,-0.042069,0.322757,-0.160200,-0.156166,-0.153792,2700,-66
0.960000,34.530408,-771.399750,-340.801494,2.879517,-43.395996,31.650891,-728.003754,0.352018,-0.082891,0.269127,-0.160200,-0.156836,-0.156996,2621,-56
0.962000,32.970536,-788.087000,-325.406170,2.789429,-45.043945,30.181107,-743.043055,0.338579,-0.121668,0.216911,-0.160200,-0.157489,-0.154860,2539,-63
0.964000,31.378060,-803.994750,-309.689066,2.710327,-39.550781,28.667733,-764.443969,0.324513,-0.166757,0.157757,-0.160200,-0.158228,-0.163404,2467,-65
0.966000,29.754557,-819.107500,-293.665724,2.619141,-45.593262,27.135416,-773.514238,0.309831,-0.201416,0.108415,-0.160200,-0.158845,-0.158064,2384,-66
0.968000,28.101630,-833.410500,-277.351990,2.516968,-51.086426,25.584662,-782.324074,0.294543,-0.236170,0.058373,-0.160200,-0.159470,-0.159132,2291,-75
0.970000,26.420915,-846.889250,-260.763994,2.430176,-43.395996,23.990739,-803.493254,0.278666,-0.282463,-0.003797,-0.160200,-0.160247,-0.156996,2212,-80
0.972000,24.714073,-859.530750,-243.918140,2.332397,-48.889160,22.381676,-810.641590,0.262216,-0.316784,-0.054568,-0.160200,-0.160882,-0.162336,2123,-59
0.974000,22.982792,-871.322000,-226.831086,2.248901,-41.748047,20.733891,-829.573953,0.245217,-0.362065,-0.116848,-0.160200,-0.161661,-0.163404,2047,-71
0.976000,21.228785,-882.251500,-209.519729,2.158813,-45.043945,19.069972,-837.207555,0.227694,-0.397768,-0.170074,-0.160200,-0.162326,-0.161268,1965,-71
0.978000,19.453786,-892.308750,-192.001187,2.072021,-43.395996,17.381765,-848.912754,0.209675,-0.437447,-0.227772,-0.160200,-0.163047,-0.164472,1886,-74
0.980000,17.659550,-901.483750,-174.292784,1.983032,-44.494629,15.676518,-856.989121,0.191191,-0.474257,-0.283066,-0.160200,-0.163738,-0.162336,1805,-65
0.982000,15.847851,-909.767250,-156.412030,1.890747,-46.142578,13.957104,-863.624672,0.172277,-0.510057,-0.337780,-0.160200,-0.164422,-0.159132,1721,-71
0.984000,14.020481,-917.151250,-138.376607,1.799561,-45.593262,12.220920,-871.557988,0.152971,-0.547283,-0.394312,-0.160200,-0.165129,-0.162336,1638,-92
0.986000,12.179246,-923.628250,-120.204350,1.705078,-47.241211,10.474168,-876.387039,0.133311,-0.581983,-0.448672,-0.160200,-0.165808,-0.168744,1552,-69
0.988000,10.325968,-929.191750,-101.913228,1.606201,-49.438477,8.719767,-879.753273,0.113341,-0.615541,-0.502200,-0.160200,-0.166478,-0.164472,1462,-83
0.990000,8.462479,-933.836500,-83.521328,1.496338,-54.931641,6.966141,-878.904859,0.093104,-0.645407,-0.552303,-0.160200,-0.167104,-0.164472,1362,-84
0.992000,6.590622,-937.557750,-65.046838,1.402954,-46.691895,5.187668,-890.865855,0.072646,-0.686885,-0.614239,-0.160200,-0.167878,-0.167676,1277,-71
0.994000,4.712248,-940.352000,-46.508026,1.302979,-49.987793,3.409269,-890.364207,0.052015,-0.717486,-0.665472,-0.160200,-0.168518,-0.165540,1186,-74
0.996000,2.829214,-942.216500,-27.923224,1.194214,-54.382324,1.635000,-887.834176,0.031259,-0.746245,-0.714986,-0.160200,-0.169137,-0.168744,1087,-77
0.998000,0.943382,-943.149000,-9.310810,1.095337,-49.438477,-0.151955,-893.710523,0.010428,-0.782562,-0.772134,-0.160200,-0.169852,-0.164472,997,-80
1.000000,-0.943382,-943.149000,9.310810,0.995361,-49.987793,-1.938743,-893.161207,-0.010428,-0.813268,-0.823696,-0.160200,-0.170496,-0.168744,906,-77
1.002000,-2.829214,-942.216500,27.923224,0.901978,-46.691895,-3.731192,-895.524605,-0.031259,-0.846614,-0.877873,-0.160200,-0.171173,-0.169812,821,-84
1.004000,-4.712248,-940.352000,46.508026,0.799805,-51.086426,-5.512053,-889.265574,-0.052015,-0.872234,-0.924249,-0.160200,-0.171753,-0.167676,728,-88
1.006000,-6.590622,-937.557750,65.046838,0.699829,-49.987793,-7.290451,-887.569957,-0.072646,-0.901793,-0.974439,-0.160200,-0.172380,-0.170880,637,-63
1.008000,-8.462479,-933.836500,83.521328,0.593262,-53.283691,-9.055741,-880.552809,-0.093104,-0.926480,-1.019583,-0.160200,-0.172945,-0.173016,540,-68
1.010000,-10.325968,-929.191750,101.913228,0.487793,-52.734375,-10.813761,-876.457375,-0.113341,-0.953589,-1.066930,-0.160200,-0.173537,-0.175152,444,-71
