t_s,q_ref_deg,qd_ref_deg_s,qdd_ref_deg_s2,q_link_deg,qd_link_deg_s,pos_error_deg,vel_error_deg_s,tau_joint_ff_Nm,tau_pd_joint_Nm,tau_joint_total_Nm,tau_dead_motor_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_vel_native
0.000000,0.000000,943.265500,0.000000,0.000000,0.000000,0.000000,943.265500,0.000000,0.823154,0.823154,0.160200,0.170489,-0.001068,0,0
0.002000,1.886531,942.799250,0.000000,0.001099,0.549316,1.885432,942.249934,0.027289,0.855175,0.882464,0.160200,0.171231,0.173016,1,16
0.004000,3.771197,941.400750,-37.220226,0.032959,15.930176,3.738238,925.470574,0.041649,0.872870,0.914519,0.160200,0.171631,0.174084,30,36
0.006000,5.652134,939.071000,-55.784328,0.083496,25.268555,5.568638,913.802445,0.062349,0.894634,0.956983,0.160200,0.172162,0.171948,76,45
0.008000,7.527481,935.812750,-74.293267,0.146118,31.311035,7.381363,904.501715,0.082899,0.918156,1.001055,0.160200,0.172713,0.170880,133,59
0.010000,9.395385,931.629250,-92.728741,0.225220,39.550781,9.170165,892.078469,0.103253,0.938535,1.041788,0.160200,0.173222,0.176220,205,64
0.012000,11.253998,926.524500,-111.072519,0.314209,44.494629,10.939789,882.029871,0.123362,0.960652,1.084014,0.160200,0.173750,0.176220,286,80
0.014000,13.101483,920.503500,-129.306462,0.405396,45.593262,12.696087,874.910238,0.143183,0.985092,1.128274,0.160200,0.174303,0.170880,369,77
0.016000,14.936012,913.572250,-147.412541,0.499878,47.241211,14.436134,866.331039,0.162671,1.007975,1.170645,0.160200,0.174833,0.174084,455,81
0.018000,16.755772,905.737500,-165.372849,0.616333,58.227539,16.139439,847.509961,0.181786,1.021278,1.203064,0.160200,0.175238,0.179424,561,67
0.020000,18.558962,897.007250,-183.169628,0.715210,49.438477,17.843752,847.568773,0.200489,1.051076,1.251564,0.160200,0.175845,0.178356,651,82
0.022000,20.343801,887.390000,-200.785278,0.821777,53.283691,19.522024,834.106309,0.218745,1.068619,1.287363,0.160200,0.176292,0.173016,748,84
0.024000,22.108522,876.895000,-218.202380,0.938232,58.227539,21.170290,818.667461,0.236520,1.083913,1.320433,0.160200,0.176705,0.174084,854,92
0.026000,23.851381,865.533250,-235.403712,1.054688,58.227539,22.796693,807.305711,0.253784,1.102384,1.356169,0.160200,0.177152,0.176220,960,71
0.028000,25.570655,853.315500,-252.372264,1.170044,57.678223,24.400611,795.637277,0.270511,1.120196,1.390707,0.160200,0.177584,0.171948,1065,82
0.030000,27.264643,840.253750,-269.091255,1.291992,60.974121,25.972651,779.279629,0.286677,1.133358,1.420035,0.160200,0.177950,0.175152,1176,84
0.032000,28.931670,826.361000,-285.544154,1.406250,57.128906,27.525420,769.232094,0.302262,1.151691,1.453953,0.160200,0.178374,0.178356,1280,85
0.034000,30.570087,811.651500,-301.714692,1.526001,59.875488,29.044086,751.776012,0.317249,1.162963,1.480212,0.160200,0.178703,0.179424,1389,77
0.036000,32.178276,796.139500,-317.586877,1.628174,51.086426,30.550102,745.053074,0.331624,1.183381,1.515005,0.160200,0.179138,0.177288,1482,88
0.038000,33.754645,779.839750,-333.145014,1.745728,58.776855,32.008917,721.062895,0.345377,1.187907,1.533284,0.160200,0.179366,0.178356,1589,87
0.040000,35.297635,762.769000,-348.373719,1.848999,51.635742,33.448636,711.133258,0.358502,1.204370,1.562871,0.160200,0.179736,0.178356,1683,78
0.042000,36.805721,744.944000,-363.257932,1.946777,48.889160,34.858944,696.054840,0.370994,1.215826,1.586819,0.160200,0.180035,0.180492,1772,69
0.044000,38.277411,726.382500,-377.782936,2.053345,53.283691,36.224066,673.098809,0.382852,1.219619,1.602471,0.160200,0.180231,0.178356,1869,93
0.046000,39.711251,707.102750,-391.934367,2.151123,48.889160,37.560128,658.213590,0.394081,1.229948,1.624028,0.160200,0.180500,0.179424,1958,87
0.048000,41.105822,687.123500,-405.698231,2.257690,53.283691,38.848132,633.839809,0.404683,1.231157,1.635841,0.160200,0.180648,0.179424,2055,96
0.050000,42.459745,666.465000,-419.060918,2.362061,52.185059,40.097684,614.279941,0.414668,1.235897,1.650565,0.160200,0.180832,0.178356,2150,73
0.052000,43.771682,645.147500,-432.009215,2.459839,48.889160,41.311843,596.258340,0.424045,1.241361,1.665407,0.160200,0.181018,0.181560,2239,91
0.054000,45.040335,623.191750,-444.530316,2.559814,49.987793,42.480521,573.203957,0.432827,1.241640,1.674467,0.160200,0.181131,0.182628,2330,97
0.056000,46.264449,600.619750,-456.611842,2.661987,51.086426,43.602462,549.533324,0.441028,1.240565,1.681593,0.160200,0.181220,0.180492,2423,77
0.058000,47.442814,577.454250,-468.241844,2.774048,56.030273,44.668766,521.423977,0.448665,1.234645,1.683310,0.160200,0.181241,0.183696,2525,78
0.060000,48.574266,553.717500,-479.408822,2.894897,60.424805,45.679369,493.292695,0.455754,1.227734,1.683489,0.160200,0.181244,0.181560,2635,75
0.062000,49.657684,529.433000,-490.101734,3.004761,54.931641,46.652923,474.501359,0.462316,1.228328,1.690643,0.160200,0.181333,0.184764,2735,85
0.064000,50.691998,504.625250,-500.310006,3.112427,53.833008,47.579571,450.792242,0.468369,1.223811,1.692179,0.160200,0.181352,0.180492,2833,107
0.066000,51.676185,479.318500,-510.023544,3.232178,59.875488,48.444007,419.443012,0.473935,1.211541,1.685475,0.160200,0.181268,0.177288,2942,93
0.068000,52.609272,453.537750,-519.232741,3.361816,64.819336,49.247456,388.718414,0.479034,1.198751,1.677785,0.160200,0.181172,0.182628,3060,85
0.070000,53.490336,427.308250,-527.928493,3.480469,59.326172,50.009867,367.982078,0.483689,1.193962,1.677651,0.160200,0.181171,0.182628,3168,88
0.072000,54.318505,400.656500,-536.102199,3.600220,59.875488,50.718285,340.781012,0.487921,1.182589,1.670510,0.160200,0.181081,0.180492,3277,77
0.074000,55.092962,373.608500,-543.745778,3.719971,59.875488,51.372991,313.733012,0.491752,1.170412,1.662163,0.160200,0.180977,0.181560,3386,80
0.076000,55.812939,346.191000,-550.851670,3.855103,67.565918,51.957836,278.625082,0.495201,1.149982,1.645183,0.160200,0.180765,0.178356,3509,92
0.078000,56.477726,318.431250,-557.412850,3.966064,55.480957,52.511662,262.950293,0.498290,1.145969,1.644259,0.160200,0.180753,0.176220,3610,84
0.080000,57.086664,290.356250,-563.422828,4.081421,57.678223,53.005243,232.678027,0.501038,1.128166,1.629204,0.160200,0.180565,0.179424,3715,91
0.082000,57.639151,261.994500,-568.875663,4.187988,53.283691,53.451163,208.710809,0.503463,1.115033,1.618496,0.160200,0.180431,0.183696,3812,88
0.084000,58.134642,233.373750,-573.765962,4.307739,59.875488,53.826903,173.498262,0.505582,1.090862,1.596445,0.160200,0.180156,0.178356,3921,101
0.086000,58.572646,204.522000,-578.088888,4.441772,67.016602,54.130874,137.505398,0.507412,1.064758,1.572170,0.160200,0.179852,0.182628,4043,77
0.088000,58.952730,175.468250,-581.840169,4.565918,62.072754,54.386812,113.395496,0.508967,1.048185,1.557152,0.160200,0.179664,0.180492,4156,78
0.090000,59.274519,146.240750,-585.016093,4.682373,58.227539,54.592146,88.013211,0.510258,1.029619,1.539877,0.160200,0.179448,0.183696,4262,89
0.092000,59.537693,116.868500,-587.613520,4.793335,55.480957,54.744358,61.387543,0.511298,1.009040,1.520338,0.160200,0.179204,0.178356,4363,74
0.094000,59.741993,87.381000,-589.629883,4.916382,61.523438,54.825611,25.857563,0.512094,0.979452,1.491547,0.160200,0.178844,0.182628,4475,95
0.096000,59.887217,57.807000,-591.063187,5.035034,59.326172,54.852183,-1.519172,0.512655,0.956025,1.468680,0.160200,0.178559,0.181560,4583,96
0.098000,59.973221,28.176000,-591.912014,5.153687,59.326172,54.819534,-31.150172,0.512985,0.929598,1.442583,0.160200,0.178232,0.179424,4691,77
0.100000,59.999921,-1.483000,-592.175526,5.264648,55.480957,54.735273,-56.963957,0.513087,0.905600,1.418687,-0.160200,-0.142466,0.175152,4792,79
0.102000,59.967289,-31.140750,-591.853461,5.383301,59.326172,54.583988,-90.466922,0.512962,0.873723,1.386685,-0.160200,-0.142866,-0.140976,4900,25
0.104000,59.875358,-60.767500,-590.946139,5.384399,0.549316,54.490959,-61.316816,0.512609,0.897538,1.410147,-0.160200,-0.142573,-0.140976,4901,-43
0.106000,59.724219,-90.334250,-589.454456,5.312988,-35.705566,54.411231,-54.628684,0.512025,0.901983,1.414008,-0.160200,-0.142525,-0.142044,4836,-76
0.108000,59.514021,-119.811500,-587.379888,5.225098,-43.945312,54.288923,-75.866187,0.511205,0.881315,1.392519,-0.160200,-0.142794,-0.142044,4756,-83
0.110000,59.244973,-149.170500,-584.724485,5.130615,-47.241211,54.114358,-101.929289,0.510140,0.855524,1.365664,-0.160200,-0.143129,-0.143112,4670,-69
0.112000,58.917339,-178.382000,-581.490875,5.037231,-46.691895,53.880108,-131.690105,0.508823,0.825464,1.334287,-0.160200,-0.143521,-0.144180,4585,-70
0.114000,58.531445,-207.416750,-577.682254,4.951538,-42.846680,53.579907,-164.570070,0.507242,0.791531,1.298773,-0.160200,-0.143965,-0.145248,4507,-59
0.116000,58.087672,-236.246500,-573.302388,4.873535,-39.001465,53.214137,-197.245035,0.505384,0.756633,1.262017,-0.160200,-0.144425,-0.142044,4436,-59
0.118000,57.586459,-264.842750,-568.355609,4.798828,-37.353516,52.787631,-227.489234,0.503234,0.722796,1.226031,-0.160200,-0.144875,-0.148452,4368,-67
0.120000,57.028301,-293.177250,-562.846808,4.717529,-40.649414,52.310772,-252.527836,0.500778,0.692623,1.193401,-0.160200,-0.145282,-0.146316,4294,-72
0.122000,56.413750,-321.221750,-556.781433,4.631836,-42.846680,51.781914,-278.375070,0.497997,0.660837,1.158834,-0.160200,-0.145715,-0.144180,4216,-49
0.124000,55.743414,-348.948750,-550.165481,4.557129,-37.353516,51.186285,-311.595234,0.494873,0.621451,1.116324,-0.160200,-0.146246,-0.145248,4148,-56
0.126000,55.017955,-376.330500,-543.005495,4.469238,-43.945312,50.548717,-332.385187,0.491386,0.592181,1.083567,-0.160200,-0.146655,-0.145248,4068,-68
0.128000,54.238092,-403.339750,-535.308555,4.385742,-41.748047,49.852350,-361.591703,0.487517,0.554539,1.042056,-0.160200,-0.147174,-0.147384,3992,-57
0.130000,53.404596,-429.950500,-527.082272,4.302246,-41.748047,49.102350,-388.202453,0.483243,0.518227,1.001470,-0.160200,-0.147682,-0.150588,3916,-57
0.132000,52.518290,-456.136500,-518.334780,4.219849,-41.198730,48.298441,-414.937770,0.478545,0.480865,0.959410,-0.160200,-0.148207,-0.149520,3841,-69
0.134000,51.580050,-481.871000,-509.074730,4.136353,-41.748047,47.443697,-440.122953,0.473399,0.443969,0.917368,-0.160200,-0.148733,-0.145248,3765,-56
0.136000,50.590806,-507.128750,-499.311279,4.058350,-39.001465,46.532456,-468.127285,0.467786,0.403626,0.871412,-0.160200,-0.149307,-0.149520,3694,-73
0.138000,49.551535,-531.885500,-489.054081,3.974854,-41.748047,45.576681,-490.137453,0.461683,0.367738,0.829420,-0.160200,-0.149832,-0.148452,3618,-72
0.140000,48.463264,-556.116250,-478.313278,3.884766,-45.043945,44.578498,-511.072305,0.455069,0.332047,0.787116,-0.160200,-0.150361,-0.150588,3536,-60
0.142000,47.327070,-579.796750,-467.099493,3.789185,-47.790527,43.537885,-532.006223,0.447926,0.295616,0.743542,-0.160200,-0.150906,-0.150588,3449,-61
0.144000,46.144077,-602.904250,-455.423814,3.703491,-42.846680,42.440586,-560.057570,0.440234,0.251986,0.692219,-0.160200,-0.151547,-0.151656,3371,-52
0.146000,44.915453,-625.415500,-443.297786,3.611206,-46.142578,41.304247,-579.272922,0.431975,0.215384,0.647360,-0.160200,-0.152108,-0.151656,3287,-71
0.148000,43.642415,-647.308250,-430.733401,3.526611,-42.297363,40.115804,-605.010887,0.423135,0.172181,0.595316,-0.160200,-0.152759,-0.151656,3210,-60
0.150000,42.326220,-668.560750,-417.743082,3.442017,-42.297363,38.884203,-626.263387,0.413697,0.132139,0.545837,-0.160200,-0.153377,-0.154860,3133,-70
0.152000,40.968172,-689.152250,-404.339676,3.357422,-42.297363,37.610750,-646.854887,0.403651,0.091944,0.495595,-0.160200,-0.154005,-0.154860,3056,-72
0.154000,39.569611,-709.062500,-390.536436,3.280518,-38.452148,36.289093,-670.610352,0.392986,0.048146,0.441132,-0.160200,-0.154686,-0.153792,2986,-59
0.156000,38.131922,-728.271250,-376.347012,3.193726,-43.395996,34.938196,-684.875254,0.381695,0.012120,0.393815,-0.160200,-0.155277,-0.153792,2907,-60
0.158000,36.656526,-746.760000,-361.785435,3.098145,-47.790527,33.558381,-698.969473,0.369773,-0.024262,0.345511,-0.160200,-0.155881,-0.156996,2820,-73
0.160000,35.144882,-764.510500,-346.866104,3.004761,-46.691895,32.140121,-717.818605,0.357218,-0.065464,0.291754,-0.160200,-0.156553,-0.156996,2735,-71
0.162000,33.598484,-781.504750,-331.603773,2.917969,-43.395996,30.680515,-738.108754,0.344030,-0.108645,0.235385,-0.160200,-0.157258,-0.158064,2656,-68
0.164000,32.018863,-797.726250,-316.013534,2.825684,-46.142578,29.193179,-751.583672,0.330214,-0.146363,0.183851,-0.160200,-0.157902,-0.158064,2572,-61
0.166000,30.407579,-813.159000,-300.110802,2.730103,-47.790527,27.677476,-765.368473,0.315777,-0.184847,0.130931,-0.160200,-0.158563,-0.159132,2485,-78
0.168000,28.766227,-827.787250,-283.911305,2.641113,-44.494629,26.125114,-783.292621,0.300730,-0.227583,0.073148,-0.160200,-0.159286,-0.159132,2404,-77
0.170000,27.096430,-841.597500,-267.431059,2.558716,-41.198730,24.537714,-800.398770,0.285086,-0.270216,0.014871,-0.160200,-0.160014,-0.156996,2329,-57
0.172000,25.399837,-854.575500,-250.686364,2.477417,-40.649414,22.922420,-813.926086,0.268863,-0.310213,-0.041350,-0.160200,-0.160717,-0.158064,2255,-62
0.174000,23.678128,-866.708000,-233.693775,2.390625,-43.395996,21.287503,-823.312004,0.252081,-0.346938,-0.094857,-0.160200,-0.161386,-0.158064,2176,-58
0.176000,21.933005,-877.983750,-216.470097,2.291748,-49.438477,19.641257,-828.545273,0.234765,-0.380238,-0.145473,-0.160200,-0.162018,-0.164472,2086,-78
0.178000,20.166193,-888.391250,-199.032362,2.195068,-48.339844,17.971125,-840.051406,0.216940,-0.419428,-0.202488,-0.160200,-0.162731,-0.162336,1998,-73
0.180000,18.379440,-897.920250,-181.397812,2.100586,-47.241211,16.278854,-850.679039,0.198638,-0.458238,-0.259600,-0.160200,-0.163445,-0.168744,1912,-78
0.182000,16.574512,-906.561500,-163.583885,2.000610,-49.987793,14.573902,-856.573707,0.179892,-0.493139,-0.313247,-0.160200,-0.164116,-0.162336,1821,-60
0.184000,14.753194,-914.306250,-145.608198,1.901733,-49.438477,12.851461,-864.867773,0.160738,-0.530439,-0.369701,-0.160200,-0.164821,-0.168744,1731,-75
0.186000,12.917287,-921.146750,-127.488525,1.799561,-51.086426,11.117726,-870.060324,0.141215,-0.565230,-0.424015,-0.160200,-0.165500,-0.166608,1638,-87
0.188000,11.068607,-927.076250,-109.242785,1.695190,-52.185059,9.373417,-874.891191,0.121364,-0.599890,-0.478526,-0.160200,-0.166182,-0.163404,1543,-85
0.190000,9.208982,-932.089000,-90.889019,1.587524,-53.833008,7.621458,-878.255992,0.101228,-0.633403,-0.532176,-0.160200,-0.166852,-0.166608,1445,-73
0.192000,7.340251,-936.180250,-72.445377,1.476562,-55.480957,5.863689,-880.699293,0.080852,-0.666214,-0.585362,-0.160200,-0.167517,-0.168744,1344,-66
0.194000,5.464261,-939.345750,-53.930097,1.365601,-55.480957,4.098660,-883.864793,0.060285,-0.699782,-0.639498,-0.160200,-0.168194,-0.167676,1243,-79
0.196000,3.582868,-941.582500,-35.361488,1.260132,-52.734375,2.322736,-888.848125,0.039573,-0.735127,-0.695554,-0.160200,-0.168894,-0.170880,1147,-80
0.198000,1.697931,-942.888000,-16.757912,1.151367,-54.382324,0.546564,-888.505676,0.018766,-0.765828,-0.747062,-0.160200,-0.169538,-0.170880,1048,-82
0.200000,-0.188684,-943.261000,1.862236,1.031616,-59.875488,-1.220300,-883.385512,-0.002086,-0.792198,-0.794283,-0.160200,-0.170129,-0.166608,939,-89
0.202000,-2.075113,-942.701250,20.480542,0.829468,-101.074219,-2.904581,-841.627031,-0.022933,-0.785153,-0.808085,-0.160200,-0.170301,-0.169812,755,-80
0.204000,-3.959489,-941.209500,39.078596,0.696533,-66.467285,-4.656022,-874.742215,-0.043725,-0.844620,-0.888344,-0.160200,-0.171304,-0.170880,634,-88
0.206000,-5.839951,-938.787000,57.638006,0.577881,-59.326172,-6.417832,-879.460828,-0.064411,-0.879487,-0.943898,-0.160200,-0.171999,-0.169812,526,-74
0.208000,-7.714637,-935.436000,76.140422,0.463623,-57.128906,-8.178260,-878.307094,-0.084944,-0.909205,-0.994149,-0.160200,-0.172627,-0.176220,422,-77
0.210000,-9.581695,-931.160250,94.567545,0.341675,-60.974121,-9.923370,-870.186129,-0.105275,-0.932576,-1.037852,-0.160200,-0.173173,-0.173016,311,-84
0.212000,-11.439278,-925.963500,112.901154,0.224121,-58.776855,-11.663399,-867.186645,-0.125358,-0.960328,-1.085686,-0.160200,-0.173771,-0.168744,204,-87
0.214000,-13.285549,-919.851000,131.123121,0.110962,-56.579590,-13.396511,-863.271410,-0.145147,-0.987160,-1.132307,-0.160200,-0.174354,-0.176220,101,-93
0.216000,-15.118682,-912.829250,149.215425,-0.008789,-59.875488,-15.109893,-852.953762,-0.164600,-1.008060,-1.172660,-0.160200,-0.174858,-0.174084,-8,-91
0.218000,-16.936866,-904.904750,167.160178,-0.118652,-54.931641,-16.818214,-849.973109,-0.183675,-1.035275,-1.218950,-0.160200,-0.175437,-0.171948,-108,-96
0.220000,-18.738301,-896.085250,184.939632,-0.219727,-50.537109,-18.518574,-845.548141,-0.202335,-1.061090,-1.263425,-0.160200,-0.175993,-0.174084,-200,-75
0.222000,-20.521207,-886.379750,202.536209,-0.320801,-50.537109,-20.200406,-835.842641,-0.220544,-1.081974,-1.302518,-0.160200,-0.176481,-0.176220,-292,-73
0.224000,-22.283820,-875.797750,219.932506,-0.421875,-50.537109,-21.861945,-825.260641,-0.238269,-1.101739,-1.340008,-0.160200,-0.176950,-0.174084,-384,-76
0.226000,-24.024398,-864.349750,237.111321,-0.525146,-51.635742,-23.499252,-812.714008,-0.255481,-1.119366,-1.374847,-0.160200,-0.177386,-0.177288,-478,-80
0.228000,-25.741219,-852.047000,254.055668,-0.650391,-62.622070,-25.090828,-789.424930,-0.272153,-1.126821,-1.398974,-0.160200,-0.177687,-0.178356,-592,-79
0.230000,-27.432586,-838.901750,270.748790,-0.780029,-64.819336,-26.652557,-774.082414,-0.288262,-1.140689,-1.428951,-0.160200,-0.178062,-0.177288,-710,-93
0.232000,-29.096826,-824.926750,287.174181,-0.894287,-57.128906,-28.202539,-767.797844,-0.303788,-1.162257,-1.466045,-0.160200,-0.178526,-0.177288,-814,-77
0.234000,-30.732293,-810.136250,303.315597,-1.009644,-57.678223,-29.722649,-752.458027,-0.318714,-1.175402,-1.494116,-0.160200,-0.178876,-0.180492,-919,-95
0.236000,-32.337371,-794.544500,319.157079,-1.130493,-60.424805,-31.206878,-734.119695,-0.333027,-1.185303,-1.518330,-0.160200,-0.179179,-0.180492,-1029,-94
0.238000,-33.910471,-778.167000,334.682960,-1.257935,-63.720703,-32.652536,-714.446297,-0.346718,-1.193366,-1.540084,-0.160200,-0.179451,-0.179424,-1145,-96
0.240000,-35.450039,-761.020250,349.877888,-1.372192,-57.128906,-34.077847,-703.891344,-0.359779,-1.209032,-1.568811,-0.160200,-0.179810,-0.179424,-1249,-74
0.242000,-36.954552,-743.120750,364.726837,-1.487549,-57.678223,-35.467003,-685.442527,-0.372208,-1.217177,-1.589385,-0.160200,-0.180067,-0.180492,-1354,-87
0.244000,-38.422522,-724.486500,379.215124,-1.602905,-57.678223,-36.819617,-666.808277,-0.384004,-1.224524,-1.608527,-0.160200,-0.180307,-0.180492,-1459,-71
0.246000,-39.852498,-705.136000,393.328421,-1.717163,-57.128906,-38.135335,-648.007094,-0.395169,-1.231080,-1.626249,-0.160200,-0.180528,-0.182628,-1563,-68
0.248000,-41.243066,-685.088000,407.052774,-1.834717,-58.776855,-39.408349,-626.311145,-0.405709,-1.234365,-1.640075,-0.160200,-0.180701,-0.178356,-1670,-77
0.250000,-42.592850,-664.362500,420.374610,-1.952271,-58.776855,-40.640579,-605.585645,-0.415633,-1.237785,-1.653418,-0.160200,-0.180868,-0.177288,-1777,-100
0.252000,-43.900516,-642.980250,433.280756,-2.067627,-57.678223,-41.832889,-585.302027,-0.424950,-1.240894,-1.665844,-0.160200,-0.181023,-0.184764,-1882,-100
0.254000,-45.164771,-620.962000,445.758450,-2.173096,-52.734375,-42.991675,-568.227625,-0.433673,-1.246218,-1.679892,-0.160200,-0.181199,-0.181560,-1978,-104
0.256000,-46.384364,-598.329500,457.795354,-2.287354,-57.128906,-44.097010,-541.200594,-0.441817,-1.241925,-1.683742,-0.160200,-0.181247,-0.182628,-2082,-102
0.258000,-47.558089,-575.105750,469.379563,-2.421387,-67.016602,-45.136702,-508.089148,-0.449398,-1.231175,-1.680574,-0.160200,-0.181207,-0.183696,-2204,-74
0.260000,-48.684787,-551.313500,480.499624,-2.541138,-59.875488,-46.143649,-491.438012,-0.456434,-1.234219,-1.690653,-0.160200,-0.181333,-0.182628,-2313,-99
0.262000,-49.763343,-526.975500,491.144540,-2.654297,-56.579590,-47.109046,-470.395910,-0.462943,-1.232706,-1.695649,-0.160200,-0.181396,-0.183696,-2416,-107
0.264000,-50.792689,-502.116500,501.303785,-2.785034,-65.368652,-48.007655,-436.747848,-0.468947,-1.219026,-1.687973,-0.160200,-0.181300,-0.177288,-2535,-100
0.266000,-51.771809,-476.761250,510.967313,-2.892700,-53.833008,-48.879109,-422.928242,-0.474465,-1.222176,-1.696641,-0.160200,-0.181408,-0.183696,-2633,-101
0.268000,-52.699734,-450.934500,520.125568,-3.004761,-56.030273,-49.694973,-394.904227,-0.479519,-1.211960,-1.691479,-0.160200,-0.181343,-0.184764,-2735,-82
0.270000,-53.575547,-424.661750,528.769493,-3.125610,-60.424805,-50.449937,-364.236945,-0.484131,-1.198374,-1.682505,-0.160200,-0.181231,-0.179424,-2845,-80
0.272000,-54.398381,-397.969000,536.890542,-3.240967,-57.678223,-51.157414,-340.290777,-0.488322,-1.189825,-1.678147,-0.160200,-0.181177,-0.181560,-2950,-85
0.274000,-55.167423,-370.883000,544.480683,-3.346436,-52.734375,-51.820987,-318.148625,-0.492113,-1.182084,-1.674197,-0.160200,-0.181127,-0.181560,-3046,-97
0.276000,-55.881913,-343.430000,551.532412,-3.457397,-55.480957,-52.424516,-287.949043,-0.495526,-1.166263,-1.661789,-0.160200,-0.180972,-0.179424,-3147,-88
0.278000,-56.541143,-315.637250,558.038754,-3.591431,-67.016602,-52.949712,-248.620648,-0.498580,-1.141109,-1.639689,-0.160200,-0.180696,-0.179424,-3269,-89
0.280000,-57.144462,-287.532750,563.993277,-3.718872,-63.720703,-53.425590,-223.812047,-0.501295,-1.127765,-1.629060,-0.160200,-0.180563,-0.179424,-3385,-103
0.282000,-57.691274,-259.143750,569.390091,-3.824341,-52.734375,-53.866933,-206.409375,-0.503688,-1.120282,-1.623970,-0.160200,-0.180500,-0.177288,-3481,-86
0.284000,-58.181037,-230.498500,574.223861,-3.960571,-68.115234,-54.220466,-162.383266,-0.505778,-1.088032,-1.593810,-0.160200,-0.180123,-0.178356,-3605,-100
0.286000,-58.613268,-201.625250,578.489806,-4.095703,-67.565918,-54.517565,-134.059332,-0.507580,-1.068500,-1.576080,-0.160200,-0.179901,-0.178356,-3728,-84
0.288000,-58.987538,-172.552500,582.183708,-4.208862,-56.579590,-54.778676,-115.972910,-0.509107,-1.057274,-1.566381,-0.160200,-0.179780,-0.179424,-3831,-106
0.290000,-59.303478,-143.309500,585.301915,-4.329712,-60.424805,-54.973766,-82.884695,-0.510373,-1.031804,-1.542177,-0.160200,-0.179477,-0.179424,-3941,-86
0.292000,-59.560776,-113.924750,587.841342,-4.458252,-64.270020,-55.102524,-49.654730,-0.511388,-1.005052,-1.516440,-0.160200,-0.179156,-0.176220,-4058,-103
0.294000,-59.759177,-84.427000,589.799479,-4.573608,-57.678223,-55.185569,-26.748777,-0.512161,-0.986513,-1.498673,-0.160200,-0.178933,-0.181560,-4163,-90
0.296000,-59.898484,-54.846000,591.174389,-4.712036,-69.213867,-55.186448,14.367867,-0.512698,-0.950647,-1.463345,-0.160200,-0.178492,-0.177288,-4289,-92
0.298000,-59.978561,-25.210750,591.964713,-4.828491,-58.227539,-55.150070,33.016789,-0.513005,-0.933738,-1.446743,-0.160200,-0.178284,-0.174084,-4395,-83
0.300000,-59.999327,4.449500,592.169669,-4.950439,-60.974121,-55.048888,65.423621,-0.513085,-0.903691,-1.416776,0.160200,0.142490,-0.176220,-4506,-79
0.302000,-59.960763,34.105250,591.789055,-5.069092,-59.326172,-54.891671,93.431422,-0.512937,-0.876506,-1.389443,0.160200,0.142832,0.138840,-4614,-28
0.304000,-59.862906,63.727250,590.823247,-5.071289,-1.098633,-54.791617,64.825883,-0.512561,-0.899723,-1.412284,0.160200,0.142546,0.140976,-4616,44
0.306000,-59.705854,93.286250,589.273200,-5.008667,31.311035,-54.697187,61.975215,-0.511954,-0.900562,-1.412516,0.160200,0.142544,0.143112,-4559,70
0.308000,-59.489761,122.753250,587.140446,-4.919678,44.494629,-54.570083,78.258621,-0.511109,-0.884134,-1.395243,0.160200,0.142759,0.136704,-4478,77
0.310000,-59.214841,152.098750,584.427095,-4.820801,49.438477,-54.394040,102.660273,-0.510020,-0.859767,-1.369787,0.160200,0.143078,0.145248,-4388,93
0.312000,-58.881366,181.293750,581.135831,-4.717529,51.635742,-54.163837,129.658008,-0.508677,-0.832189,-1.340866,0.160200,0.143439,0.146316,-4294,75
0.314000,-58.489666,210.309500,577.269906,-4.634033,41.748047,-53.855633,168.561453,-0.507069,-0.792860,-1.299929,0.160200,0.143951,0.143112,-4218,61
0.316000,-58.040128,239.117250,572.833145,-4.557129,38.452148,-53.482999,200.665102,-0.505182,-0.758341,-1.263523,0.160200,0.144406,0.138840,-4148,62
0.318000,-57.533197,267.688500,567.829934,-4.480225,38.452148,-53.052972,229.236352,-0.503003,-0.725903,-1.228905,0.160200,0.144839,0.143112,-4078,65
0.320000,-56.969374,295.995250,562.265222,-4.397827,41.198730,-52.571547,254.796520,-0.500515,-0.695195,-1.195709,0.160200,0.145254,0.144180,-4003,71
0.322000,-56.349216,324.009250,556.144510,-4.316528,40.649414,-52.032688,283.359836,-0.497700,-0.660864,-1.158564,0.160200,0.145718,0.148452,-3929,56
0.324000,-55.673337,351.702750,549.473852,-4.239624,38.452148,-51.433713,313.250602,-0.494541,-0.624325,-1.118866,0.160200,0.146214,0.146316,-3859,69
0.326000,-54.942405,379.048500,542.259843,-4.166016,36.804199,-50.776389,342.244301,-0.491017,-0.587551,-1.078567,0.160200,0.146718,0.147384,-3792,70
0.328000,-54.157143,406.019250,534.509617,-4.091309,37.353516,-50.065834,368.665734,-0.487108,-0.552092,-1.039200,0.160200,0.147210,0.148452,-3724,64
0.330000,-53.318328,432.588750,526.230838,-4.014404,38.452148,-49.303924,394.136602,-0.482793,-0.516567,-0.999360,0.160200,0.147708,0.144180,-3654,69
0.332000,-52.426788,458.730500,517.431693,-3.930908,41.748047,-48.495880,416.982453,-0.478051,-0.482527,-0.960578,0.160200,0.148193,0.146316,-3578,56
