t_s,q_des_deg,qd_des_deg_s,qdd_des_deg_s2,q_act_joint_deg,qd_act_joint_deg_s,e_pos_deg,e_vel_deg_s,tau_joint_ff_Nm,tau_joint_pd_Nm,tau_joint_total_Nm,tau_dead_motor_Nm,tau_motor_ff_Nm,tau_motor_pd_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_pos_deg,motor_vel_native
0.000000,0.000000,943.265500,0.000000,0.008514,0.000000,-0.008514,943.265500,0.000000,0.493774,0.493774,0.050000,0.000000,0.006172,0.056172,0.000000,155,0.681152,0
0.002000,1.886531,942.799250,0.000000,0.008514,0.000000,1.878017,942.799250,0.027289,0.519871,0.547160,0.050000,0.000341,0.006498,0.056839,0.056604,155,0.681152,8
0.004000,3.771197,941.400750,-37.220226,0.009119,0.302124,3.762078,941.098626,0.041649,0.545287,0.586936,0.050000,0.000521,0.006816,0.057337,0.054468,166,0.729492,6
0.006000,5.652134,939.071000,-55.784328,0.009448,0.164795,5.642686,938.906205,0.062349,0.570397,0.632746,0.050000,0.000779,0.007130,0.057909,0.056604,172,0.755859,3
0.008000,7.527481,935.812750,-74.293267,0.009613,0.082397,7.517868,935.730353,0.082899,0.594917,0.677816,0.050000,0.001036,0.007436,0.058473,0.061944,175,0.769043,2
0.010000,9.395385,931.629250,-92.728741,0.009778,0.082397,9.385607,931.546853,0.103253,0.618805,0.722057,0.050000,0.001291,0.007735,0.059026,0.058740,178,0.782227,1
0.012000,11.253998,926.524500,-111.072519,0.009833,0.027466,11.244165,926.497034,0.123362,0.642111,0.765473,0.050000,0.001542,0.008026,0.059568,0.059808,179,0.786621,1
0.014000,13.101483,920.503500,-129.306462,0.009833,0.000000,13.091650,920.503500,0.143183,0.664768,0.807951,0.050000,0.001790,0.008310,0.060099,0.058740,179,0.786621,1
0.016000,14.936012,913.572250,-147.412541,0.009833,0.000000,14.926179,913.572250,0.162671,0.686754,0.849425,0.050000,0.002033,0.008584,0.060618,0.058740,179,0.786621,0
0.018000,16.755772,905.737500,-165.372849,0.009833,0.000000,16.745939,905.737500,0.181786,0.708060,0.889846,0.050000,0.002272,0.008851,0.061123,0.058740,179,0.786621,0
0.020000,18.558962,897.007250,-183.169628,0.009833,0.000000,18.549129,897.007250,0.200489,0.728667,0.929156,0.050000,0.002506,0.009108,0.061614,0.058740,179,0.786621,0
0.022000,20.343801,887.390000,-200.785278,0.009833,0.000000,20.333968,887.390000,0.218745,0.748552,0.967297,0.050000,0.002734,0.009357,0.062091,0.061944,179,0.786621,0
0.024000,22.108522,876.895000,-218.202380,0.009833,0.000000,22.098689,876.895000,0.236520,0.767697,1.004217,0.050000,0.002956,0.009596,0.062553,0.066216,179,0.786621,0
0.026000,23.851381,865.533250,-235.403712,0.009888,0.027466,23.841493,865.505784,0.253784,0.786068,1.039852,0.050000,0.003172,0.009826,0.062998,0.063012,180,0.791016,0
0.028000,25.570655,853.315500,-252.372264,0.009888,0.000000,25.560767,853.315500,0.270511,0.803691,1.074202,0.050000,0.003381,0.010046,0.063428,0.061944,180,0.791016,0
0.030000,27.264643,840.253750,-269.091255,0.009888,0.000000,27.254755,840.253750,0.286677,0.820504,1.107181,0.050000,0.003583,0.010256,0.063840,0.063012,180,0.791016,0
0.032000,28.931670,826.361000,-285.544154,0.009888,0.000000,28.921782,826.361000,0.302262,0.836506,1.138768,0.050000,0.003778,0.010456,0.064235,0.064080,180,0.791016,0
0.034000,30.570087,811.651500,-301.714692,0.009888,0.000000,30.560199,811.651500,0.317249,0.851681,1.168929,0.050000,0.003966,0.010646,0.064612,0.063012,180,0.791016,0
0.036000,32.178276,796.139500,-317.586877,0.009888,0.000000,32.168388,796.139500,0.331624,0.866013,1.197637,0.050000,0.004145,0.010825,0.064970,0.063012,180,0.791016,0
0.038000,33.754645,779.839750,-333.145014,0.009888,0.000000,33.744757,779.839750,0.345377,0.879489,1.224866,0.050000,0.004317,0.010994,0.065311,0.063012,180,0.791016,0
0.040000,35.297635,762.769000,-348.373719,0.009888,0.000000,35.287747,762.769000,0.358502,0.892095,1.250596,0.050000,0.004481,0.011151,0.065632,0.067284,180,0.791016,0
0.042000,36.805721,744.944000,-363.257932,0.009888,0.000000,36.795833,744.944000,0.370994,0.903819,1.274812,0.050000,0.004637,0.011298,0.065935,0.070488,180,0.791016,0
0.044000,38.277411,726.382500,-377.782936,0.009888,0.000000,38.267523,726.382500,0.382852,0.914648,1.297501,0.050000,0.004786,0.011433,0.066219,0.066216,180,0.791016,0
0.046000,39.711251,707.102750,-391.934367,0.009943,0.027466,39.701308,707.075284,0.394081,0.924559,1.318639,0.050000,0.004926,0.011557,0.066483,0.068352,181,0.795410,0
0.048000,41.105822,687.123500,-405.698231,0.009943,0.000000,41.095879,687.123500,0.404683,0.933584,1.338267,0.050000,0.005059,0.011670,0.066728,0.070488,181,0.795410,0
0.050000,42.459745,666.465000,-419.060918,0.009943,0.000000,42.449802,666.465000,0.414668,0.941671,1.356339,0.050000,0.005183,0.011771,0.066954,0.070488,181,0.795410,0
0.052000,43.771682,645.147500,-432.009215,0.009943,0.000000,43.761739,645.147500,0.424045,0.948828,1.372873,0.050000,0.005301,0.011860,0.067161,0.066216,181,0.795410,0
0.054000,45.040335,623.191750,-444.530316,0.009943,0.000000,45.030392,623.191750,0.432827,0.955045,1.387873,0.050000,0.005410,0.011938,0.067348,0.071556,181,0.795410,0
0.056000,46.264449,600.619750,-456.611842,0.009943,0.000000,46.254506,600.619750,0.441028,0.960319,1.401347,0.050000,0.005513,0.012004,0.067517,0.068352,181,0.795410,0
0.058000,47.442814,577.454250,-468.241844,0.009943,0.000000,47.432871,577.454250,0.448665,0.964642,1.413307,0.050000,0.005608,0.012058,0.067666,0.070488,181,0.795410,0
0.060000,48.574266,553.717500,-479.408822,0.009943,0.000000,48.564323,553.717500,0.455754,0.968012,1.423766,0.050000,0.005697,0.012100,0.067797,0.070488,181,0.795410,0
0.062000,49.657684,529.433000,-490.101734,0.009943,0.000000,49.647741,529.433000,0.462316,0.970424,1.432739,0.050000,0.005779,0.012130,0.067909,0.070488,181,0.795410,0
0.064000,50.691998,504.625250,-500.310006,0.009943,0.000000,50.682055,504.625250,0.468369,0.971876,1.440245,0.050000,0.005855,0.012148,0.068003,0.066216,181,0.795410,0
0.066000,51.676185,479.318500,-510.023544,0.009943,0.000000,51.666242,479.318500,0.473935,0.972367,1.446302,0.050000,0.005924,0.012155,0.068079,0.066216,181,0.795410,0
0.068000,52.609272,453.537750,-519.232741,0.009998,0.027466,52.599274,453.510284,0.479034,0.971882,1.450916,0.050000,0.005988,0.012149,0.068136,0.068352,182,0.799805,0
0.070000,53.490336,427.308250,-527.928493,0.009998,0.000000,53.480338,427.308250,0.483689,0.970464,1.454154,0.050000,0.006046,0.012131,0.068177,0.066216,182,0.799805,0
0.072000,54.318505,400.656500,-536.102199,0.009998,0.000000,54.308507,400.656500,0.487921,0.968073,1.455994,0.050000,0.006099,0.012101,0.068200,0.068352,182,0.799805,0
0.074000,55.092962,373.608500,-543.745778,0.009998,0.000000,55.082964,373.608500,0.491752,0.964724,1.456476,0.050000,0.006147,0.012059,0.068206,0.067284,182,0.799805,0
0.076000,55.812939,346.191000,-550.851670,0.009998,0.000000,55.802941,346.191000,0.495201,0.960421,1.455622,0.050000,0.006190,0.012005,0.068195,0.071556,182,0.799805,0
0.078000,56.477726,318.431250,-557.412850,0.009998,0.000000,56.467728,318.431250,0.498290,0.955168,1.453458,0.050000,0.006229,0.011940,0.068168,0.067284,182,0.799805,0
0.080000,57.086664,290.356250,-563.422828,0.010052,0.027466,57.076612,290.328784,0.501038,0.948956,1.449993,0.050000,0.006263,0.011862,0.068125,0.068352,183,0.804199,0
0.082000,57.639151,261.994500,-568.875663,0.010052,0.000000,57.629099,261.994500,0.503463,0.941834,1.445297,0.050000,0.006293,0.011773,0.068066,0.064080,183,0.804199,0
0.084000,58.134642,233.373750,-573.765962,0.010052,0.000000,58.124590,233.373750,0.505582,0.933767,1.439349,0.050000,0.006320,0.011672,0.067992,0.064080,183,0.804199,0
0.086000,58.572646,204.522000,-578.088888,0.010052,0.000000,58.562594,204.522000,0.507412,0.924776,1.432188,0.050000,0.006343,0.011560,0.067902,0.071556,183,0.804199,0
0.088000,58.952730,175.468250,-581.840169,0.010107,0.027466,58.942623,175.440784,0.508967,0.914855,1.423821,0.050000,0.006362,0.011436,0.067798,0.065148,184,0.808594,0
0.090000,59.274519,146.240750,-585.016093,0.010107,0.000000,59.264412,146.240750,0.510258,0.904059,1.414317,0.050000,0.006378,0.011301,0.067679,0.063012,184,0.808594,0
0.092000,59.537693,116.868500,-587.613520,0.010107,0.000000,59.527586,116.868500,0.511298,0.892354,1.403652,0.050000,0.006391,0.011154,0.067546,0.065148,184,0.808594,0
0.094000,59.741993,87.381000,-589.629883,0.010162,0.027466,59.731831,87.353534,0.512094,0.879752,1.391846,0.050000,0.006401,0.010997,0.067398,0.065148,185,0.812988,0
0.096000,59.887217,57.807000,-591.063187,0.010162,0.000000,59.877055,57.807000,0.512655,0.866309,1.378964,0.050000,0.006408,0.010829,0.067237,0.065148,185,0.812988,0
0.098000,59.973221,28.176000,-591.912014,0.010217,0.027466,59.963004,28.148534,0.512985,0.851980,1.364965,0.050000,0.006412,0.010650,0.067062,0.063012,186,0.817383,1
0.100000,59.999921,-1.483000,-592.175526,0.010327,0.054932,59.989594,-1.537932,0.513087,0.836807,1.349894,-0.050000,0.006414,0.010460,-0.033126,0.061944,188,0.826172,2
0.102000,59.967289,-31.140750,-591.853461,0.010492,0.082397,59.956797,-31.223147,0.512962,0.820806,1.333769,-0.050000,0.006412,0.010260,-0.033328,-0.035244,191,0.839355,-9
0.104000,59.875358,-60.767500,-590.946139,0.009503,-0.494385,59.865855,-60.273115,0.512609,0.804326,1.316935,-0.050000,0.006408,0.010054,-0.033538,-0.030972,173,0.760254,-24
0.106000,59.724219,-90.334250,-589.454456,0.007800,-0.851440,59.716419,-89.482810,0.512025,0.786945,1.298971,-0.050000,0.006400,0.009837,-0.033763,-0.030972,142,0.624023,-20
0.108000,59.514021,-119.811500,-587.379888,0.006427,-0.686646,59.507594,-119.124854,0.511205,0.768509,1.279714,-0.050000,0.006390,0.009606,-0.034004,-0.034176,117,0.514160,-16
0.110000,59.244973,-149.170500,-584.724485,0.005603,-0.411987,59.239370,-148.758513,0.510140,0.749248,1.259388,-0.050000,0.006377,0.009366,-0.034258,-0.034176,102,0.448242,-11
0.112000,58.917339,-178.382000,-581.490875,0.005054,-0.274658,58.912285,-178.107342,0.508823,0.729314,1.238137,-0.050000,0.006360,0.009116,-0.034523,-0.030972,92,0.404297,-6
0.114000,58.531445,-207.416750,-577.682254,0.004889,-0.082397,58.526556,-207.334353,0.507242,0.708625,1.215867,-0.050000,0.006341,0.008858,-0.034802,-0.030972,89,0.391113,-2
0.116000,58.087672,-236.246500,-573.302388,0.004779,-0.054932,58.082893,-236.191568,0.505384,0.687321,1.192704,-0.050000,0.006317,0.008592,-0.035091,-0.035244,87,0.382324,-1
0.118000,57.586459,-264.842750,-568.355609,0.004779,0.000000,57.581680,-264.842750,0.503234,0.665321,1.168555,-0.050000,0.006290,0.008317,-0.035393,-0.036312,87,0.382324,-1
0.120000,57.028301,-293.177250,-562.846808,0.004779,0.000000,57.023522,-293.177250,0.500778,0.642691,1.143469,-0.050000,0.006260,0.008034,-0.035707,-0.035244,87,0.382324,0
0.122000,56.413750,-321.221750,-556.781433,0.004779,0.000000,56.408971,-321.221750,0.497997,0.619427,1.117423,-0.050000,0.006225,0.007743,-0.036032,-0.035244,87,0.382324,0
0.124000,55.743414,-348.948750,-550.165481,0.004779,0.000000,55.738635,-348.948750,0.494873,0.595549,1.090422,-0.050000,0.006186,0.007444,-0.036370,-0.034176,87,0.382324,0
0.126000,55.017955,-376.330500,-543.005495,0.004779,0.000000,55.013176,-376.330500,0.491386,0.571083,1.062469,-0.050000,0.006142,0.007139,-0.036719,-0.036312,87,0.382324,0
0.128000,54.238092,-403.339750,-535.308555,0.004779,0.000000,54.233313,-403.339750,0.487517,0.546052,1.033568,-0.050000,0.006094,0.006826,-0.037080,-0.035244,87,0.382324,0
0.130000,53.404596,-429.950500,-527.082272,0.004779,0.000000,53.399817,-429.950500,0.483243,0.520481,1.003724,-0.050000,0.006041,0.006506,-0.037453,-0.037380,87,0.382324,0
0.132000,52.518290,-456.136500,-518.334780,0.004779,0.000000,52.513511,-456.136500,0.478545,0.494394,0.972939,-0.050000,0.005982,0.006180,-0.037838,-0.037380,87,0.382324,0
0.134000,51.580050,-481.871000,-509.074730,0.004779,0.000000,51.575271,-481.871000,0.473399,0.467820,0.941219,-0.050000,0.005917,0.005848,-0.038235,-0.035244,87,0.382324,0
0.136000,50.590806,-507.128750,-499.311279,0.004779,0.000000,50.586027,-507.128750,0.467786,0.440782,0.908568,-0.050000,0.005847,0.005510,-0.038643,-0.038448,87,0.382324,0
0.138000,49.551535,-531.885500,-489.054081,0.004724,-0.027466,49.546811,-531.858034,0.461683,0.413324,0.875006,-0.050000,0.005771,0.005167,-0.039062,-0.038448,86,0.377930,0
0.140000,48.463264,-556.116250,-478.313278,0.004724,0.000000,48.458540,-556.116250,0.455069,0.385427,0.840496,-0.050000,0.005688,0.004818,-0.039494,-0.039516,86,0.377930,0
0.142000,47.327070,-579.796750,-467.099493,0.004724,0.000000,47.322346,-579.796750,0.447926,0.357164,0.805090,-0.050000,0.005599,0.004465,-0.039936,-0.038448,86,0.377930,0
0.144000,46.144077,-602.904250,-455.423814,0.004724,0.000000,46.139353,-602.904250,0.440234,0.328547,0.768781,-0.050000,0.005503,0.004107,-0.040390,-0.039516,86,0.377930,0
0.146000,44.915453,-625.415500,-443.297786,0.004724,0.000000,44.910729,-625.415500,0.431975,0.299605,0.731581,-0.050000,0.005400,0.003745,-0.040855,-0.038448,86,0.377930,0
0.148000,43.642415,-647.308250,-430.733401,0.004724,0.000000,43.637691,-647.308250,0.423135,0.270367,0.693502,-0.050000,0.005289,0.003380,-0.041331,-0.041652,86,0.377930,0
0.150000,42.326220,-668.560750,-417.743082,0.004724,0.000000,42.321496,-668.560750,0.413697,0.240862,0.654559,-0.050000,0.005171,0.003011,-0.041818,-0.041652,86,0.377930,0
0.152000,40.968172,-689.152250,-404.339676,0.004669,-0.027466,40.963503,-689.124784,0.403651,0.211134,0.614785,-0.050000,0.005046,0.002639,-0.042315,-0.041652,85,0.373535,0
0.154000,39.569611,-709.062500,-390.536436,0.004669,0.000000,39.564942,-709.062500,0.392986,0.181167,0.574153,-0.050000,0.004912,0.002265,-0.042823,-0.042720,85,0.373535,0
0.156000,38.131922,-728.271250,-376.347012,0.004669,0.000000,38.127253,-728.271250,0.381695,0.151035,0.532730,-0.050000,0.004771,0.001888,-0.043341,-0.043788,85,0.373535,0
0.158000,36.656526,-746.760000,-361.785435,0.004669,0.000000,36.651857,-746.760000,0.369773,0.120754,0.490527,-0.050000,0.004622,0.001509,-0.043868,-0.043788,85,0.373535,0
0.160000,35.144882,-764.510500,-346.866104,0.004614,-0.027466,35.140268,-764.483034,0.357218,0.090368,0.447586,-0.050000,0.004465,0.001130,-0.044405,-0.041652,84,0.369141,0
0.162000,33.598484,-781.504750,-331.603773,0.004614,0.000000,33.593870,-781.504750,0.344030,0.059864,0.403894,-0.050000,0.004300,0.000748,-0.044951,-0.042720,84,0.369141,0
0.164000,32.018863,-797.726250,-316.013534,0.004559,-0.027466,32.014304,-797.698784,0.330214,0.029330,0.359544,-0.050000,0.004128,0.000367,-0.045506,-0.045924,83,0.364746,0
0.166000,30.407579,-813.159000,-300.110802,0.004504,-0.027466,30.403075,-813.131534,0.315777,-0.001248,0.314530,-0.050000,0.003947,-0.000016,-0.046068,-0.046992,82,0.360352,-1
0.168000,28.766227,-827.787250,-283.911305,0.004449,-0.027466,28.761778,-827.759784,0.300730,-0.031824,0.268906,-0.050000,0.003759,-0.000398,-0.046639,-0.045924,81,0.355957,-1
0.170000,27.096430,-841.597500,-267.431059,0.004340,-0.054932,27.092090,-841.542568,0.285086,-0.062354,0.222733,-0.050000,0.003564,-0.000779,-0.047216,-0.045924,79,0.347168,-1
0.172000,25.399837,-854.575500,-250.686364,0.004285,-0.027466,25.395552,-854.548034,0.268863,-0.092852,0.176012,-0.050000,0.003361,-0.001161,-0.047800,-0.046992,78,0.342773,-1
0.174000,23.678128,-866.708000,-233.693775,0.004230,-0.027466,23.673898,-866.680534,0.252081,-0.123243,0.128838,-0.050000,0.003151,-0.001541,-0.048390,-0.049128,77,0.338379,-1
0.176000,21.933005,-877.983750,-216.470097,0.004175,-0.027466,21.928830,-877.956284,0.234765,-0.153513,0.081252,-0.050000,0.002935,-0.001919,-0.048984,-0.046992,76,0.333984,-1
0.178000,20.166193,-888.391250,-199.032362,0.004065,-0.054932,20.162128,-888.336318,0.216940,-0.183615,0.033325,-0.050000,0.002712,-0.002295,-0.049583,-0.048060,74,0.325195,-1
0.180000,18.379440,-897.920250,-181.397812,0.003955,-0.054932,18.375485,-897.865318,0.198638,-0.213551,-0.014913,-0.050000,0.002483,-0.002669,-0.050186,-0.051264,72,0.316406,-1
0.182000,16.574512,-906.561500,-163.583885,0.003900,-0.027466,16.570612,-906.534034,0.179892,-0.243291,-0.063399,-0.050000,0.002249,-0.003041,-0.050792,-0.050196,71,0.312012,-1
0.184000,14.753194,-914.306250,-145.608198,0.003790,-0.054932,14.749404,-914.251318,0.160738,-0.272760,-0.112022,-0.050000,0.002009,-0.003410,-0.051400,-0.051264,69,0.303223,-1
0.186000,12.917287,-921.146750,-127.488525,0.003625,-0.082397,12.913662,-921.064353,0.141215,-0.301959,-0.160745,-0.050000,0.001765,-0.003774,-0.052009,-0.053400,66,0.290039,-3
0.188000,11.068607,-927.076250,-109.242785,0.003461,-0.082397,11.065146,-926.993853,0.121364,-0.330874,-0.209511,-0.050000,0.001517,-0.004136,-0.052619,-0.052332,63,0.276855,-3
0.190000,9.208982,-932.089000,-90.889019,0.003241,-0.109863,9.205741,-931.979137,0.101228,-0.359447,-0.258219,-0.050000,0.001265,-0.004493,-0.053228,-0.052332,59,0.259277,-3
0.192000,7.340251,-936.180250,-72.445377,0.003076,-0.082397,7.337175,-936.097853,0.080852,-0.387693,-0.306841,-0.050000,0.001011,-0.004846,-0.053836,-0.053400,56,0.246094,-4
0.194000,5.464261,-939.345750,-53.930097,0.002802,-0.137329,5.461459,-939.208421,0.060285,-0.415512,-0.355227,-0.050000,0.000754,-0.005194,-0.054440,-0.052332,51,0.224121,-5
0.196000,3.582868,-941.582500,-35.361488,0.002527,-0.137329,3.580341,-941.445171,0.039573,-0.442949,-0.403376,-0.050000,0.000495,-0.005537,-0.055042,-0.054468,46,0.202148,-5
0.198000,1.697931,-942.888000,-16.757912,0.002252,-0.137329,1.695679,-942.750671,0.018766,-0.469947,-0.451181,-0.050000,0.000235,-0.005874,-0.055640,-0.057672,41,0.180176,-4
0.200000,-0.188684,-943.261000,1.862236,0.001923,-0.164795,-0.190607,-943.096205,-0.002086,-0.496465,-0.498551,-0.050000,-0.000026,-0.006206,-0.056232,-0.054468,35,0.153809,-7
0.202000,-2.075113,-942.701250,20.480542,0.001483,-0.219727,-2.076596,-942.481523,-0.022933,-0.522477,-0.545410,-0.050000,-0.000287,-0.006531,-0.056818,-0.057672,27,0.118652,-7
0.204000,-3.959489,-941.209500,39.078596,0.001044,-0.219727,-3.960533,-940.989773,-0.043725,-0.548001,-0.591725,-0.050000,-0.000547,-0.006850,-0.057397,-0.055536,19,0.083496,-8
0.206000,-5.839951,-938.787000,57.638006,0.000494,-0.274658,-5.840445,-938.512342,-0.064411,-0.572952,-0.637363,-0.050000,-0.000805,-0.007162,-0.057967,-0.057672,9,0.039551,-9
0.208000,-7.714637,-935.436000,76.140422,-0.000055,-0.274658,-7.714582,-935.161342,-0.084944,-0.597365,-0.682310,-0.050000,-0.001062,-0.007467,-0.058529,-0.057672,-1,-0.004395,-9
0.210000,-9.581695,-931.160250,94.567545,-0.000604,-0.274658,-9.581091,-930.885592,-0.105275,-0.621188,-0.726463,-0.050000,-0.001316,-0.007765,-0.059081,-0.060876,-11,-0.048340,-10
0.212000,-11.439278,-925.963500,112.901154,-0.001154,-0.274658,-11.438124,-925.688842,-0.125358,-0.644396,-0.769754,-0.050000,-0.001567,-0.008055,-0.059622,-0.058740,-21,-0.092285,-8
0.214000,-13.285549,-919.851000,131.123121,-0.001648,-0.247192,-13.283901,-919.603808,-0.145147,-0.666982,-0.812129,-0.050000,-0.001814,-0.008337,-0.060152,-0.059808,-30,-0.131836,-11
0.216000,-15.118682,-912.829250,149.215425,-0.002197,-0.274658,-15.116485,-912.554592,-0.164600,-0.688878,-0.853478,-0.050000,-0.002057,-0.008611,-0.060668,-0.061944,-40,-0.175781,-10
0.218000,-16.936866,-904.904750,167.160178,-0.002856,-0.329590,-16.934010,-904.575160,-0.183675,-0.710078,-0.893753,-0.050000,-0.002296,-0.008876,-0.061172,-0.065148,-52,-0.228516,-10
0.220000,-18.738301,-896.085250,184.939632,-0.003516,-0.329590,-18.734785,-895.755660,-0.202335,-0.730604,-0.932939,-0.050000,-0.002529,-0.009133,-0.061662,-0.063012,-64,-0.281250,-11
0.222000,-20.521207,-886.379750,202.536209,-0.004065,-0.274658,-20.517142,-886.105092,-0.220544,-0.750437,-0.970981,-0.050000,-0.002757,-0.009380,-0.062137,-0.061944,-74,-0.325195,-10
0.224000,-22.283820,-875.797750,219.932506,-0.004614,-0.274658,-22.279206,-875.523092,-0.238269,-0.769499,-1.007769,-0.050000,-0.002978,-0.009619,-0.062597,-0.061944,-84,-0.369141,-6
0.226000,-24.024398,-864.349750,237.111321,-0.004889,-0.137329,-24.019509,-864.212421,-0.255481,-0.787876,-1.043358,-0.050000,-0.003194,-0.009848,-0.063042,-0.063012,-89,-0.391113,-4
0.228000,-25.741219,-852.047000,254.055668,-0.005109,-0.109863,-25.736110,-851.937137,-0.272153,-0.805417,-1.077570,-0.050000,-0.003402,-0.010068,-0.063470,-0.061944,-93,-0.408691,-4
0.230000,-27.432586,-838.901750,270.748790,-0.005273,-0.082397,-27.427313,-838.819353,-0.288262,-0.822162,-1.110424,-0.050000,-0.003603,-0.010277,-0.063880,-0.063012,-96,-0.421875,-2
0.232000,-29.096826,-824.926750,287.174181,-0.005328,-0.027466,-29.091498,-824.899284,-0.303788,-0.838110,-1.141898,-0.050000,-0.003797,-0.010476,-0.064274,-0.066216,-97,-0.426270,-1
0.234000,-30.732293,-810.136250,303.315597,-0.005383,-0.027466,-30.726910,-810.108784,-0.318714,-0.853201,-1.171915,-0.050000,-0.003984,-0.010665,-0.064649,-0.060876,-98,-0.430664,-1
0.236000,-32.337371,-794.544500,319.157079,-0.005438,-0.027466,-32.331933,-794.517034,-0.333027,-0.867447,-1.200474,-0.050000,-0.004163,-0.010843,-0.065006,-0.066216,-99,-0.435059,-1
0.238000,-33.910471,-778.167000,334.682960,-0.005438,0.000000,-33.905033,-778.167000,-0.346718,-0.880851,-1.227569,-0.050000,-0.004334,-0.011011,-0.065345,-0.064080,-99,-0.435059,-1
0.240000,-35.450039,-761.020250,349.877888,-0.005493,-0.027466,-35.444546,-760.992784,-0.359779,-0.893354,-1.253133,-0.050000,-0.004497,-0.011167,-0.065664,-0.066216,-100,-0.439453,-1
0.242000,-36.954552,-743.120750,364.726837,-0.005548,-0.027466,-36.949004,-743.093284,-0.372208,-0.904988,-1.277196,-0.050000,-0.004653,-0.011312,-0.065965,-0.066216,-101,-0.443848,-1
0.244000,-38.422522,-724.486500,379.215124,-0.005548,0.000000,-38.416974,-724.486500,-0.384004,-0.915742,-1.299746,-0.050000,-0.004800,-0.011447,-0.066247,-0.066216,-101,-0.443848,-1
0.246000,-39.852498,-705.136000,393.328421,-0.005603,-0.027466,-39.846895,-705.108534,-0.395169,-0.925562,-1.320731,-0.050000,-0.004940,-0.011570,-0.066509,-0.064080,-102,-0.448242,0
0.248000,-41.243066,-685.088000,407.052774,-0.005603,0.000000,-41.237463,-685.088000,-0.405709,-0.934495,-1.340204,-0.050000,-0.005071,-0.011681,-0.066753,-0.067284,-102,-0.448242,0
0.250000,-42.592850,-664.362500,420.374610,-0.005603,0.000000,-42.587247,-664.362500,-0.415633,-0.942490,-1.358123,-0.050000,-0.005195,-0.011781,-0.066977,-0.066216,-102,-0.448242,0
0.252000,-43.900516,-642.980250,433.280756,-0.005658,-0.027466,-43.894858,-642.952784,-0.424950,-0.949537,-1.374487,-0.050000,-0.005312,-0.011869,-0.067181,-0.067284,-103,-0.452637,0
0.254000,-45.164771,-620.962000,445.758450,-0.005658,0.000000,-45.159113,-620.962000,-0.433673,-0.955675,-1.389348,-0.050000,-0.005421,-0.011946,-0.067367,-0.068352,-103,-0.452637,0
0.256000,-46.384364,-598.329500,457.795354,-0.005658,0.000000,-46.378706,-598.329500,-0.441817,-0.960853,-1.402671,-0.050000,-0.005523,-0.012011,-0.067533,-0.067284,-103,-0.452637,0
0.258000,-47.558089,-575.105750,469.379563,-0.005658,0.000000,-47.552431,-575.105750,-0.449398,-0.965082,-1.414480,-0.050000,-0.005617,-0.012064,-0.067681,-0.067284,-103,-0.452637,0
0.260000,-48.684787,-551.313500,480.499624,-0.005713,-0.027466,-48.679074,-551.286034,-0.456434,-0.968341,-1.424775,-0.050000,-0.005705,-0.012104,-0.067810,-0.067284,-104,-0.457031,0
0.262000,-49.763343,-526.975500,491.144540,-0.005713,0.000000,-49.757630,-526.975500,-0.462943,-0.970671,-1.433615,-0.050000,-0.005787,-0.012133,-0.067920,-0.067284,-104,-0.457031,0
0.264000,-50.792689,-502.116500,501.303785,-0.005713,0.000000,-50.786976,-502.116500,-0.468947,-0.972028,-1.440974,-0.050000,-0.005862,-0.012150,-0.068012,-0.067284,-104,-0.457031,0
0.266000,-51.771809,-476.761250,510.967313,-0.005713,0.000000,-51.766096,-476.761250,-0.474465,-0.972423,-1.446888,-0.050000,-0.005931,-0.012155,-0.068086,-0.068352,-104,-0.457031,0
0.268000,-52.699734,-450.934500,520.125568,-0.005713,0.000000,-52.694021,-450.934500,-0.479519,-0.971856,-1.451376,-0.050000,-0.005994,-0.012148,-0.068142,-0.068352,-104,-0.457031,0
0.270000,-53.575547,-424.661750,528.769493,-0.005713,0.000000,-53.569834,-424.661750,-0.484131,-0.970328,-1.454460,-0.050000,-0.006052,-0.012129,-0.068181,-0.070488,-104,-0.457031,0
0.272000,-54.398381,-397.969000,536.890542,-0.005713,0.000000,-54.392668,-397.969000,-0.488322,-0.967841,-1.456163,-0.050000,-0.006104,-0.012098,-0.068202,-0.069420,-104,-0.457031,0
0.274000,-55.167423,-370.883000,544.480683,-0.005713,0.000000,-55.161710,-370.883000,-0.492113,-0.964397,-1.456510,-0.050000,-0.006151,-0.012055,-0.068206,-0.067284,-104,-0.457031,0
0.276000,-55.881913,-343.430000,551.532412,-0.005713,0.000000,-55.876200,-343.430000,-0.495526,-0.959998,-1.455524,-0.050000,-0.006194,-0.012000,-0.068194,-0.069420,-104,-0.457031,0
0.278000,-56.541143,-315.637250,558.038754,-0.005713,0.000000,-56.535430,-315.637250,-0.498580,-0.954651,-1.453231,-0.050000,-0.006232,-0.011933,-0.068165,-0.067284,-104,-0.457031,0
0.280000,-57.144462,-287.532750,563.993277,-0.005713,0.000000,-57.138749,-287.532750,-0.501295,-0.948359,-1.449654,-0.050000,-0.006266,-0.011854,-0.068121,-0.066216,-104,-0.457031,0
0.282000,-57.691274,-259.143750,569.390091,-0.005713,0.000000,-57.685561,-259.143750,-0.503688,-0.941130,-1.444818,-0.050000,-0.006296,-0.011764,-0.068060,-0.069420,-104,-0.457031,0
