index,time_sec,motor_count,link_angle_rad,link_angle_deg,torque_cmd_Nm,torque_cmd_permille,torque_actual_Nm,torque_actual_permille,velocity_rpm
931,9.31,-20371,0.390609,22.3802,0.0346708,32,0.036312,34,10
932,9.32,-20351,0.390226,22.3583,0.0385254,36,0.041652,39,8
933,9.33,-20339,0.389995,22.3451,0.0421835,39,0.040584,38,5
934,9.34,-20333,0.38988,22.3385,0.0456412,43,0.045924,43,2
935,9.35,-20330,0.389823,22.3352,0.0488947,46,0.050196,47,1
936,9.36,-20329,0.389804,22.3341,0.0519404,49,0.052332,49,0
937,9.37,-20328,0.389785,22.333,0.0547751,51,0.0534,50,1
938,9.38,-20327,0.389765,22.3319,0.0573956,54,0.057672,54,0
939,9.39,-20326,0.389746,22.3308,0.059799,56,0.060876,57,0
940,9.4,-20325,0.389727,22.3297,0.0619828,58,0.060876,57,1
941,9.41,-20324,0.389708,22.3286,0.0639445,60,0.063012,59,1
942,9.42,-20321,0.38965,22.3253,0.0656819,61,0.066216,62,2
943,9.43,-20316,0.389554,22.3198,0.0671932,63,0.067284,63,3
944,9.44,-20308,0.389401,22.311,0.0684766,64,0.066216,62,5
945,9.45,-20298,0.389209,22.3,0.0695307,65,0.070488,66,3
946,9.46,-20288,0.389018,22.2891,0.0703544,66,0.067284,63,6
947,9.47,-20274,0.388749,22.2737,0.0709468,66,0.06942,65,7
948,9.48,-20260,0.388481,22.2583,0.0713071,67,0.06942,65,8
949,9.49,-20246,0.388212,22.2429,0.071435,67,0.070488,66,8
950,9.5,-20230,0.387905,22.2253,0.39173,300,0.318264,298,51
951,9.51,-19982,0.38315,21.9529,0.391393,300,0.317196,297,173
952,9.52,-19566,0.375173,21.4958,0.390824,300,0.321468,301,209
953,9.53,-19048,0.365241,20.9268,0.390023,300,0.321468,301,284
954,9.54,-18479,0.35433,20.3016,0.388992,300,0.319332,299,285
955,9.55,-17878,0.342806,19.6414,0.387732,300,0.318264,298,321
956,9.56,-17271,0.331167,18.9745,0.386243,300,0.321468,301,293
957,9.57,-16702,0.320257,18.3494,0.384528,300,0.323604,303,328
958,9.58,-16121,0.309116,17.7111,0.382589,300,0.324672,304,292
959,9.59,-15529,0.297765,17.0607,0.380427,300,0.322536,302,284
960,9.6,-14952,0.286701,16.4268,0.378046,300,0.3204,300,304
961,9.61,-14299,0.27418,15.7094,0.375447,300,0.321468,301,333
962,9.62,-13669,0.2621,15.0172,0.372633,300,0.3204,300,288
963,9.63,-13010,0.249464,14.2932,0.369609,300,0.319332,299,296
964,9.64,-12302,0.235888,13.5154,0.366376,300,0.321468,301,338
965,9.65,-11643,0.223252,12.7914,0.362938,300,0.322536,302,340
966,9.66,-10995,0.210826,12.0795,0.3593,300,0.323604,303,333
967,9.67,-10312,0.19773,11.3291,0.355465,300,0.319332,299,336
968,9.68,-9683,0.185669,10.6381,0.351437,300,0.319332,299,337
969,9.69,-9046,0.173455,9.93823,0.347221,300,0.318264,298,312
970,9.7,-8363,0.160359,9.18787,0.34282,300,0.319332,299,320
971,9.71,-7689,0.147435,8.44739,0.33824,300,0.317196,297,332
972,9.72,-6996,0.134147,7.68604,0.333486,300,0.321468,301,334
973,9.73,-6364,0.122028,6.9917,0.328563,300,0.316128,296,336
974,9.74,-5706,0.109411,6.2688,0.323475,300,0.319332,299,313
975,9.75,-5047,0.096775,5.5448,0.318228,298,0.31506,295,325
976,9.76,-4445,0.0852318,4.88342,0.312828,293,0.312924,293,337
977,9.77,-3854,0.0738995,4.23413,0.307279,288,0.306516,287,308
978,9.78,-3256,0.062433,3.57715,0.301589,282,0.301176,282,325
979,9.79,-2650,0.0508131,2.91138,0.295761,277,0.2937,275,279
980,9.8,-2069,0.0396726,2.27307,0.289804,271,0.28836,270,306
981,9.81,-1512,0.0289922,1.66113,0.283721,266,0.285156,267,251
982,9.82,-978,0.0187529,1.07446,0.277521,260,0.276612,259,258
983,9.83,-483,0.00926141,0.53064,0.271208,254,0.269136,252,241
984,9.84,53,-0.00101626,-0.0582275,0.264789,248,0.265932,249,238
985,9.85,523,-0.0100284,-0.574585,0.25827,242,0.257388,241,221
986,9.86,998,-0.0191364,-1.09644,0.251658,236,0.248844,233,225
987,9.87,1441,-0.0276308,-1.58313,0.244959,229,0.247776,232,200
988,9.88,1865,-0.0357609,-2.04895,0.238179,223,0.238164,223,221
989,9.89,2243,-0.043009,-2.46423,0.231326,217,0.22962,215,204
990,9.9,2620,-0.0502379,-2.87842,0.224406,210,0.22428,210,168
991,9.91,2966,-0.0568723,-3.25854,0.217425,204,0.216804,203,166
992,9.92,3332,-0.0638903,-3.66064,0.21039,197,0.2136,200,179
993,9.93,3661,-0.0701988,-4.02209,0.203308,190,0.203988,191,172
994,9.94,3970,-0.0761238,-4.36157,0.196185,184,0.19758,185,137
995,9.95,4297,-0.0823939,-4.72083,0.189029,177,0.19224,180,140
996,9.96,4558,-0.0873986,-5.00757,0.181845,170,0.179424,168,117
997,9.97,4796,-0.0919621,-5.26904,0.174642,164,0.173016,162,128
998,9.98,5020,-0.0962573,-5.51514,0.167424,157,0.163404,153,97
999,9.99,5247,-0.10061,-5.76453,0.163984,154,0.166608,156,99
