t_s,q_joint_deg,qd_joint_deg_s,qdd_joint_deg_s2,tau_joint_ff_Nm,tau_dead_Nm,tau_joint_total_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_pos_deg_est,motor_vel_native
0.258000,-47.558089,-575.105750,469.379563,-0.449398,-0.160200,-13.265398,-0.165817,-0.163404,-3436,-3.774902,-86
0.260000,-48.684787,-551.313500,480.499624,-0.456434,-0.160200,-13.272434,-0.165905,-0.167676,-3527,-3.874878,-75
0.262000,-49.763343,-526.975500,491.144540,-0.462943,-0.160200,-13.278943,-0.165987,-0.165540,-3608,-3.963867,-74
0.264000,-50.792689,-502.116500,501.303785,-0.468947,-0.160200,-13.284947,-0.166062,-0.166608,-3687,-4.050659,-70
0.266000,-51.771809,-476.761250,510.967313,-0.474465,-0.160200,-13.290465,-0.166131,-0.166608,-3765,-4.136353,-70
0.268000,-52.699734,-450.934500,520.125568,-0.479519,-0.160200,-13.295519,-0.166194,-0.163404,-3849,-4.228638,-71
0.270000,-53.575547,-424.661750,528.769493,-0.484131,-0.160200,-13.300131,-0.166252,-0.166608,-3950,-4.339600,-77
0.272000,-54.398381,-397.969000,536.890542,-0.488322,-0.160200,-13.304322,-0.166304,-0.166608,-4046,-4.445068,-62
0.274000,-55.167423,-370.883000,544.480683,-0.492113,-0.160200,-13.308113,-0.166351,-0.167676,-4134,-4.541748,-86
0.276000,-55.881913,-343.430000,551.532412,-0.495526,-0.160200,-13.311526,-0.166394,-0.166608,-4217,-4.632935,-74
0.278000,-56.541143,-315.637250,558.038754,-0.498580,-0.160200,-13.314580,-0.166432,-0.168744,-4308,-4.732910,-79
0.280000,-57.144462,-287.532750,563.993277,-0.501295,-0.160200,-13.317295,-0.166466,-0.167676,-4405,-4.839478,-81
0.282000,-57.691274,-259.143750,569.390091,-0.503688,-0.160200,-13.319688,-0.166496,-0.165540,-4490,-4.932861,-87
0.284000,-58.181037,-230.498500,574.223861,-0.505778,-0.160200,-13.321778,-0.166522,-0.164472,-4574,-5.025146,-84
0.286000,-58.613268,-201.625250,578.489806,-0.507580,-0.160200,-13.323580,-0.166545,-0.163404,-4656,-5.115234,-70
0.288000,-58.987538,-172.552500,582.183708,-0.509107,-0.160200,-13.325107,-0.166564,-0.167676,-4739,-5.206421,-69
0.290000,-59.303478,-143.309500,585.301915,-0.510373,-0.160200,-13.326373,-0.166580,-0.167676,-4820,-5.295410,-66
0.292000,-59.560776,-113.924750,587.841342,-0.511388,-0.160200,-13.327388,-0.166592,-0.167676,-4904,-5.387695,-90
0.294000,-59.759177,-84.427000,589.799479,-0.512161,-0.160200,-13.328161,-0.166602,-0.164472,-4991,-5.483276,-76
0.296000,-59.898484,-54.846000,591.174389,-0.512698,-0.160200,-13.328698,-0.166609,-0.167676,-5074,-5.574463,-68
0.298000,-59.978561,-25.210750,591.964713,-0.513005,-0.160200,-13.329005,-0.166613,-0.165540,-5166,-5.675537,-75
0.300000,-59.999327,4.449500,592.169669,-0.513085,0.160200,12.302915,0.153786,0.152724,-5260,-5.778809,-16
0.302000,-59.960763,34.105250,591.789055,-0.512937,0.160200,12.303063,0.153788,0.152724,-5248,-5.765625,60
0.304000,-59.862906,63.727250,590.823247,-0.512561,0.160200,12.303439,0.153793,0.151656,-5167,-5.676636,85
0.306000,-59.705854,93.286250,589.273200,-0.511954,0.160200,12.304046,0.153801,0.156996,-5065,-5.564575,98
0.308000,-59.489761,122.753250,587.140446,-0.511109,0.160200,12.304891,0.153811,0.152724,-4951,-5.439331,95
0.310000,-59.214841,152.098750,584.427095,-0.510020,0.160200,12.305980,0.153825,0.151656,-4844,-5.321777,71
0.312000,-58.881366,181.293750,581.135831,-0.508677,0.160200,12.307323,0.153842,0.154860,-4759,-5.228394,65
0.314000,-58.489666,210.309500,577.269906,-0.507069,0.160200,12.308931,0.153862,0.151656,-4674,-5.135010,77
0.316000,-58.040128,239.117250,572.833145,-0.505182,0.160200,12.310818,0.153885,0.153792,-4597,-5.050415,70
0.318000,-57.533197,267.688500,567.829934,-0.503003,0.160200,12.312997,0.153912,0.158064,-4513,-4.958130,76
0.320000,-56.969374,295.995250,562.265222,-0.500515,0.160200,12.315485,0.153944,0.153792,-4438,-4.875732,59
0.322000,-56.349216,324.009250,556.144510,-0.497700,0.160200,12.318300,0.153979,0.150588,-4360,-4.790039,68
0.324000,-55.673337,351.702750,549.473852,-0.494541,0.160200,12.321459,0.154018,0.155928,-4275,-4.696655,78
0.326000,-54.942405,379.048500,542.259843,-0.491017,0.160200,12.324983,0.154062,0.154860,-4194,-4.607666,68
0.328000,-54.157143,406.019250,534.509617,-0.487108,0.160200,12.328892,0.154111,0.152724,-4123,-4.529663,62
0.330000,-53.318328,432.588750,526.230838,-0.482793,0.160200,12.333207,0.154165,0.153792,-4047,-4.446167,72
0.332000,-52.426788,458.730500,517.431693,-0.478051,0.160200,12.337949,0.154224,0.156996,-3972,-4.363770,68
0.334000,-51.483406,484.418500,508.120883,-0.472859,0.160200,12.343141,0.154289,0.152724,-3884,-4.267090,57
0.336000,-50.489114,509.627750,498.307614,-0.467198,0.160200,12.348802,0.154360,0.155928,-3807,-4.182495,57
0.338000,-49.444895,534.332750,488.001591,-0.461045,0.160200,12.354955,0.154437,0.153792,-3728,-4.095703,65
0.340000,-48.351783,558.509250,477.213005,-0.454379,0.160200,12.361621,0.154520,0.154860,-3650,-4.010010,68
0.342000,-47.210858,582.133750,465.952524,-0.447182,0.160200,12.368818,0.154610,0.152724,-3570,-3.922119,73
0.344000,-46.023248,605.182500,454.231283,-0.439434,0.160200,12.376566,0.154707,0.154860,-3489,-3.833130,72
0.346000,-44.790128,627.633000,442.060872,-0.431118,0.160200,12.384882,0.154811,0.154860,-3414,-3.750732,61
0.348000,-43.512716,649.462750,429.453327,-0.422218,0.160200,12.393782,0.154922,0.151656,-3339,-3.668335,56
0.350000,-42.192277,670.650000,416.421115,-0.412720,0.160200,12.403280,0.155041,0.152724,-3266,-3.588135,65
0.352000,-40.830116,691.174250,402.977123,-0.402613,0.160200,12.413387,0.155167,0.150588,-3191,-3.505737,54
0.354000,-39.427580,711.015250,389.134644,-0.391885,0.160200,12.424115,0.155301,0.154860,-3118,-3.425537,64
0.356000,-37.986055,730.153000,374.907367,-0.380531,0.160200,12.435469,0.155443,0.152724,-3046,-3.346436,66
0.358000,-36.506968,748.568500,360.309360,-0.368546,0.160200,12.447454,0.155593,0.154860,-2965,-3.257446,58
0.360000,-34.991781,766.244000,345.355060,-0.355927,0.160200,12.460073,0.155751,0.154860,-2888,-3.172852,65
0.362000,-33.441992,783.162000,330.059253,-0.342677,0.160200,12.473323,0.155917,0.152724,-2805,-3.081665,80
0.364000,-31.859133,799.305250,314.437066,-0.328798,0.160200,12.487202,0.156090,0.153792,-2726,-2.994873,63
0.366000,-30.244771,814.658000,298.503945,-0.314300,0.160200,12.501700,0.156271,0.156996,-2646,-2.906982,74
0.368000,-28.600501,829.205500,282.275647,-0.299192,0.160200,12.516808,0.156460,0.155928,-2565,-2.817993,73
0.370000,-26.927949,842.933000,265.768219,-0.283490,0.160200,12.532510,0.156656,0.161268,-2489,-2.734497,71
0.372000,-25.228769,855.827000,248.997985,-0.267210,0.160200,12.548790,0.156860,0.158064,-2405,-2.642212,78
0.374000,-23.504641,867.874500,231.981527,-0.250373,0.160200,12.565627,0.157070,0.154860,-2313,-2.541138,68
0.376000,-21.757271,879.063750,214.735673,-0.233005,0.160200,12.582995,0.157287,0.155928,-2229,-2.448853,79
0.378000,-19.988386,889.384000,197.277477,-0.215131,0.160200,12.600869,0.157511,0.158064,-2146,-2.357666,78
0.380000,-18.199735,898.824500,179.624202,-0.196783,0.160200,12.619217,0.157740,0.154860,-2070,-2.274170,58
0.382000,-16.393088,907.376250,161.793304,-0.177994,0.160200,12.638006,0.157975,0.158064,-1990,-2.186279,73
0.384000,-14.570230,915.031000,143.802416,-0.158802,0.160200,12.657198,0.158215,0.159132,-1905,-2.092896,73
0.386000,-12.732964,921.780750,125.669328,-0.139244,0.160200,12.676756,0.158459,0.159132,-1822,-2.001709,74
0.388000,-10.883107,927.618750,107.411971,-0.119362,0.160200,12.696638,0.158708,0.159132,-1736,-1.907227,59
0.390000,-9.022489,932.539750,89.048399,-0.099200,0.160200,12.716800,0.158960,0.156996,-1658,-1.821533,57
0.392000,-7.152948,936.538750,70.596771,-0.078804,0.160200,12.737196,0.159215,0.161268,-1568,-1.722656,65
0.394000,-5.276334,939.611250,52.075334,-0.058219,0.160200,12.757781,0.159472,0.155928,-1479,-1.624878,63
0.396000,-3.394503,941.754750,33.502401,-0.037496,0.160200,12.778504,0.159731,0.161268,-1405,-1.543579,59
0.398000,-1.509315,942.967250,14.896339,-0.016682,0.160200,12.799318,0.159991,0.162336,-1316,-1.445801,70
0.400000,0.377366,943.247000,-3.724453,0.004172,0.160200,12.820172,0.160252,0.159132,-1241,-1.363403,59
0.402000,2.263673,942.594000,-22.341562,0.025015,0.160200,12.841015,0.160513,0.162336,-1161,-1.275513,64
0.404000,4.147742,941.009250,-40.936579,0.045799,0.160200,12.861799,0.160772,0.163404,-1086,-1.193115,71
0.406000,6.027710,938.493750,-59.491115,0.066472,0.160200,12.882472,0.161031,0.161268,-1006,-1.105225,79
0.408000,7.901717,935.050000,-77.986823,0.086987,0.160200,12.902987,0.161287,0.164472,-928,-1.019531,74
0.410000,9.767910,930.681750,-96.405414,0.107296,0.160200,12.923296,0.161541,0.160200,-839,-0.921753,77
0.412000,11.624444,925.393250,-114.728673,0.127351,0.160200,12.943351,0.161792,0.159132,-753,-0.827271,83
0.414000,13.469483,919.189750,-132.938482,0.147108,0.160200,12.963108,0.162039,0.161268,-669,-0.734985,65
0.416000,15.301203,912.077500,-151.016834,0.166525,0.160200,12.982525,0.162282,0.161268,-577,-0.633911,78
0.418000,17.117793,904.063000,-168.945853,0.185560,0.160200,13.001560,0.162520,0.163404,-480,-0.527344,64
0.420000,18.917455,895.154250,-186.707808,0.204177,0.160200,13.020177,0.162752,0.165540,-389,-0.427368,81
0.422000,20.698410,885.360750,-204.285136,0.222339,0.160200,13.038339,0.162979,0.162336,-304,-0.333984,85
0.424000,22.458898,874.691750,-221.660456,0.240014,0.160200,13.056014,0.163200,0.161268,-225,-0.247192,81
0.426000,24.197177,863.157750,-238.816585,0.257173,0.160200,13.073173,0.163415,0.163404,-143,-0.157104,70
0.428000,25.911529,850.770250,-255.736559,0.273790,0.160200,13.089790,0.163622,0.162336,-54,-0.059326,66
0.430000,27.600258,837.541250,-272.403647,0.289841,0.160200,13.105841,0.163823,0.163404,24,0.026367,75
0.432000,29.261694,823.484250,-288.801367,0.305308,0.160200,13.121308,0.164016,0.163404,115,0.126343,61
0.434000,30.894195,808.613000,-304.913503,0.320173,0.160200,13.136173,0.164202,0.166608,202,0.221924,82
0.436000,32.496146,792.941750,-320.724125,0.334424,0.160200,13.150424,0.164380,0.162336,290,0.318604,62
0.438000,34.065962,776.486750,-336.217596,0.348052,0.160200,13.164052,0.164551,0.161268,376,0.413086,70
0.440000,35.602093,759.264000,-351.378597,0.361051,0.160200,13.177051,0.164713,0.165540,454,0.498779,61
0.442000,37.103018,741.290000,-366.192135,0.373416,0.160200,13.189416,0.164868,0.173016,534,0.586670,63
0.444000,38.567253,722.583250,-380.643561,0.385148,0.160200,13.201148,0.165014,0.165540,628,0.689941,62
0.446000,39.993351,703.162250,-394.718586,0.396251,0.160200,13.212251,0.165153,0.164472,721,0.792114,64
0.448000,41.379902,683.045750,-408.403291,0.406729,0.160200,13.222729,0.165284,0.164472,803,0.882202,56
0.450000,42.725534,662.253500,-421.684145,0.416592,0.160200,13.232592,0.165407,0.164472,889,0.976685,60
0.452000,44.028916,640.806500,-434.548013,0.425849,0.160200,13.241849,0.165523,0.165540,965,1.060181,62
0.454000,45.288760,618.726000,-446.982176,0.434513,0.160200,13.250513,0.165631,0.162336,1047,1.150269,77
0.456000,46.503820,596.033500,-458.974338,0.442600,0.160200,13.258600,0.165733,0.163404,1145,1.257935,79
