time_s,encoder_count,q_ref_deg,q_link_deg,error_deg,qdot_link_deg_s,error_dot_deg_s,tau_pd_joint_Nm,tau_motor_cmd_Nm,target_torque_permille,actual_torque_permille,actual_torque_Nm,velocity_motor_rpm_606C,current_actual_mA,current_avg_mA,estimated_current_cmd_A,mode_display
4.26399,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,554,525,0.5302,10
4.29493,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,528,525,0.5302,10
4.33429,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,554,525,0.5302,10
4.36907,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,511,525,0.5302,10
4.40503,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,537,525,0.5302,10
4.43906,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,524,526,0.5302,10
4.47404,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,498,525,0.5302,10
4.50715,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,554,525,0.5302,10
4.5411,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,498,525,0.5302,10
4.57399,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,545,525,0.5302,10
4.60702,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,511,526,0.5302,10
4.64005,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,511,525,0.5302,10
4.67611,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,524,525,0.5302,10
4.70896,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,524,526,0.5302,10
4.74412,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,537,525,0.5302,10
4.7815,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,558,525,0.5302,10
4.81823,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,519,525,0.5302,10
4.85705,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,502,525,0.5302,10
4.89116,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,528,525,0.5302,10
4.92627,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,550,525,0.5302,10
4.96097,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,506,525,0.5302,10
4.99604,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,528,525,0.5302,10
5.03016,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,524,525,0.5302,10
5.06213,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,502,525,0.5302,10
5.09602,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,541,525,0.5302,10
5.13303,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,533,525,0.5302,10
5.17125,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,506,525,0.5302,10
5.20812,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,537,525,0.5302,10
5.24407,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,515,525,0.5302,10
5.27805,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,524,525,0.5302,10
5.31202,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,519,525,0.5302,10
5.34402,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,524,525,0.5302,10
5.37503,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,515,525,0.5302,10
5.40602,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,511,526,0.5302,10
5.43704,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,524,525,0.5302,10
5.474,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,502,525,0.5302,10
5.51105,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,533,526,0.5302,10
5.54203,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,511,525,0.5302,10
5.57601,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,537,525,0.5302,10
5.60905,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,533,525,0.5302,10
5.64004,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,546,526,0.5302,10
5.67006,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,519,525,0.5302,10
5.70228,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,558,525,0.5302,10
5.73711,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,515,526,0.5302,10
5.76909,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,533,525,0.5302,10
5.80104,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,537,525,0.5302,10
5.83207,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,533,525,0.5302,10
5.86405,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,541,525,0.5302,10
5.89625,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,503,525,0.5302,10
5.92805,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,515,525,0.5302,10
5.95996,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,537,525,0.5302,10
5.99807,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,519,525,0.5302,10
6.03325,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,519,525,0.5302,10
6.06507,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,515,525,0.5302,10
6.09508,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,519,525,0.5302,10
6.12605,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,533,525,0.5302,10
6.15706,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,38,0.040584,0,498,525,0.5302,10
6.18707,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,519,525,0.5302,10
6.21699,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,533,525,0.5302,10
6.25231,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,506,525,0.5302,10
6.28507,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,528,525,0.5302,10
6.31908,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,506,525,0.5302,10
6.35405,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,550,526,0.5302,10
6.38709,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,511,525,0.5302,10
6.418,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,515,526,0.5302,10
6.45198,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,507,525,0.5302,10
6.48209,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,558,525,0.5302,10
6.51207,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,537,525,0.5302,10
6.54198,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,511,525,0.5302,10
6.57199,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,519,524,0.5302,10
6.60811,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,524,525,0.5302,10
6.64311,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,528,525,0.5302,10
6.6742,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,541,525,0.5302,10
6.7061,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,502,525,0.5302,10
6.74009,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,528,525,0.5302,10
6.774,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,541,525,0.5302,10
6.8081,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,515,525,0.5302,10
6.84208,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,485,526,0.5302,10
6.87928,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,524,525,0.5302,10
6.91504,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,511,526,0.5302,10
6.95011,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,524,526,0.5302,10
6.98412,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,507,525,0.5302,10
7.01812,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,545,525,0.5302,10
7.05202,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,506,525,0.5302,10
7.0871,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,524,525,0.5302,10
7.12303,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,546,526,0.5302,10
7.16032,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,537,525,0.5302,10
7.19504,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,528,525,0.5302,10
7.22912,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,485,526,0.5302,10
7.26314,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,533,525,0.5302,10
7.29617,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,502,525,0.5302,10
7.32708,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,524,525,0.5302,10
7.35901,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,511,525,0.5302,10
7.3951,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,528,525,0.5302,10
7.4281,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,489,525,0.5302,10
7.45901,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,546,525,0.5302,10
7.49013,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,519,526,0.5302,10
7.52512,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,485,525,0.5302,10
7.55913,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,533,525,0.5302,10
7.59314,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,515,525,0.5302,10
7.62734,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,32,0.034176,0,493,525,0.5302,10
7.66325,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,528,525,0.5302,10
7.69824,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,528,525,0.5302,10
7.73307,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,554,525,0.5302,10
7.76512,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,33,0.035244,0,524,525,0.5302,10
7.79713,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,39,0.041652,0,524,525,0.5302,10
7.82909,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,35,0.03738,0,528,526,0.5302,10
7.85917,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,567,525,0.5302,10
7.89252,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,524,525,0.5302,10
7.92927,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,34,0.036312,0,541,525,0.5302,10
7.96509,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,37,0.039516,0,497,526,0.5302,10
7.99717,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,489,525,0.5302,10
8.03015,36134,40,39.698,0.302002,0,0,3.02002,0.0377502,35,36,0.038448,0,562,525,0.5302,10
