t_s,q_ref_deg,qd_ref_deg_s,qdd_ref_deg_s2,q_link_deg,qd_link_raw_deg_s,qd_link_filt_deg_s,pos_error_deg,vel_error_deg_s,tau_joint_ff_Nm,tau_pd_joint_raw_Nm,tau_pd_joint_limited_Nm,tau_joint_total_Nm,tau_dead_motor_Nm,tau_motor_cmd_before_clamp_Nm,tau_motor_cmd_Nm,tau_motor_actual_Nm,motor_pos_counts,motor_vel_native
0,0,943.2655,0,-0.003296,0,0,0.003296,943.2655,0,16.465102,16.465102,16.465102,0.1602,0.366014,0.366014,0,-3,0
0.002,1.886531,942.79925,0,0.003296,3.295898,0.32959,1.883235,942.46966,0.027289,17.599602,17.599602,17.626891,0.1602,0.380536,0.380536,0.364188,3,68
0.004,3.771197,941.40075,-37.220226,0.134033,65.368652,6.833496,3.637164,934.567254,0.041649,18.533093,18.533093,18.574742,0.1602,0.392384,0.392384,0.383412,122,178
0.006,5.652134,939.071,-55.784328,0.362549,114.257812,17.575928,5.289585,921.495072,0.062349,19.314347,19.314347,19.376696,0.1602,0.402409,0.402409,0.393024,330,231
0.008,7.527481,935.81275,-74.293267,0.689941,163.696289,32.187964,6.83754,903.624786,0.082899,19.948043,19.948043,20.030942,0.1602,0.410587,0.410587,0.40584,628,266
0.01,9.395385,931.62925,-92.728741,1.109619,209.838867,49.953054,8.285766,881.676196,0.103253,20.449639,20.449639,20.552892,0.1602,0.417111,0.417111,0.409044,1010,304
0.012,11.253998,926.5245,-111.072519,1.550171,220.275879,66.985337,9.703827,859.539163,0.123362,20.929519,20.929519,21.052881,0.1602,0.423361,0.423361,0.415452,1411,390
0.014,13.101483,920.5035,-129.306462,2.021484,235.656738,83.852477,11.079999,836.651023,0.143183,21.370701,21.370701,21.513884,0.1602,0.429124,0.429124,0.420792,1840,411
0.016,14.936012,913.57225,-147.412541,2.53894,258.728027,101.340032,12.397072,812.232218,0.162671,21.749067,21.749067,21.911737,0.1602,0.434097,0.434097,0.425064,2311,459
0.018,16.755772,905.7375,-165.372849,3.046509,253.78418,116.584447,13.709263,789.153053,0.181786,22.147831,22.147831,22.329617,0.1602,0.43932,0.43932,0.431472,2773,436
0.02,18.558962,897.00725,-183.169628,3.644165,298.828125,134.808814,14.914797,762.198436,0.200489,22.413803,22.413803,22.614292,0.1602,0.442879,0.442879,0.438948,3317,438
0.022,20.343801,887.39,-200.785278,4.200073,277.954102,149.123343,16.143728,738.266657,0.218745,22.746826,22.746826,22.965571,0.1602,0.44727,0.44727,0.440016,3823,450
0.024,22.108522,876.895,-218.20238,4.775757,287.841797,162.995189,17.332765,713.899811,0.23652,23.047886,23.047886,23.284406,0.1602,0.451255,0.451255,0.446424,4347,486
0.026,23.851381,865.53325,-235.403712,5.369019,296.630859,176.358756,18.482362,689.174494,0.253784,23.318597,23.318597,23.572381,0.1602,0.454855,0.454855,0.4539,4887,512
0.028,25.570655,853.3155,-252.372264,6.023804,327.392578,191.462138,19.546851,661.853362,0.270511,23.492012,23.492012,23.762523,0.1602,0.457232,0.457232,0.456036,5483,514
0.03,27.264643,840.25375,-269.091255,6.724731,350.463867,207.362311,20.539912,632.891439,0.286677,23.593157,23.593157,23.879835,0.1602,0.458698,0.458698,0.457104,6121,529
0.032,28.93167,826.361,-285.544154,7.467407,371.337891,223.759869,21.464263,602.601131,0.302262,23.629146,23.629146,23.931408,0.1602,0.459343,0.459343,0.457104,6797,542
0.034,30.570087,811.6515,-301.714692,8.239746,386.169434,240.000825,22.330341,571.650675,0.317249,23.618015,23.618015,23.935264,0.1602,0.459391,0.459391,0.468852,7500,548
0.036,32.178276,796.1395,-317.586877,8.978027,369.140625,252.914805,23.200249,543.224695,0.331624,23.653285,23.653285,23.984909,0.1602,0.460011,0.460011,0.461376,8172,529
0.038,33.754645,779.83975,-333.145014,9.807495,414.733887,269.096713,23.94715,510.743037,0.345377,23.542629,23.542629,23.888006,0.1602,0.4588,0.4588,0.458172,8927,563
0.04,35.297635,762.769,-348.373719,10.598511,395.507812,281.737823,24.699124,481.031177,0.358502,23.483414,23.483414,23.841916,0.1602,0.458224,0.458224,0.461376,9647,566
0.042,36.805721,744.944,-363.257932,11.328003,364.746094,290.03865,25.477718,454.90535,0.370994,23.503048,23.503048,23.874042,0.1602,0.458626,0.458626,0.460308,10311,575
0.044,38.277411,726.3825,-377.782936,12.03772,354.858398,296.520625,26.239691,429.861875,0.382852,23.53142,23.53142,23.914273,0.1602,0.459128,0.459128,0.45924,10957,557
0.046,39.711251,707.10275,-391.934367,12.768311,365.29541,303.398104,26.94294,403.704646,0.394081,23.504481,23.504481,23.898562,0.1602,0.458932,0.458932,0.4539,11622,579
0.048,41.105822,687.1235,-405.698231,13.486816,359.25293,308.983586,27.619006,378.139914,0.404683,23.471277,23.471277,23.87596,0.1602,0.45865,0.45865,0.460308,12276,589
0.05,42.459745,666.465,-419.060918,14.226196,369.689941,315.054222,28.233549,351.410778,0.414668,23.380169,23.380169,23.794837,0.1602,0.457635,0.457635,0.460308,12949,560
0.052,43.771682,645.1475,-432.009215,15.004028,388.916016,322.440401,28.767654,322.707099,0.424045,23.205461,23.205461,23.629506,0.1602,0.455569,0.455569,0.458172,13657,572
0.054,45.040335,623.19175,-444.530316,15.864258,430.114746,333.207836,29.176077,289.983914,0.432827,22.883825,22.883825,23.316653,0.1602,0.451658,0.451658,0.450696,14440,565
0.056,46.264449,600.61975,-456.611842,16.720093,427.91748,342.6788,29.544356,257.94095,0.441028,22.549539,22.549539,22.990567,0.1602,0.447582,0.447582,0.452832,15219,590
0.058,47.442814,577.45425,-468.241844,17.575928,427.91748,351.202668,29.866886,226.251582,0.448665,22.193478,22.193478,22.642142,0.1602,0.443227,0.443227,0.450696,15998,568
0.06,48.574266,553.7175,-479.408822,18.394409,409.240723,357.006474,30.179857,196.711026,0.455754,21.869081,21.869081,22.324835,0.1602,0.43926,0.43926,0.442152,16743,586
0.062,49.657684,529.433,-490.101734,19.226074,415.83252,362.889078,30.43161,166.543922,0.462316,21.496352,21.496352,21.958668,0.1602,0.434683,0.434683,0.431472,17500,569
0.064,50.691998,504.62525,-500.310006,19.951172,362.548828,362.855053,30.740826,141.770197,0.468369,21.252859,21.252859,21.721228,0.1602,0.431715,0.431715,0.433608,18160,549
0.066,51.676185,479.3185,-510.023544,20.646606,347.717285,361.341276,31.029579,117.977224,0.473935,21.013982,21.013982,21.487916,0.1602,0.428799,0.428799,0.429336,18793,549
0.068,52.609272,453.53775,-519.232741,21.349731,351.5625,360.363399,31.259541,93.174351,0.479034,20.721566,20.721566,21.2006,0.1602,0.425208,0.425208,0.430404,19433,540
0.07,53.490336,427.30825,-527.928493,22.159424,404.846191,364.811678,31.330912,62.496572,0.483689,20.229736,20.229736,20.713425,0.1602,0.419118,0.419118,0.4272,20170,549
0.072,54.318505,400.6565,-536.102199,22.880127,360.351562,364.365666,31.438378,36.290834,0.487921,19.838007,19.838007,20.325928,0.1602,0.414274,0.414274,0.41652,20826,527
0.074,55.092962,373.6085,-543.745778,23.622803,371.337891,365.062889,31.470159,8.545611,0.491752,19.373175,19.373175,19.864927,0.1602,0.408512,0.408512,0.413316,21502,515
0.076,55.812939,346.191,-550.85167,24.322632,349.914551,363.548055,31.490307,-17.357055,0.495201,18.933396,18.933396,19.428597,0.1602,0.403057,0.403057,0.40584,22139,505
0.078,56.477726,318.43125,-557.41285,25.008179,342.773438,361.470593,31.469547,-43.039343,0.49829,18.472474,18.472474,18.970764,0.1602,0.397335,0.397335,0.396228,22763,486
0.08,57.086664,290.35625,-563.422828,25.650879,321.350098,357.458544,31.435785,-67.102294,0.501038,18.031872,18.031872,18.53291,0.1602,0.391861,0.391861,0.394092,23348,470
0.082,57.639151,261.9945,-568.875663,26.38147,365.29541,358.24223,31.257681,-96.24773,0.503463,17.414391,17.414391,17.917854,0.1602,0.384173,0.384173,0.393024,24013,501
0.084,58.134642,233.37375,-573.765962,27.026367,322.44873,354.66288,31.108275,-121.28913,0.505582,16.886069,16.886069,17.391651,0.1602,0.377596,0.377596,0.38448,24600,500
0.086,58.572646,204.522,-578.088888,27.627319,300.476074,349.2442,30.945327,-144.7222,0.507412,16.377545,16.377545,16.884958,0.1602,0.371262,0.371262,0.381276,25147,441
0.088,58.95273,175.46825,-581.840169,28.272217,322.44873,346.564653,30.680513,-171.096403,0.508967,15.755463,15.755463,16.26443,0.1602,0.363505,0.363505,0.370596,25734,434
0.09,59.274519,146.24075,-585.016093,28.87207,299.926758,341.900863,30.402449,-195.660113,0.510258,15.156886,15.156886,15.667144,0.1602,0.356039,0.356039,0.364188,26280,401
0.092,59.537693,116.8685,-587.61352,29.452148,290.039062,336.714683,30.085545,-219.846183,0.511298,14.541174,14.541174,15.052471,0.1602,0.348356,0.348356,0.354576,26808,389
0.094,59.741993,87.381,-589.629883,30.072876,310.36377,334.079592,29.669117,-246.698592,0.512094,13.81813,13.81813,14.330224,0.1602,0.339328,0.339328,0.348168,27373,379
0.096,59.887217,57.807,-591.063187,30.614502,270.812988,327.752932,29.272715,-269.945932,0.512655,13.170239,13.170239,13.682894,0.1602,0.331236,0.331236,0.338556,27866,419
0.098,59.973221,28.176,-591.912014,31.081421,233.459473,318.323586,28.8918,-290.147586,0.512985,12.584966,12.584966,13.09795,0.1602,0.323924,0.323924,0.33108,28291,377
0.1,59.999921,-1.483,-592.175526,31.586792,252.685547,311.759782,28.413129,-313.242782,0.513087,11.889475,11.889475,12.402562,-0.1602,-0.005168,-0.005168,0.323604,28751,379
0.102,59.967289,-31.14075,-591.853461,32.025146,219.177246,302.501528,27.942143,-333.642278,0.512962,11.245727,11.245727,11.758689,-0.1602,-0.013216,-0.013216,-0.004272,29150,261
0.104,59.875358,-60.7675,-590.946139,32.354736,164.794922,288.730868,27.520622,-349.498368,0.512609,10.711494,10.711494,11.224103,-0.1602,-0.019899,-0.019899,-0.013884,29450,120
0.106,59.724219,-90.33425,-589.454456,32.501953,73.608398,267.218621,27.222266,-357.552871,0.512025,10.388661,10.388661,10.900686,-0.1602,-0.023941,-0.023941,-0.01602,29584,43
0.108,59.514021,-119.8115,-587.379888,32.534912,16.479492,242.144708,26.979109,-361.956208,0.511205,10.163272,10.163272,10.674477,-0.1602,-0.026769,-0.026769,-0.02136,29614,-9
0.11,59.244973,-149.1705,-584.724485,32.52063,-7.141113,217.216126,26.724343,-366.386626,0.51014,9.930319,9.930319,10.44046,-0.1602,-0.029694,-0.029694,-0.022428,29601,-15
0.112,58.917339,-178.382,-581.490875,32.505249,-7.69043,194.72547,26.41209,-373.10747,0.508823,9.622274,9.622274,10.131097,-0.1602,-0.033561,-0.033561,-0.034176,29587,-13
0.114,58.531445,-207.41675,-577.682254,32.493164,-6.04248,174.648675,26.038281,-382.065425,0.507242,9.237581,9.237581,9.744823,-0.1602,-0.03839,-0.03839,-0.033108,29576,-6
0.116,58.087672,-236.2465,-573.302388,32.485474,-3.845215,156.799286,25.602198,-393.045786,0.505384,8.77955,8.77955,9.284934,-0.1602,-0.044138,-0.044138,-0.038448,29569,-7
0.118,57.586459,-264.84275,-568.355609,32.476685,-4.394531,140.679904,25.109774,-405.522654,0.503234,8.260983,8.260983,8.764217,-0.1602,-0.050647,-0.050647,-0.04272,29561,-6
0.12,57.028301,-293.17725,-562.846808,32.466797,-4.943848,126.117529,24.561504,-419.294779,0.500778,7.685695,7.685695,8.186472,-0.1602,-0.057869,-0.057869,-0.052332,29552,-10
0.122,56.41375,-321.22175,-556.781433,32.455811,-5.493164,112.95646,23.957939,-434.17821,0.497997,7.057233,7.057233,7.55523,-0.1602,-0.06576,-0.06576,-0.060876,29542,-12
0.124,55.743414,-348.94875,-550.165481,32.439331,-8.239746,100.836839,23.304083,-449.785589,0.494873,6.385415,6.385415,6.880287,-0.1602,-0.074196,-0.074196,-0.066216,29527,-14
0.126,55.017955,-376.3305,-543.005495,32.421753,-8.789062,89.874249,22.596202,-466.204749,0.491386,5.666427,5.666427,6.157813,-0.1602,-0.083227,-0.083227,-0.075828,29511,-17
0.128,54.238092,-403.33975,-535.308555,32.401978,-9.887695,79.898055,21.836114,-483.237805,0.487517,4.904833,4.904833,5.392349,-0.1602,-0.092796,-0.092796,-0.082236,29493,-21
0.13,53.404596,-429.9505,-527.082272,32.376709,-12.634277,70.644821,21.027887,-500.595321,0.483243,4.108169,4.108169,4.591412,-0.1602,-0.102807,-0.102807,-0.089712,29470,-24
0.132,52.51829,-456.1365,-518.33478,32.345947,-15.380859,62.042253,20.172343,-518.178753,0.478545,3.278658,3.278658,3.757202,-0.1602,-0.113235,-0.113235,-0.10146,29442,-29
0.134,51.58005,-481.871,-509.07473,32.307495,-19.226074,53.915421,19.272555,-535.786421,0.473399,2.421697,2.421697,2.895096,-0.1602,-0.124011,-0.124011,-0.11214,29407,-37
0.136,50.590806,-507.12875,-499.311279,32.258057,-24.719238,46.051955,18.332749,-553.180705,0.467786,1.544015,1.544015,2.0118,-0.1602,-0.135052,-0.135052,-0.123888,29362,-33
0.138,49.551535,-531.8855,-489.054081,32.19873,-29.663086,38.480451,17.352805,-570.365951,0.461683,0.645461,0.645461,1.107144,-0.1602,-0.146361,-0.146361,-0.1335,29308,-56
0.14,48.463264,-556.11625,-478.313278,32.122925,-37.902832,30.842122,16.340339,-586.958372,0.455069,-0.262611,-0.262611,0.192458,-0.1602,-0.157794,-0.157794,-0.143112,29239,-56
0.142,47.32707,-579.79675,-467.099493,32.039429,-41.748047,23.583105,15.287641,-603.379855,0.447926,-1.192276,-1.192276,-0.74435,-0.1602,-0.169504,-0.169504,-0.156996,29163,-66
0.144,46.144077,-602.90425,-455.423814,31.95813,-40.649414,17.159854,14.185947,-620.064104,0.440234,-2.156458,-2.156458,-1.716224,-0.1602,-0.181653,-0.181653,-0.166608,29089,-80
0.146,44.915453,-625.4155,-443.297786,31.865845,-46.142578,10.82961,13.049608,-636.24511,0.431975,-3.13302,-3.13302,-2.701045,-0.1602,-0.193963,-0.193963,-0.182628,29005,-95
0.148,43.642415,-647.30825,-430.733401,31.746094,-59.875488,3.7591,11.896321,-651.06735,0.423135,-4.09622,-4.09622,-3.673085,-0.1602,-0.206114,-0.206114,-0.19758,28896,-81
0.15,42.32622,-668.56075,-417.743082,31.618652,-63.720703,-2.98888,10.707568,-665.57187,0.413697,-5.07554,-5.07554,-4.661842,-0.1602,-0.218473,-0.218473,-0.206124,28780,-101
0.152,40.968172,-689.15225,-404.339676,31.456055,-81.298828,-10.819875,9.512117,-678.332375,0.403651,-6.028512,-6.028512,-5.624861,-0.1602,-0.230511,-0.230511,-0.220008,28632,-113
0.154,39.569611,-709.0625,-390.536436,31.302246,-76.904297,-17.428317,8.267365,-691.634183,0.392986,-7.021048,-7.021048,-6.628062,-0.1602,-0.243051,-0.243051,-0.232824,28492,-129
0.156,38.131922,-728.27125,-376.347012,31.136353,-82.946777,-23.980163,6.995569,-704.291087,0.381695,-8.018848,-8.018848,-7.637153,-0.1602,-0.255664,-0.255664,-0.241368,28341,-175
0.158,36.656526,-746.76,-361.785435,30.950684,-92.834473,-30.865594,5.705842,-715.894406,0.369773,-9.009214,-9.009214,-8.639441,-0.1602,-0.268193,-0.268193,-0.257388,28172,-169
0.16,35.144882,-764.5105,-346.866104,30.749634,-100.524902,-37.831525,4.395248,-726.678975,0.357218,-9.998036,-9.998036,-9.640819,-0.1602,-0.28071,-0.28071,-0.262728,27989,-151
0.162,33.598484,-781.50475,-331.603773,30.512329,-118.652344,-45.913607,3.086155,-735.591143,0.34403,-10.953263,-10.953263,-10.609233,-0.1602,-0.292815,-0.292815,-0.279816,27773,-189
0.164,32.018863,-797.72625,-316.013534,30.215698,-148.31543,-56.153789,1.803165,-741.572461,0.330214,-11.84139,-11.84139,-11.511176,-0.1602,-0.30409,-0.30409,-0.295836,27503,-251
0.166,30.407579,-813.159,-300.110802,29.889404,-163.146973,-66.853107,0.518175,-746.305893,0.315777,-12.70896,-12.70896,-12.393183,-0.1602,-0.315115,-0.315115,-0.302244,27206,-230
0.168,28.766227,-827.78725,-283.911305,29.564209,-162.597656,-76.427562,-0.797982,-751.359688,0.30073,-13.60116,-13.60116,-13.30043,-0.1602,-0.326455,-0.326455,-0.313992,26910,-274
0.17,27.09643,-841.5975,-267.431059,29.241211,-161.499023,-84.934708,-2.144781,-756.662792,0.285086,-14.516429,-14.516429,-14.231343,-0.1602,-0.338092,-0.338092,-0.321468,26616,-269
0.172,25.399837,-854.5755,-250.686364,28.881958,-179.626465,-94.403884,-3.482121,-760.171616,0.268863,-15.394604,-15.394604,-15.125741,-0.1602,-0.349272,-0.349272,-0.340692,26289,-330
0.174,23.678128,-866.708,-233.693775,28.518311,-181.82373,-103.145869,-4.840183,-763.562131,0.252081,-16.283373,-16.283373,-16.031291,-0.1602,-0.360591,-0.360591,-0.349236,25958,-288
0.176,21.933005,-877.98375,-216.470097,28.137085,-190.612793,-111.892561,-6.20408,-766.091189,0.234765,-17.16067,-17.16067,-16.925906,-0.1602,-0.371774,-0.371774,-0.36312,25611,-306
0.178,20.166193,-888.39125,-199.032362,27.725098,-205.993652,-121.30267,-7.558905,-767.08858,0.21694,-18.005693,-18.005693,-17.788753,-0.1602,-0.382559,-0.382559,-0.36846,25236,-310
0.18,18.37944,-897.92025,-181.397812,27.277954,-223.571777,-131.529581,-8.898514,-766.390669,0.198638,-18.811833,-18.811833,-18.613195,-0.1602,-0.392865,-0.392865,-0.380208,24829,-391
0.182,16.574512,-906.5615,-163.583885,26.831909,-223.022461,-140.678869,-10.257397,-765.882631,0.179892,-19.633061,-19.633061,-19.453169,-0.1602,-0.403365,-0.403365,-0.391956,24423,-353
0.184,14.753194,-914.30625,-145.608198,26.36499,-233.459473,-149.956929,-11.611796,-764.349321,0.160738,-20.433655,-20.433655,-20.272917,-0.1602,-0.413611,-0.413611,-0.404772,23998,-388
0.186,12.917287,-921.14675,-127.488525,25.872803,-246.09375,-159.570611,-12.955516,-761.576139,0.141215,-21.206085,-21.206085,-21.064871,-0.1602,-0.423511,-0.423511,-0.417588,23550,-395
0.188,11.068607,-927.07625,-109.242785,25.316895,-277.954102,-171.40896,-14.248288,-755.66729,0.121364,-21.892666,-21.892666,-21.771302,-0.1602,-0.432341,-0.432341,-0.425064,23044,-478
0.19,9.208982,-932.089,-90.889019,24.706055,-305.419922,-184.810057,-15.497073,-747.278943,0.101228,-22.509101,-22.509101,-22.407873,-0.1602,-0.440298,-0.440298,-0.429336,22488,-484
0.192,7.340251,-936.18025,-72.445377,24.142456,-281.799316,-194.508983,-16.802205,-741.671267,0.080852,-23.208489,-23.208489,-23.127636,-0.1602,-0.449295,-0.449295,-0.442152,21975,-473
0.194,5.464261,-939.34575,-53.930097,23.554688,-293.884277,-204.446512,-18.090426,-734.899238,0.060285,-23.877224,-23.877224,-23.816939,-0.1602,-0.457912,-0.457912,-0.44856,21440,-514
0.196,3.582868,-941.5825,-35.361488,22.955933,-299.377441,-213.939605,-19.373065,-727.642895,0.039573,-24.534096,-24.534096,-24.494523,-0.1602,-0.466382,-0.466382,-0.460308,20895,-515
0.198,1.697931,-942.888,-16.757912,22.304443,-325.744629,-225.120107,-20.606512,-717.767893,0.018766,-25.115215,-25.115215,-25.096449,-0.1602,-0.473906,-0.473906,-0.465648,20302,-531
0.2,-0.188684,-943.261,1.862236,21.649658,-327.392578,-235.347354,-21.838342,-707.913646,-0.002086,-25.695708,-25.695708,-25.697794,-0.1602,-0.481422,-0.481422,-0.474192,19706,-565
0.202,-2.075113,-942.70125,20.480542,20.869629,-390.014648,-250.814084,-22.944742,-691.887166,-0.022933,-26.091854,-26.091854,-26.114787,-0.1602,-0.486635,-0.486635,-0.479532,18996,-572
0.204,-3.959489,-941.2095,39.078596,20.098389,-385.620117,-264.294687,-24.057878,-676.914813,-0.043725,-26.510513,-26.510513,-26.554238,-0.1602,-0.492128,-0.492128,-0.487008,18294,-606
0.206,-5.839951,-938.787,57.638006,19.281006,-408.691406,-278.734359,-25.120957,-660.052641,-0.064411,-26.865611,-26.865611,-26.930023,-0.1602,-0.496825,-0.496825,-0.488076,17550,-631
0.208,-7.714637,-935.436,76.140422,18.531738,-374.633789,-288.324302,-26.246375,-647.111698,-0.084944,-27.327228,-27.327228,-27.412172,-0.1602,-0.502852,-0.5,-0.494484,16868,-620
0.21,-9.581695,-931.16025,94.567545,17.763794,-383.972168,-297.889089,-27.345489,-633.271161,-0.105275,-27.757075,-27.757075,-27.862351,-0.1602,-0.508479,-0.5,-0.49662,16169,-638
0.212,-11.439278,-925.9635,112.901154,16.982666,-390.563965,-307.156576,-28.421944,-618.806924,-0.125358,-28.162196,-28.162196,-28.287554,-0.1602,-0.513794,-0.5,-0.500892,15458,-676
0.214,-13.285549,-919.851,131.123121,16.18396,-399.353027,-316.376221,-29.469509,-603.474779,-0.145147,-28.53452,-28.53452,-28.679667,-0.1602,-0.518696,-0.5,-0.497688,14731,-654
0.216,-15.118682,-912.82925,149.215425,15.310547,-436.706543,-328.409254,-30.429229,-584.419996,-0.1646,-28.788211,-28.788211,-28.952811,-0.1602,-0.52211,-0.5,-0.504096,13936,-677
0.218,-16.936866,-904.90475,167.160178,14.442627,-433.959961,-338.964324,-31.379493,-565.940426,-0.183675,-29.046165,-29.046165,-29.22984,-0.1602,-0.525573,-0.5,-0.50196,13146,-687
0.22,-18.738301,-896.08525,184.939632,13.607666,-417.480469,-346.815939,-32.345967,-549.269311,-0.202335,-29.345585,-29.345585,-29.54792,-0.1602,-0.529549,-0.5,-0.49662,12386,-698
0.222,-20.521207,-886.37975,202.536209,12.768311,-419.677734,-354.102118,-33.289518,-532.277632,-0.220544,-29.625406,-29.625406,-29.84595,-0.1602,-0.533274,-0.5,-0.500892,11622,-714
0.224,-22.28382,-875.79775,219.932506,11.798218,-485.046387,-367.196545,-34.082038,-508.601205,-0.238269,-29.696298,-29.696298,-29.934567,-0.1602,-0.534382,-0.5,-0.497688,10739,-720
0.226,-24.024398,-864.34975,237.111321,10.905029,-446.594238,-375.136314,-34.929427,-489.213436,-0.255481,-29.875558,-29.875558,-30.131039,-0.1602,-0.536838,-0.5,-0.508368,9926,-709
0.228,-25.741219,-852.047,254.055668,9.986572,-459.228516,-383.545535,-35.727791,-468.501465,-0.272153,-30.001759,-30,-30.272153,-0.1602,-0.538602,-0.5,-0.50196,9090,-701
0.23,-27.432586,-838.90175,270.74879,9.083496,-451.538086,-390.34479,-36.516082,-448.55696,-0.288262,-30.135201,-30,-30.288262,-0.1602,-0.538803,-0.5,-0.498756,8268,-748
0.232,-29.096826,-824.92675,287.174181,8.222168,-430.664062,-394.376717,-37.318994,-430.550033,-0.303788,-30.311392,-30,-30.303788,-0.1602,-0.538997,-0.5,-0.489144,7484,-714
0.234,-30.732293,-810.13625,303.315597,7.357544,-432.312012,-398.170246,-38.089837,-411.966004,-0.318714,-30.45792,-30,-30.318714,-0.1602,-0.539184,-0.5,-0.500892,6697,-717
0.236,-32.337371,-794.5445,319.157079,6.487427,-435.058594,-401.859081,-38.824798,-392.685419,-0.333027,-30.570373,-30,-30.333027,-0.1602,-0.539363,-0.5,-0.500892,5905,-746
0.238,-33.910471,-778.167,334.68296,5.612915,-437.255859,-405.398759,-39.523386,-372.768241,-0.346718,-30.649496,-30,-30.346718,-0.1602,-0.539534,-0.5,-0.506232,5109,-747
0.24,-35.450039,-761.02025,349.877888,4.735107,-438.903809,-408.749264,-40.185146,-352.270986,-0.359779,-30.695998,-30,-30.359779,-0.1602,-0.539697,-0.5,-0.50196,4310,-734
0.242,-36.954552,-743.12075,364.726837,3.856201,-439.453125,-411.81965,-40.810753,-331.3011,-0.372208,-30.712165,-30,-30.372208,-0.1602,-0.539853,-0.5,-0.498756,3510,-734
0.244,-38.422522,-724.4865,379.215124,2.995972,-430.114746,-413.64916,-41.418494,-310.83734,-0.384004,-30.726253,-30,-30.384004,-0.1602,-0.54,-0.5,-0.498756,2727,-730
0.246,-39.852498,-705.136,393.328421,2.091797,-452.087402,-417.492984,-41.944295,-287.643016,-0.395169,-30.642629,-30,-30.395169,-0.1602,-0.54014,-0.5,-0.503028,1904,-745
0.248,-41.243066,-685.088,407.052774,1.2052,-443.29834,-420.07352,-42.448266,-265.01448,-0.405709,-30.555545,-30,-30.405709,-0.1602,-0.540271,-0.5,-0.500892,1097,-736
0.25,-42.59285,-664.3625,420.37461,0.272461,-466.369629,-424.70313,-42.865311,-239.65937,-0.415633,-30.367773,-30,-30.415633,-0.1602,-0.540395,-0.5,-0.494484,248,-735
0.252,-43.900516,-642.98025,433.280756,-0.616333,-444.396973,-426.672515,-43.284183,-216.307735,-0.42495,-30.216085,-30,-30.42495,-0.1602,-0.540512,-0.5,-0.494484,-561,-742
0.254,-45.164771,-620.962,445.75845,-1.506226,-444.946289,-428.499892,-43.658545,-192.462108,-0.433673,-30.028585,-30,-30.433673,-0.1602,-0.540621,-0.5,-0.497688,-1371,-747
0.256,-46.384364,-598.3295,457.795354,-2.399414,-446.594238,-430.309327,-43.98495,-168.020173,-0.441817,-29.801382,-29.801382,-30.243199,-0.1602,-0.53824,-0.5,-0.50196,-2184,-732
0.258,-47.558089,-575.10575,469.379563,-3.409058,-504.821777,-437.760572,-44.149031,-137.345178,-0.449398,-29.366234,-29.366234,-29.815632,-0.1602,-0.532895,-0.5,-0.504096,-3103,-729
0.26,-48.684787,-551.3135,480.499624,-4.311035,-450.98877,-439.083392,-44.373752,-112.230108,-0.456434,-29.065167,-29.065167,-29.521601,-0.1602,-0.52922,-0.5,-0.498756,-3924,-745
0.262,-49.763343,-526.9755,491.14454,-5.348145,-518.554688,-447.030521,-44.415198,-79.944979,-0.462943,-28.527004,-28.527004,-28.989947,-0.1602,-0.522574,-0.5,-0.494484,-4868,-730
0.264,-50.792689,-502.1165,501.303785,-6.47644,-564.147949,-458.742264,-44.316249,-43.374236,-0.468947,-27.828279,-27.828279,-28.297226,-0.1602,-0.513915,-0.5,-0.504096,-5895,-750
0.266,-51.771809,-476.76125,510.967313,-7.608032,-565.795898,-469.447627,-44.163777,-7.313623,-0.474465,-27.105763,-27.105763,-27.580228,-0.1602,-0.504953,-0.5,-0.497688,-6925,-759
0.268,-52.699734,-450.9345,520.125568,-8.561646,-476.806641,-470.183529,-44.138088,19.249029,-0.479519,-26.626465,-26.626465,-27.105984,-0.1602,-0.499025,-0.499025,-0.503028,-7793,-747
0.27,-53.575547,-424.66175,528.769493,-9.469116,-453.735352,-468.538711,-44.106431,43.876961,-0.484131,-26.177288,-26.177288,-26.661419,-0.1602,-0.493468,-0.493468,-0.495552,-8619,-779
0.272,-54.398381,-397.969,536.890542,-10.605103,-567.993164,-478.484156,-43.793278,80.515156,-0.488322,-25.346537,-25.346537,-25.834859,-0.1602,-0.483136,-0.483136,-0.495552,-9653,-763
0.274,-55.167423,-370.883,544.480683,-11.697144,-546.020508,-485.237791,-43.470279,114.354791,-0.492113,-24.558615,-24.558615,-25.050728,-0.1602,-0.473334,-0.473334,-0.483804,-10647,-762
0.276,-55.881913,-343.43,551.532412,-12.604614,-453.735352,-482.087547,-43.277299,138.657547,-0.495526,-24.016567,-24.016567,-24.512093,-0.1602,-0.466601,-0.466601,-0.474192,-11473,-743
0.278,-56.541143,-315.63725,558.038754,-13.680176,-537.780762,-487.656869,-42.860967,172.019619,-0.49858,-23.179966,-23.179966,-23.678546,-0.1602,-0.456182,-0.456182,-0.465648,-12452,-764
0.28,-57.144462,-287.53275,563.993277,-14.718384,-519.104004,-490.801582,-42.426078,203.268832,-0.501295,-22.368906,-22.368906,-22.870201,-0.1602,-0.446078,-0.446078,-0.456036,-13397,-732
